id,year,era,era_year,exam,subject,topic,question_no,statement,choice1,choice2,choice3,choice4,choice5,answer,explanation,law_citations,difficulty,tags,source_page,updated_at
r05-066,2023,令和,5,不動産鑑定士 短答,不動産の鑑定評価に関する理論,底地,26,"底地の鑑定評価に関する次の記述のうち、誤っているものはどれか。","底地の価格において、借地権設定者に帰属する経済的利益とは、通常、借地権の付着してい\nる宅地の実際支払賃料から諸経費等を控除した部分の賃貸借等の期間に対応する経済的利益及\nびその期間の満了等によって復帰する経済的利益の現在価値をいう。","将来において名義書替料、更新料、増改築承諾料等の一時金の授受が見込まれる場合には、\n当該一時金の経済的利益が借地権設定者に帰属する経済的利益を構成する場合がある。","底地の鑑定評価額は、実際支払賃料に基づく純収益等の現在価値の総和を求めることにより\n得た収益価格及び比準価格を関連づけて決定する。","底地を借地権者が買い取る場合における底地の鑑定評価に当たっては、当該宅地及び建物及\nびその敷地が同一所有者に帰属することによる市場性の回復等に即応する経済価値の増分が生\nずることがあり、これを考慮した価格は正常価格ではない。","「借地期間満了時の建物等に関する契約内容」は定期借地権固有の勘案事項であり、底地の価\n格に影響することはない。",5,,,,,,21,2025-11-08T00:00:00Z
r05-067,2023,令和,5,不動産鑑定士 短答,不動産の鑑定評価に関する理論,宅地見込地,27,"宅地見込地の鑑定評価に関する次のイからホまでの記述のうち、誤っているものをす\nべて掲げた組合せはどれか。\nイ　宅地見込地の鑑定評価額は、比準価格及び当該宅地見込地について、価格時点において、\n転換後・造成後の更地を想定し、その価格から通常の造成費相当額及び発注者が直接負担す\nべき通常の付帯費用を控除した価格を関連づけて決定するものとする。\nロ　宅地見込地の鑑定評価に当たっては、特に都市の外延的発展を促進する要因の近隣地域に\n及ぼす影響度を勘案するものとする。\nハ　不動産鑑定評価基準に「当該宅地見込地の宅地化を助長し、又は阻害している行政上の措\n置又は規制」が鑑定評価額の決定に当たって総合的に勘案する事項として挙げられている。\nニ　不動産鑑定評価基準に「造成前における土地としての有効利用度」が鑑定評価額の決定に\n当たって総合的に勘案する事項として挙げられている。\nホ　熟成度の低い宅地見込地を鑑定評価する場合には、比準価格を標準とし、転換前の土地の\n種別に基づく価格に宅地となる期待性を加味して得た価格を比較考量して決定するものとす\nる。","イとニ","イとホ","イとロとハ","ロとニとホ","ハとニとホ",1,,,,,,22,2025-11-08T00:00:00Z
r05-068,2023,令和,5,不動産鑑定士 短答,不動産の鑑定評価に関する理論,建物及びその敷地,28,"建物及びその敷地の価格の鑑定評価に関する次のイからホまでの記述のうち、正しい\nものをすべて掲げた組合せはどれか。\nイ　貸家及びその敷地の収益価格を求める場合において、売主が既に受領した一時金のうち売\n買等に当たって買主に承継されない部分があるときでも、売主が既に受領している事実関係\nがあることから、売主が受領している一時金の運用益及び償却額を前提とした鑑定評価を行\nうことが適切である。\nロ　借地権付建物の鑑定評価を行う場合、当該借地権の態様に関わらず、積算価格、比準価格\n及び収益価格を求めるが、借地権の態様に応じて、総合的に勘案する事項が異なる。\nハ　建物を取り壊すことが最有効使用と認められる場合における自用の建物及びその敷地の鑑\n定評価額は、建物の取壊し、除去、運搬等に必要な経費を控除した額を、当該敷地の最有効\n使用に基づく価格から控除して決定するものとする。\nニ　貸家及びその敷地の鑑定評価額は、実際支払賃料に基づく純収益等の現在価値の総和を求\nめることにより得た収益価格を標準とし、積算価格及び比準価格を比較考量して決定するも\nのとする。\nホ　貸家及びその敷地の鑑定評価において収益価格を求める場合、複合不動産としての最有効\n使用の観点から、建物の修繕、模様替等が客観的に妥当であり、かつ、これに伴う賃料値上\nげが可能であると認められる場合には、この修繕、模様替え等に伴う増収及びこれに必要と\nされる費用を考慮して求めなければならない。","イとハ","イとホ","ロとハ","ロとホ","ニとホ",4,,,,,,23,2025-11-08T00:00:00Z
r05-069,2023,令和,5,不動産鑑定士 短答,不動産の鑑定評価に関する理論,区分所有建物及びその敷地,29,"区分所有建物及びその敷地に関する次のイからホまでの記述のうち、誤っているもの\nをすべて掲げた組合せはどれか。\nイ　区分所有建物が存する一棟の建物及びその敷地に係る個別的要因のうち、建物に係る要因\nとして「玄関、集会室等の施設の状態」が、建物及びその敷地に係る要因として「長期修繕\n計画の有無及びその良否並びに修繕積立金の額」が例示される。\nロ　専有部分に係る個別的要因として、「隣接不動産等の利用の状態」、「エレベーター等の共用\n施設の利便性の状態」が例示される。\nハ　区分所有建物及びその敷地の確認に当たっては、登記事項証明書、建物図面（さらに詳細\nな図面が必要な場合は、設計図書等）、管理規約、課税台帳、実測図等に基づき物的確認と権\n利の態様の確認を行う。\nニ　区分所有建物及びその敷地で、専有部分を区分所有者が使用しているものについての鑑定\n評価額は、積算価格及び収益価格を関連づけ、比準価格が求められる場合には比準価格を比\n較考量して決定する。\nホ　積算価格は、区分所有建物の対象となっている一棟の建物及びその敷地の正常価格を求め、\n当該正常価格に当該一棟の建物の各階層別及び同一階層内の位置別の効用比により求めた配\n分率を乗ずることにより求めるものとする。","イとロ","イとハ","ロとホ","ハとニ","ニとホ",5,,,,,,24,2025-11-08T00:00:00Z
r05-070,2023,令和,5,不動産鑑定士 短答,不動産の鑑定評価に関する理論,建物の鑑定評価,30,"建物の鑑定評価に関する次のイ～ホまでの記述のうち、誤っているものをすべて掲げ\nた組合せはどれか。\nイ　建物及びその敷地が一体として市場性を有する場合における建物のみの鑑定評価を行う場\n合は、その敷地と一体化している状態を前提として、その全体の鑑定評価額の内訳として建\n物について部分鑑定評価を行うものであるから、当該建物の敷地の価格形成要因も踏まえる\n必要がある。\nロ　建物及びその敷地が一体として市場性を有しない場合における建物のみの鑑定評価は、一\n般に特殊価格を求める場合に該当するものであり、文化財の指定を受けた建造物、宗教建築\n物又は現況による管理を継続する公共公益施設の用に供されている不動産のうち建物につい\nて、その有効活用に主眼を置いて行うものである。\nハ　建物に関する有害な物質の使用の有無及びその状態は、不動産鑑定士の通常の調査の範囲\nでは、対象不動産の価格への影響の程度を判断するための事実の確認が困難な特定の価格形\n成要因の一つである。\nニ　建物の価格を求める手法のうち、原価法において、建物の再調達原価を求める場合、建物\nの増改築・修繕・模様替等は、その内容を踏まえ、すべてを再調達原価に反映させる必要が\nある。\nホ　建物に係る工事が完了していない建物について、当該工事の完了を前提として鑑定評価の\n対象とすることを対象確定条件とする場合には、対象不動産に係る諸事情についての調査及\nび確認を行った上で、建物入居予定者の利益を害するおそれがないかどうかの観点から当該\n条件の妥当性を確認しなければならない。","イとロとハ","イとロとニ","イとハとホ","ロとニとホ","ハとニとホ",4,,,,,,25,2025-11-08T00:00:00Z
r05-071,2023,令和,5,不動産鑑定士 短答,不動産の鑑定評価に関する理論,事業用不動産,31,"観光地に立地するホテルの鑑定評価依頼があった。当該ホテルは、運営事業者に賃貸\nされている。次のイからホまでの記述のうち、正しいものをすべて掲げた組合せはどれか。\nイ　不動産鑑定評価基準運用上の留意事項によると、事業用不動産には、ホテル等の宿泊施設\nのほか、レジャー施設、医療・福祉施設、商業施設が含まれ、一般の賃貸オフィスビルや賃\n貸マンションは含まない。\nロ　ホテルの属する地域は、「主として繁華性、収益性等が極めて高い店舗が高度に集積している\n地域」とみられたため、地域の種別を一般高度商業地域と判定した。土地の種別は、対象不動\n産の更地としての最有効使用が、ホテルの敷地と判定されたため、複合高度商業地と判定した。\nハ　コロナ禍による宿泊客の減少により、価格時点においてホテルが休業を余儀なくされてい\nる場合、求める価格の種類は必ず特定価格となる。\nニ　運営事業者との賃貸借契約において固定賃料が約定されている場合、対象不動産の価格は、\n運営事業者のホテル事業に係る事業採算性の影響を受けない。\nホ　運営事業者が通常より優れた能力を有することにより超過収益が生じている場合でも、賃\n貸借契約上の合意がない限り、当該超過収益は、事業用不動産に帰属しない。","イとロ","イとホ","ロとハ","ハとニ","ニとホ",2,,,,,,26,2025-11-08T00:00:00Z
r05-072,2023,令和,5,不動産鑑定士 短答,不動産の鑑定評価に関する理論,正常賃料,32,"建物及びその敷地の正常賃料を求める場合の鑑定評価に当たって、誤っているものは\nどれか。","建物及びその敷地の正常賃料を求める場合の鑑定評価に当たっては、賃貸借の契約内容によ\nる使用方法に基づく建物及びその敷地の経済価値に即応する賃料を求めるものとする。","建物及びその敷地の正常賃料の鑑定評価額は、比準賃料を標準とし、積算賃料を比較考量し\nて決定するものとする。この場合において、純収益を適切に求めることができるときは収益賃\n料も比較考量して決定するものとする。","建物及びその敷地の一部を対象とする場合の正常賃料の鑑定評価額は、当該建物及びその敷\n地の全体と当該部分との関連について総合的に比較考量して求めるものとする。","店舗用ビルの場合には、賃貸人は躯体及び一部の建物設備を施工するのみで賃貸し、内装、\n外装及び建物設備の一部は賃借人が施工することがあるので、比準賃料を求めるときの事例の\n選択に当たっては、これに留意すべきである。","建物及びその敷地の新規賃料固有の価格形成要因には、「当該地域の賃貸借等の契約慣行」が\nある。",2,,,,,,26,2025-11-08T00:00:00Z
r05-073,2023,令和,5,不動産鑑定士 短答,不動産の鑑定評価に関する理論,継続賃料,33,"継続賃料に関する次のイからホまでの記述のうち、正しいものをすべて掲げた組合せ\nはどれか。\nイ　継続賃料固有の価格形成要因は、契約開始時点から価格時点までの期間における要因が中\n心となる。\nロ　継続賃料固有の価格形成要因の主なものとして、契約の内容及びそれに関する経緯がある。\nハ　継続中の賃貸借等の契約に基づく実際支払賃料を改定する場合の鑑定評価額は、差額配分\n法による賃料、利回り法による賃料、スライド法による賃料及び比準賃料を関連づけて決定\nするものとする。\nニ　宅地の継続賃料の鑑定評価に当たり、総合的に勘案する事項として、「公租公課の推移」、\n「土地及び建物価格の推移」がある。\nホ　建物及びその敷地の継続賃料を求める場合の鑑定評価は、宅地の継続賃料を求める場合の\n鑑定評価に準ずるものとする。","イとロ","イとニ","ロとハとニ","ロとハとホ","ロとハとニとホ",4,,,,,,27,2025-11-08T00:00:00Z
r05-074,2023,令和,5,不動産鑑定士 短答,不動産の鑑定評価に関する理論,証券化対象不動産,34,"証券化対象不動産の鑑定評価に関する次の記述のうち、誤っているものはどれか。","証券化対象不動産の評価では通常エンジニアリング・レポート（ER）を活用しなければなら\nないが、不動産鑑定評価基準には原則ERを必要としない例として対象不動産が更地である場合\n（建物を取り壊す予定である場合を含む）が挙げられている。","証券化対象不動産が更地である場合（建物を取り壊す予定である場合を含む）、ＤＣＦ法の適\n用に代えて開発法を適用することが有効である。","証券化対象不動産の鑑定評価において建付地の正常価格を求める場合、更地としての価格と\n一致しなければならない。","証券化対象不動産が底地である場合、実地調査において対象不動産の上に存する建物の内覧\nを省略することはできない。","直接還元法の費用項目について、固定資産税、都市計画税について実際には各種軽減措置が\n講じられている場合があるが、それが永続するものでないこともあるため、土地の固定資産税\nに必ずしも最新年度の税金実額を計上するとは限らない。",5,,,,,,27,2025-11-08T00:00:00Z
r05-075,2023,令和,5,不動産鑑定士 短答,不動産の鑑定評価に関する理論,証券化対象不動産,35,"証券化対象不動産の鑑定評価に関する次の記述のうち、誤っているものはどれか。\nなお、下記において不動産鑑定評価基準各論第 ３ 章については、「各論第 ３ 章」という。","証券化対象不動産の鑑定評価であることがあらかじめ判明している場合でも、鑑定評価の依頼\n目的、条件及び依頼が必要となった背景について依頼者に明瞭に確認を行わなければならない。","対象不動産が不動産特定共同事業法に規定する不動産特定共同事業契約に係る不動産取引の\n目的となることが確定していなくとも、当該目的となる見込みがある場合には各論第 ３ 章にお\nける証券化対象不動産に該当する。","証券化対象不動産の鑑定評価においては、プロパティマネジャーと関与不動産鑑定士との関\n係等について、利害関係の有無に関わらず鑑定評価報告書に記載しなければならない。","各論第 ３ 章におけるＤＣＦ法の適用等の原則では、預り金的性格を有する一時金は、それを\n授受する期には計上せず、利回りの考え方を付記したうえで運用益を計上しなければならない。","各論第 ３ 章には、「証券化関係者」として、エクイティ投資家、特別目的会社・投資法人・\nファンド等の例示がある。",3,,,,,,28,2025-11-08T00:00:00Z
r05-076,2023,令和,5,不動産鑑定士 短答,不動産の鑑定評価に関する理論,証券化対象不動産,36,"証券化対象不動産の鑑定評価に関する次のイからホまでの記述のうち、誤っているも\nのをすべて掲げた組合せはどれか。なお、下記において不動産鑑定評価基準各論第 ３ 章について\nは、「各論第 ３ 章」という。\nイ　証券化対象不動産の範囲は各論第 ３ 章に定められているが、証券化対象不動産以外の不動\n産であっても一定の場合には、各論第 ３ 章の定めに準じて鑑定評価を行うことが求められて\nいる。\nロ　エンジニアリング・レポートについては、その内容を鑑定評価に活用するか否かの判断及\nび根拠を鑑定評価報告書に記載しなければならない。各論第 ３ 章には、判断及び根拠に関し\nて最低限記載しなければならない項目と内容が示されている。\nハ　投資法人等が投資対象資産を取得する際の鑑定評価において、対象不動産の運用方法によ\nる使用が対象不動産の最有効使用と同じである場合には、当該鑑定評価額は正常価格である。\nニ　投資法人等が投資対象資産を譲渡するときに依頼される鑑定評価で求める価格は、特定価\n格として求めなければならない場合がある。\nホ　証券化対象不動産は運用計画を前提として運用されるので、対象不動産の現状の運用方法\nを最有効使用として判定する必要がある。","イとロ","イとニ","ロとハ","ハとホ","ニとホ",5,,,,,,28,2025-11-08T00:00:00Z
r05-077,2023,令和,5,不動産鑑定士 短答,不動産の鑑定評価に関する理論,証券化対象不動産,37,"証券化対象不動産に係るＤＣＦ法の適用について、次のイからホまでの記述のうち、\n誤っているものはどれか。\nイ　ＤＣＦ法の収益費用項目は、その定義の統一化が図られている。したがって、依頼者提示\nの収支関係資料において別の項目名が付されている場合、基準の定義に基づいた分類に変更\nすることが考えられる。\nロ　ＤＣＦ法の適用において分析期間を設定する場合には、原価法の経済的残存耐用年数と整\n合を図る必要があり、経済的残存耐用年数が 15 年であれば、15 年間の毎期の純収益を明示\nする必要がある。\nハ　ＤＣＦ法の復帰価格とは、保有期間の満了時点における対象不動産の価格をいい、保有期\n間の満了年における純収益を最終還元利回りにより還元して求める。保有期間満了時点にお\nいて売却を想定する場合には、売却に要する費用を控除することが必要である。\nニ　鑑定評価報告書には、ＤＣＦ法で査定した収益価格（直接還元法による検証を含む。）と原\n価法及び取引事例比較法等で求めた試算価格との関連について明確にしつつ、鑑定評価額を\n決定した理由について記載しなければならない。\nホ　鑑定評価報告書には、ＤＣＦ法で活用する資料について、依頼者から入手した資料をその\nまま活用する場合、依頼者から入手した資料に修正等を加える場合、自らが入手した資料を\n活用する場合のそれぞれの区分に応じて、その妥当性や判断の根拠を記載しなければならな\nい。","イとロ","ロとハ","ニとホ","イとロとハ","ハとニとホ",2,,,,,,29,2025-11-08T00:00:00Z
r05-078,2023,令和,5,不動産鑑定士 短答,不動産の鑑定評価に関する理論,証券化対象不動産,38,"証券化対象不動産に係るＤＣＦ法の収益費用項目について、次のイからホまでの記述\nのうち、正しいものをすべて掲げた組合せはどれか。\nイ　収益費用項目には、経常的な収益及び費用を計上する必要があり、５ 年に一度の収入や ３\n年に一度の支出は含まれない。\nロ　運営収益には、対象不動産に設置された自動販売機収入やアンテナ収入、看板等の広告施\n設収入が含まれるが、賃借人に帰属する収入は含まれない。\nハ　運営費用のうち水道光熱費とは、「対象不動産の運営において電気・水道・ガス・地域冷暖\n房熱源等に要する費用」をいい、水道光熱費収入に対応する費用を計上することから、共用\n部分に係る水道光熱費は含まれない。\nニ　運営費用のうち公租公課とは、対象不動産の所有者が負担する固定資産税及び都市計画税\nをいい、固定資産税のうち償却資産に係るものは含まれない。\nホ　対象不動産の取得に係る借入金の元本返済額は、運営費用のその他費用に計上する。但し、\n不動産投資において典型的な投資家が想定する借入金割合を基本とすることが必要である。","イのみ","ロのみ","イとハ","ロとホ","ニとホ",2,,,,,,30,2025-11-08T00:00:00Z
r05-079,2023,令和,5,不動産鑑定士 短答,不動産の鑑定評価に関する理論,有期還元法,39,"一定の収益期間経過後に売却することを想定した建物及びその敷地の収益価格を、不\n動産鑑定評価基準運用上の留意事項記載の有期還元法（インウッド式）の考え方に基づいて求め\nる場合、次の【前提条件】で計算した結果として最も近いものはどれか。なお、各種数値は計算\nを簡便にするため下記数値を所与とし、最終的な計算結果を四捨五入して上 ３ 桁まで求めるもの\nとする。\n【前提条件】\n収益期間（ｎ） 5 年\n建物等及びその敷地の償却前の純収益 1,000,000 円\n複利年金現価率 4.45\n年金終価率 5.42\nｎ－ １ 年後の土地価格 10,200,000 円\nｎ年後の土地価格 10,400,000 円\nｎ－ １ 年後の建物等の価格 8,000,000 円\nｎ年後の建物等の価格 7,600,000 円\n割引率（Ｙ） 4.0 ％\n（ 1－Y）n+1：0.78　　　 1\n（ 1＋Y）n－1 ：0.85　　　 1\n（ 1＋Y）n ：0.82","20,200,000 円","20,700,000 円","19,900,000 円","18,500,000 円","19,200,000 円",5,,,,,,31,2025-11-08T00:00:00Z
r05-080,2023,令和,5,不動産鑑定士 短答,不動産の鑑定評価に関する理論,借地権,40,"借地権の価格について、下記の【前提条件】及び【指示事項】に基づき、賃料差額還\n元法と借地権割合法を適用した場合の計算結果として、正しいものはどれか。なお、得られた各\n試算価格の相加平均により、借地権価格を求めるものとする。\n【前提条件】\n更地価格 50,000,000 円\n期待利回り 4.0 ％\n還元利回り 5.0 ％\n割引率 4.5 ％\n実際支払賃料 50,000 円/月\n固定資産税及び都市計画税 100,000 円（年額）\n近隣地域における標準的な借地権割合 更地価格の 50 ％\n【指示事項】\n①　宅地の経済価値に即応した適正な賃料は積算法により査定する。\n②　賃料差額の 90 ％が取引の対象となるものとする。\n③　借地権設定契約により、最有効使用が制約されていることから、賃料差額還元法において\nは更地価格の 10 ％を減価、借地権割合法においては、近隣地域における標準的な借地権割合\nから ５ ％を控除することによって反映する。\n④　計算過程で千円未満の端数が生じた場合は、切捨てとする。","22,950,000 円","23,400,000 円","27,900,000 円","26,000,000 円","24,250,000 円",1,,,,,,32,2025-11-08T00:00:00Z
