id,year,era,era_year,exam,subject,topic,question_no,statement,choice1,choice2,choice3,choice4,choice5,answer,explanation,law_citations,difficulty,tags,source_page,updated_at
r08-065,2026,令和,8,single_select,不動産の鑑定評価に関する理論,鑑定評価報告書,25,鑑定評価報告書の記載事項に関する次の記述のうち、誤っているものはどれか。,支払賃料の鑑定評価を依頼された場合における鑑定評価額の記載は、支払賃料である旨を付記して支払賃料の額を表示するとともに、かっこ書きで実質賃料である旨を付記して実質賃料の額を併記するが、支払賃料と実質賃料が同額の場合は併記を要しない。,特殊価格を求める鑑定評価で、特殊価格と正常価格が異なる場合にはかっこ書きで正常価格である旨を付記して正常価格を併記しなければならない。,対象不動産の確認に関する事項として、実地調査を行ったすべての不動産鑑定士の氏名を記載する。,対象不動産の確認については、確認方法（書面によるものか、口頭によるものかの別等をいう。）及び確認資料について記載し、同一の不動産の再評価を行う場合において内覧の全部又は一部の実施を省略した場合には、当該不動産の個別的要因に重要な変化がないと判断した根拠について記載する。,最有効使用及びその判定の理由を明確に記載する。なお、建物及びその敷地に係る鑑定評価における最有効使用の判定の記載は、建物及びその敷地の最有効使用のほか、その敷地の更地としての最有効使用についても記載しなければならない。,2,,,,,,2026-05-23T00:00:00Z
r08-066,2026,令和,8,combo_iroha,不動産の鑑定評価に関する理論,鑑定評価報告書,26,鑑定評価報告書に関する次のイからホまでの記述のうち、誤っているものをすべて掲げた組合せはどれか。\n</border>イ 適用した鑑定評価の手法について、対象不動産の種別及び賃料の種類に応じた不動産鑑定評価基準各論第１章から第３章の規定並びに地域分析及び個別分析により把握した対象不動産に係る市場の特性等との関係を記載しなければならない。\n</border>ロ 対象不動産に関し、争訟等の当事者間において主張が異なる事項が判明している場合には、当該事項に関する取扱いについて記載しなければならない。\n</border>ハ 鑑定評価の手順の各段階において、鑑定評価における資料収集の限界、資料の不備等によって明らかにすることができない事項が存する場合の評価上の取扱いを記載しなければならない。その際、他の専門家が行った調査結果等を活用した場合においては、当該専門家が調査した範囲及び内容を明確にすれば、不動産鑑定士が行った調査の範囲及び内容について記載する必要はない。\n</border>ニ 鑑定評価報告書には、関与不動産鑑定士の氏名、依頼者及び提出先等の氏名又は名称を記載するほか、関与不動産鑑定士及び関与不動産鑑定業者に係る対象不動産、依頼者及び提出先等との利害関係等を記載しなければならない。\n</border>ホ 対象不動産等の所在を明示した地図、土地又は建物等の図面、写真等の確認資料、事例資料のみならず、他の専門家が行った調査結果等を活用するために入手した調査報告書等の資料についても、必要に応じて、附属資料として鑑定評価報告書に添付するものとする。,イとハ,イとホ,ロとハ,ロとニ,ニとホ,1,,,,,,2026-05-23T00:00:00Z
r08-067,2026,令和,8,combo_iroha,不動産の鑑定評価に関する理論,更地又は建付地,27,更地又は建付地の鑑定評価に関する次のイからホまでの記述のうち、正しいものをすべて掲げた組合せはどれか。\n</border>イ 更地の鑑定評価において、配分法及び土地残余法を適用する場合における取引事例及び収益事例は、敷地が最有効使用の状態にあるものを採用すべきである。\n</border>ロ 更地の鑑定評価額は、更地並びに配分法が適用できる場合における建物及びその敷地の取引事例に基づく比準価格並びに土地残余法による収益価格を関連づけて決定し、再調達原価が把握できる場合には積算価格を比較考量して決定する。\n</border>ハ 建付地の鑑定評価において、地役権等の使用収益を制約する権利が存する場合には、その状態を所与として鑑定評価を行う。\n</border>ニ 建付地の鑑定評価額は、更地の価格をもとに当該建付地の更地としての最有効使用との格差、更地化の難易の程度等敷地と建物等との関連性を考慮して求めた価格、配分法に基づく比準価格及び土地残余法による収益価格を関連づけて決定するものとする。\n</border>ホ 最有効使用の観点から建物等を取り壊すことが妥当と認められる場合における対象不動産の類型は、建付地である。,イとハ,イとニ,ロとハ,ロとホ,ニとホ,1,,,,,,2026-05-23T00:00:00Z
r08-068,2026,令和,8,combo_iroha,不動産の鑑定評価に関する理論,借地権又は底地,28,借地権又は底地の鑑定評価に関する次のイからホまでの記述のうち、誤っているものをすべて掲げた組合せはどれか。\n</border>イ 借地権の価格は、借地借家法（廃止前の借地法を含む。）に基づき土地を使用収益することにより借地権者に帰属する経済的利益を貨幣額で表示したものであるが、この経済的利益には一時金の授受に基づくものも含まれる。\n</border>ロ 借地権の鑑定評価に当たっては、借地権の取引慣行の成熟の程度の高低にかかわらず、土地残余法による収益価格及び当該借地権の設定契約に基づく賃料差額のうち取引の対象となっている部分を還元して得た価格は、鑑定評価額を決定するための試算価格となる。\n</border>ハ 宅地の賃貸借契約等に関連して、借地権者から借地権設定者へ支払われる一時金は、一般に、①預り金的性格を有し、通常、保証金と呼ばれているもの、②賃料の前払的性格を有し、通常、前払地代と呼ばれているもの、③借地権の譲渡等の承諾を得るための一時金に分類することができる。これらのほか、定期借地権に係る賃貸借契約等においては、借地権の設定の対価とみなされ、通常、権利金と呼ばれているものがある。\n</border>ニ 底地の鑑定評価額は、実際実質賃料に基づく純収益等の現在価値の総和を求めることにより得た収益価格及び比準価格を関連づけて決定する。\n</border>ホ 定期借地権の付着している底地の鑑定評価に当たっては、契約期間中に建物の建築及び解体が行われる場合における建物の使用収益が期待できない期間を勘案する必要はない。,イとロ,イとホ,ロとハ,ハとニ,ニとホ,4,,,,,,2026-05-23T00:00:00Z
r08-069,2026,令和,8,combo_iroha,不動産の鑑定評価に関する理論,区分地上権、農地又は宅地見込地,29,区分地上権、農地又は宅地見込地の鑑定評価に関する次のイからホまでの記述のうち、正しいものをすべて掲げた組合せはどれか。\n</border>イ 区分地上権の価格は、一般に区分地上権の設定に係る土地（以下「区分地上権設定地」という。）の経済価値を基礎として、権利の設定範囲における権利利益の内容により定まり、区分地上権設定地全体の経済価値のうち、平面的・立体的空間の分割による当該権利の設定部分の経済価値を貨幣額で表示したものである。\n</border>ロ 区分地上権設定地の経済価値は、当該設定地の最有効使用に係る階層等に基づいて生ずる上下空間の効用の集積である。したがって、区分地上権の経済価値は、その設定地全体の効用との関数関係に着目して、その設定地全体の経済価値に占める割合として把握される。\n</border>ハ 区分地上権の鑑定評価額は、設定事例等に基づく比準価格及び土地残余法に準じて求めた収益価格を関連づけて得た価格を標準とし、区分地上権の立体利用率により求めた価格及び区分地上権の設定事例等に基づく区分地上権割合により求めた価格を比較考量して決定する。\n</border>ニ 公共事業の用に供する土地の取得等農地を農地以外のものとするための取引に当たって、当該取引に係る農地の鑑定評価を求められた場合における農地の鑑定評価額は、比準価格を標準とし、収益価格を参考として決定するほか、再調達原価が把握できる場合には積算価格をも関連づけて決定すべきである。\n</border>ホ 宅地見込地の鑑定評価額は、比準価格を標準とし、当該宅地見込地について、価格時点において、転換後・造成後の更地を想定し、その価格から通常の造成費相当額及び発注者が直接負担すべき通常の付帯費用を控除し、その額を当該宅地見込地の熟成度に応じて適切に修正して得た価格を比較考量して決定する。,イとハ,イとホ,ロとハ,ロとニ,ニとホ,4,,,,,,2026-05-23T00:00:00Z
r08-070,2026,令和,8,combo_iroha,不動産の鑑定評価に関する理論,貸家及びその敷地,30,貸家及びその敷地の鑑定評価に関する次のイからホまでの記述のうち、誤っているものをすべて掲げた組合せはどれか。\n</border>イ 鑑定評価額は、実際実質賃料に基づく総収益等の現在価値の総和を求めることにより得た収益価格を標準とし、積算価格及び比準価格を比較考量して決定する。\n</border>ロ 契約書によれば礼金は売主が既に受領しており、売買等に当たって買主に承継されないため、当該部分の運用益及び償却額を含まずに実際実質賃料を査定した。\n</border>ハ 賃貸借契約に関する資料等で、将来見込まれる一時金の額、借家の目的、転借か否かの別及び定期建物賃貸借か否かを確認した。\n</border>ニ 類似の不動産の取引事例との比較から還元利回りを求める場合の取引利回りについては、償却前後のいずれの純収益に対応するものであるかに留意した。\n</border>ホ 買主は貸家及びその敷地の当該借家人だったため、当該貸家及びその敷地が自用の建物及びその敷地となることにより経済価値の増分が発生する。,イとハ,イとホ,ロとハ,ロとニ,ニとホ,2,,,,,,2026-05-23T00:00:00Z
r08-071,2026,令和,8,combo_iroha,不動産の鑑定評価に関する理論,区分所有建物及びその敷地,31,区分所有建物及びその敷地に関する次のイからホまでの記述のうち、誤っているものをすべて掲げた組合せはどれか。\n</border>イ 区分所有建物が存する一棟の建物及びその敷地に係る個別的要因として、建物に係る要因、敷地に係る要因、建物及びその敷地に係る要因、共用部分に係る要因が例示されている。\n</border>ロ 専有部分に係る個別的要因として、階層及び位置、室内の仕上げ及び維持管理の状態、専有面積及び間取りの状態、隣接不動産等の利用の状態、敷地に関する権利の態様及び持分、長期修繕計画の有無等が例示されている。\n</border>ハ 区分所有建物及びその敷地の確認に当たっては、登記事項証明書、建物図面（さらに詳細な図面が必要な場合は、設計図書等）、管理規約、課税台帳、実測図等に基づき物的確認と権利の態様の確認を行う。\n</border>ニ 区分所有建物及びその敷地で、専有部分を区分所有者が使用しているものについての鑑定評価額は、積算価格、比準価格及び収益価格を関連づけて決定するものとする。\n</border>ホ 区分所有建物及びその敷地の積算価格は、区分所有建物の対象となっている一棟の建物及びその敷地の積算価格を求め、当該積算価格に当該一棟の建物の各階層別及び同一階層内の位置別の効用比により求めた配分率を乗ずることにより求めるものとする。,イとロ,イとホ,ロとニ,ハとニ,ハとホ,1,,,,,,2026-05-23T00:00:00Z
r08-072,2026,令和,8,combo_iroha,不動産の鑑定評価に関する理論,建物又は借家権,32,建物又は借家権の鑑定評価に関する次のイからホまでの記述のうち、正しいものをすべて掲げた組合せはどれか。\n</border>イ 建物及びその敷地が一体として市場性を有する場合における建物のみの鑑定評価は、その敷地と一体化している状態を前提として、その全体の鑑定評価額の内訳として建物について部分鑑定評価を行う。\n</border>ロ 建物及びその敷地が一体として市場性を有する場合における建物のみの鑑定評価額は、積算価格、配分法に基づく比準価格及び建物残余法による収益価格を関連づけて決定するものとする。\n</border>ハ 建物及びその敷地が一体として市場性を有しない場合における建物のみの鑑定評価額は、積算価格を標準として決定するが、この場合における価格の種類は、一般に特定価格である。\n</border>ニ 借家権の取引慣行がある場合における借家権の鑑定評価額は、当事者間の個別的事情を考慮して求めた比準価格を標準とし、自用の建物及びその敷地の価格から貸家及びその敷地の価格を控除し、所要の調整を行って得た価格を比較考量して決定するものとする。借家権割合が求められる場合は、借家権割合により求めた価格をも比較考量するものとする。\n</border>ホ 借家権の取引慣行がある場合における借家権の鑑定評価においては、「貸家及びその敷地の鑑定評価において総合的に勘案すべき事項」を総合的に勘案する必要がある。これは、賃貸人から建物の明渡しの要求を受け、借家人が不随意の立退きに伴い事実上喪失することとなる経済的利益等、賃貸人との関係において個別的な形をとって具体に現れる場合における借家権の鑑定評価においても同様である。,イとロとニ,イとハとホ,イとニとホ,ロとハとニ,ロとハとホ,3,,,,,,2026-05-23T00:00:00Z
r08-073,2026,令和,8,combo_iroha,不動産の鑑定評価に関する理論,比準賃料,33,比準賃料に関する次のイからホまでの記述のうち、誤っているものをすべて掲げた組合せはどれか。\n</border>イ 比準賃料は、賃貸事例比較法の適用によって求められた試算賃料である。\n</border>ロ 比準賃料は、実際支払賃料から求めるため、前払的性格を有する一時金の運用益及び償却額は考慮しない。\n</border>ハ 配分法に準ずる方法に基づく比準賃料は、建物及びその敷地に係る賃料を求める際に適用することができる。\n</border>ニ 隣接宅地の併合使用を前提とする賃貸借等の事例に基づく比準賃料を求める場合においては、隣接宅地の権利の態様及び当該事例に係る賃貸借等の契約の内容を総合的に勘案するものとする。\n</border>ホ 正常賃料及び継続賃料のいずれを求める場合にも試算賃料となり得るのは、比準賃料のみである。,イとロ,イとニ,ロとハ,ハとホ,ニとホ,3,,,,,,2026-05-23T00:00:00Z
r08-074,2026,令和,8,combo_iroha,不動産の鑑定評価に関する理論,継続賃料,34,継続賃料の鑑定評価に関する次のイからホまでの記述のうち、誤っているものをすべて掲げた組合せはどれか。\n</border>イ 継続賃料の鑑定評価においては、賃貸借等の契約の経緯、賃料改定の経緯及び契約内容を勘案する必要がある。\n</border>ロ 継続中の宅地の賃貸借等の契約に基づく実際支払賃料を改定する場合の鑑定評価額は、差額配分法による賃料、利回り法による賃料、スライド法による賃料を関連づけて決定するものとする。この場合において、適切な事例資料を収集できるときは比準賃料を比較考量して決定するものとする。\n</border>ハ 継続中の宅地の賃貸借等の契約に基づく実際支払賃料を改定する場合の鑑定評価において、直近合意時点から価格時点までの期間を中心に、総合的に勘案する事項としては、契約上の経過期間及び直近合意時点から価格時点までの経過期間、賃料改定の経緯等が挙げられる。\n</border>ニ 建物及びその敷地の継続賃料を求める場合の鑑定評価において、総合的に勘案する事項としては、土地及び建物価格の推移、底地に対する利回りの推移等が挙げられる。\n</border>ホ 契約上の条件又は使用目的が変更されることに伴い賃料を改定する場合の鑑定評価に当たり、契約上の条件又は使用目的の変更に伴う宅地及び地上建物の経済価値の増分が認められる場合、当該増分のうち適切な部分に即応する賃料を、継続中の賃貸借等の契約に基づく実際支払賃料の改定を想定した場合における賃料に加算して決定するものとする。,イとハ,イとホ,ロとハ,ロとニ,ニとホ,4,,,,,,2026-05-23T00:00:00Z
r08-075,2026,令和,8,combo_iroha,不動産の鑑定評価に関する理論,証券化対象不動産,35,証券化対象不動産に関する次のイからホまでの記述のうち、誤っているものをすべて掲げた組合せはどれか。\n</border>イ 証券化対象不動産の鑑定評価においては、純収益の算定に当たって、償却前の純収益を求めることとしているが、証券化対象不動産に該当しない鑑定評価に際しては、この限りではない。\n</border>ロ 証券化対象不動産の鑑定評価において、ＤＣＦ法の適用に当たっては、毎期の純収益及び復帰価格並びにその発生時期が明示されることから、純収益の見通しについて十分な調査を行うことが必要であるが、証券化対象不動産に該当しない鑑定評価に際しては、この限りではない。\n</border>ハ 証券化対象不動産の鑑定評価において、対象不動産が事業用不動産である場合、当該事業の運営主体として通常想定される事業者の視点から、当該実績・計画等の持続性・実現性について十分に検討しなければならないが、証券化対象不動産に該当しない鑑定評価に際しては、この限りではない。\n</border>ニ 証券化対象不動産の鑑定評価においては、処理計画の策定に当たっての確認事項に変更があった場合にあっては、処理計画を変更するものとするが、証券化対象不動産に該当しない鑑定評価に際しては、この限りではない。\n</border>ホ 証券化対象不動産の鑑定評価においては、不動産鑑定士は、依頼者に対し当該鑑定評価に際し必要なエンジニアリング・レポートの提出を求めなければならないが、証券化対象不動産に該当しない鑑定評価に際しては、この限りではない。,イとロとホ,イとハとニ,イとニとホ,ロとハとニ,ロとハとホ,4,,,,,,2026-05-23T00:00:00Z
r08-076,2026,令和,8,combo_iroha,不動産の鑑定評価に関する理論,証券化対象不動産の鑑定評価,36,証券化対象不動産の鑑定評価に関する次のイからホまでの記述のうち、誤っているものをすべて掲げた組合せはどれか。\n</border>イ 証券化対象不動産の鑑定評価を複数の不動産鑑定士が共同して行う場合にあっては、それぞれの不動産鑑定士の役割を明確にした上で、常に鑑定評価業務全体の情報を共有するなど密接かつ十分な連携の下、すべての不動産鑑定士が一体となって鑑定評価の業務を遂行しなければならない。\n</border>ロ 証券化対象不動産の実地調査が複数回行われる場合にあっては、各段階ごとの確認及び記録が必要となることに留意しなければならない。\n</border>ハ 未竣工建物等鑑定評価は、一定の要件を満たす場合に限り認められているが、関係者が多岐にわたる証券化対象不動産の場合は実施してはならない。\n</border>ニ ＤＣＦ法の適用における収益費用項目においては、特別目的会社・投資法人・ファンド等に係る事務費用等の証券化関連費用は含まないが、信託受益権に係る証券化対象不動産の場合には信託報酬を計上しなければならない。\n</border>ホ 証券化対象不動産が更地の場合においても、ＤＣＦ法を適用しなければならない。,イとロ,イとホ,ロとハ,ハとニ,ニとホ,4,,,,,,2026-05-23T00:00:00Z
r08-077,2026,令和,8,single_select,不動産の鑑定評価に関する理論,ＤＣＦ法の収益費用項目,37,証券化対象不動産の鑑定評価におけるＤＣＦ法の収益費用項目に関する次の記述のうち、正しいものはどれか。,その他収入として、看板、アンテナ、自動販売機等の施設設置料のほかに、預り金的性格を有する保証金等の運用益を計上する。,対象不動産が借地権付建物の場合には、土地及び建物に係る公租公課は運営費用に計上せず、その他費用として支払地代を計上することになる。,プロパティマネジメントフィーは、対象不動産の管理業務に係る経費を計上するが、賃貸人が自ら管理している場合には計上することはない。,減価償却費は、費用の発生時期に留意し、対象不動産の実態に応じて適切に計上する。,空室等損失は、各収入について空室や入替期間等の発生予測に基づく減少分として運営収益に計上し、運営費用に計上することはない。,5,,,,,,2026-05-23T00:00:00Z
r08-078,2026,令和,8,combo_iroha,不動産の鑑定評価に関する理論,ＤＣＦ法の収益費用項目,38,証券化対象不動産の鑑定評価におけるＤＣＦ法の収益費用項目に関する次のイからホまでの記述のうち、正しいものをすべて掲げた組合せはどれか。\n</border>イ 水道光熱費収入は、対象不動産の運営において電気・水道・ガス・地域冷暖房熱源等に要する費用のうち、貸室部分に係るものとして賃借人との契約により徴収する収入を満室想定として計上する。\n</border>ロ 維持管理費は、建物・設備管理、保安警備、清掃等対象不動産の維持・管理のために要する費用について計上するが、経常的な支出を把握する観点から、突発的な費用は計上しない。\n</border>ハ テナント募集費用等は、新規テナントの募集に際して行われる仲介業務、テナントの賃貸借契約の更新や再契約業務に要する費用等を計上するが、宅地建物取引業法上の扱いを考慮し、仲介業務に付随する広告宣伝等に要する費用は計上しない。\n</border>ニ 公租公課は、土地・建物に係るものは計上するが、評価対象は不動産（土地・建物）であることから、償却資産に係るものは計上しない。\n</border>ホ 資本的支出は、対象不動産に係る建物、設備等の修理、改良等のために支出した金額のうち当該建物、設備等の価値を維持することとなると認められる部分に対応する支出を計上するが、更新費用としての性質上、その耐久性を増すこととなると認められる部分に対応する支出は計上しない。,イとロ,イとホ,ロとハ,ハとニ,ニとホ,1,,,,,,2026-05-23T00:00:00Z
r08-079,2026,令和,8,fill_blank,不動産の鑑定評価に関する理論,限定価格,39,"土地Ｂの所有者が、土地Ｂとの併合を目的として隣接する土地Ａを取得する際の限定価格を求めるに当たり、下表のアからエに当てはまる数値の組合せとして、正しいものはどれか。なお、配分率については、少数点以下第４位を四捨五入し、金額については、千円未満を四捨五入して求めるものとする。併合される併合する併合後の土地Ａ土地Ｂ土地Ｃ規模300㎡500㎡800㎡個別的要因格差率角地5二方路地3角地5不整形地-5規模稀少性5（相乗積）10598110100100100標準価格500,000円㎡単価525,000円490,000円550,000円総額157,500,000円245,000,000円440,000,000円単価比による配分率（ア）単価比による配分額（イ）総額比による配分率（ウ）総額比による配分額（エ）","ア：0.483イ：18,113,000 円ウ：0.517エ：19,388,000 円","ア：0.483イ：18,113,000 円ウ：0.609エ：22,838,000 円","ア：0.517イ：19,388,000 円ウ：0.391エ：14,663,000 円","ア：0.517イ：19,388,000 円ウ：0.483エ：18,113,000 円","ア：0.517イ：176,888,000 円ウ：0.391エ：172,163,000 円",3,,,,,,2026-05-23T00:00:00Z
r08-080,2026,令和,8,calc_numeric,不動産の鑑定評価に関する理論,積算価格,40,"対象不動産（低層戸建住宅）について、下記の【前提条件】に基づき、原価法により積算価格を求めた場合の計算結果として正しいものはどれか。なお、【前提条件】以外の数値の検討は不要である。また、各計算過程においては、千円単位未満を四捨五入して求めること。【前提条件】\n</border>① 対象土地の再調達原価：50,000,000 円（価格時点現在、減価修正は不要）\n</border>② 対象建物の建設費用：竣工時における建設費の積算資料（資料１）を入手した。なお、当該建設費用は建築主の親族が施工したことから、市場での相場から値引きされている。\n</border>③ 建物竣工時からの経過期間と物価上昇：対象建物竣工時から価格時点までに 10 年が経過し、この間、工事物価は 10％上昇した。\n</border>④ 物理的耐用年数：一級建築士の見解によれば、躯体の物理的耐用年数は、65 年である。\n</border>⑤ 価格時点における建物の経済的残存耐用年数：建物の経済的残存耐用年数は、30 年と判断される。\n</border>⑥ 減価額を求める方法：建物の減価額は耐用年数に基づく方法（定額法）で把握する。\n</border>⑦ 残価率：経済的残存耐用年数満了時の建物の残価率は、0％である。\n</border>（資料１）\n</border>本体建設費用（値引き前）：20,000,000 円\n</border>親族関係により市場相場から値引き：1,000,000 円\n</border>合計：19,000,000 円","64,250,000 円","65,000,000 円","65,675,000 円","66,500,000 円","68,615,000 円",4,,,,,,2026-05-23T00:00:00Z
