id,year,era,era_year,exam,subject,topic,question_no,statement,choice1,choice2,choice3,choice4,choice5,answer,explanation,law_citations,difficulty,tags,source_page,updated_at
r06-027,2024,令和,6,不動産鑑定士 短答,不動産に関する行政法規,"高齢者、障害者等の移動等の円滑化の促進に関する法律",27,"高齢者、障害者等の移動等の円滑化の促進に関する法律に関する次の記述\nのうち、誤っているものはどれか。ただし、本問においては、特段の言及がない限り、条\n例による制限の附加及び緩和については考慮しないものとする。","地方公共団体は、その地方の自然的社会的条件の特殊性を考慮し、条例の規定によ\nり、特別特定建築物の一部を除外することができる。","特定建築物の建築等及び維持保全の計画について所管行政庁の建築物移動等円滑\n化誘導基準等に適合する旨の認定を受け、実際に当該建築物の建築等をした者は、当\n該建築物、その敷地又はその利用に関する広告に当該認定を受けている旨の表示を付\nすることができる。","建築主等は、床面積の合計が 3,000 平方メートルのホテルを新築するときには、移\n動等円滑化の措置が取られたエレベーターの付近には、当該エレベーターがあること\nを表示する標識を設けなければならない。","建築主等は、特定建築物（特別特定建築物を除く。）の便所の修繕又は模様替をし\nようとするときは、当該便所を建築物移動等円滑化基準に適合させるために必要な措\n置を講ずるよう努めなければならない。","建築主等は、床面積の合計が 2,500 平方メートルの図書館を新築しようとするとき\nは、当該図書館を建築物移動等円滑化基準に適合させなければならない。",1,,,,,,19,2025-11-08T00:00:00Z
r06-028,2024,令和,6,不動産鑑定士 短答,不動産に関する行政法規,土地収用法,28,"土地収用法（以下この問において「法」という。）に関する次のイからホま\nでの記述のうち、正しいものの組合せはどれか。\nイ 事業の認定の告示後、起業者又はその命を受けた者若しくは委任を受けた者が、\n土地調書及び物件調書を作成するために、その土地又はその土地にある工作物に立\nち入ってこれを測量し、又は調査する場合は、事前に当該土地の所在地を管轄する\n市町村長の許可を受けなければならない。\nロ 起業者、土地所有者又は関係人の変更があった場合においては、法又は法に基づ\nく命令の規定によって従前の起業者、土地所有者又は関係人がした手続その他の行\n為は、新たに起業者、土地所有者又は関係人となった者に対して、その効力を有さな\nい。\nハ 同一の土地所有者に属する一団の土地の一部を収用し、又は使用することによっ\nて、残地の価格が減じ、その他残地に関して損失が生ずるときは、その損失を補償し\nなければならない。\nニ 仲裁委員は、仲裁を行う場合において必要があると認めるときは、当事者の申出\nにより、相手方の所持する当該紛争に係る資料の提出を求めることができる。\nホ 都道府県知事又は市町村長は、事業の認定を拒否したときは、遅滞なく、その旨を\n土地所有者及び関係人に文書で通知しなければならない。","イとロ","イとホ","ロとニ","ハとニ","ハとホ",4,,,,,,20,2025-11-08T00:00:00Z
r06-029,2024,令和,6,不動産鑑定士 短答,不動産に関する行政法規,土壌汚染対策法,29,"土壌汚染対策法に関する次の記述のうち、誤っているものはどれか。ただ\nし、以下の記述のうち、「都道府県知事」は土壌汚染対策法施行令で定める市の長を含む\nものとする。","土壌汚染状況調査を行う者は、土壌汚染状況調査の対象地及びその周辺の土地につ\nいて、その利用の状況、特定有害物質の製造、使用又は処理の状況、土壌又は地下水\nの特定有害物質による汚染の概況その他の土壌汚染状況調査の対象地における土壌\nの特定有害物質による汚染のおそれを推定するために有効な情報を把握するものと\nされている。","形質変更時要届出区域内において土地の形質の変更をしようとする者は、当該土地\nの形質の変更に着手する日の 14 日前までに、当該土地の形質の変更の種類、場所、\n施行方法及び着手予定日等を都道府県知事に届け出なければならない。","都道府県知事は、汚染の除去等の措置により、要措置区域の一部について指定の事\n由がなくなったと認めるときであっても、当該要措置区域の全部について指定の事由\nがなくなったと認めるときでなければ、当該要措置区域の一部について指定を解除す\nることはできない。","汚染除去等計画を作成し提出すべきことを指示された土地の所有者等は、当該要措\n置区域において都道府県知事により示された汚染の除去等の措置（以下この問におい\nて「指示措置」という。）と同等以上の効果を有すると認められる措置を講じた場合\nであっても、当該土地の土壌の汚染の原因となる行為をした者に対し、指示措置に要\nする費用の額を超えて請求することができない。","都道府県知事は、要措置区域又は形質変更時要届出区域の台帳の閲覧を求められた\nときは、正当な理由がなければ、これを拒むことができない。",3,,,,,,21,2025-11-08T00:00:00Z
r06-030,2024,令和,6,不動産鑑定士 短答,不動産に関する行政法規,文化財保護法,30,"文化財保護法に関する次のイからホまでの記述のうち、正しいものの組合\nせはどれか。\nイ 埋蔵文化財について、地方公共団体は、文化庁長官が発掘を施行するものを除き、\n調査する必要があると認めるときは、埋蔵文化財を包蔵すると認められる土地の発\n掘を施行することができる。\nロ 重要文化財に関しその現状を変更し、又はその保存に影響を及ぼす行為をしよう\nとするときは、現状変更については維持の措置又は非常災害のために必要な応急措\n置を執る場合、保存に影響を及ぼす行為については影響の軽微である場合であって\nも、文化庁長官の許可を受けなければならない。\nハ 文部科学大臣は、国宝又は国宝以外の重要文化財がき損している場合において、\nその保存のため必要があると認めるときは、所有者又は管理団体に対し、その修理\nについて必要な命令又は勧告をすることができる。\nニ 文部科学大臣は、有形文化財のうち重要なものを重要文化財に指定することがで\nき、重要文化財のうち世界文化の見地から価値の高いもので、たぐいない国民の宝\nたるものを国宝に指定することができる。\nホ 重要文化的景観の全部又は一部が滅失し、又はき損したときは、所有者等は、文部\n科学省令の定める事項を記載した書面をもって、その事実を知った日から 30 日以内\nに文化庁長官に届け出なければならない。","イとロ","イとニ","ロとハ","ハとホ","ニとホ",2,,,,,,22,2025-11-08T00:00:00Z
r06-031,2024,令和,6,不動産鑑定士 短答,不動産に関する行政法規,自然環境保全法,31,"自然環境保全法に関する次のイからホまでの記述のうち、正しいものの組\n合せはどれか。\nイ 国が執行する自然環境保全地域に関する保全事業により著しく利益を受ける者が\nある場合においては、その者に対し、その保全事業の執行に要する費用の一部を負\n担させることはできない。\nロ 環境大臣又は都道府県知事は、自然環境保全地域の特別地区内における特定の野\n生動植物の保護のために特に必要があると認めるときは、自然環境保全地域に関す\nる保全計画に基づいて、その区域内に、当該保護すべき野生動植物の種類ごとに、野\n生動植物保護地区を指定することができる。\nハ 環境大臣以外の国の機関が、自然環境保全地域に関する保全事業を執行しようと\nするときは、環境大臣への協議を経ずに行うことができる。\nニ 自然環境保全地域の特別地区内において、森林の整備及び保全を図るため、環境\n大臣が指定する区域内で木竹を損傷する場合には、環境大臣の許可を受ける必要は\nない。\nホ 自然公園法に基づく自然公園の区域は、自然環境保全地域の区域に含まれないも\nのとされている。","イとロ","イとニ","ロとホ","ハとニ","ニとホ",5,,,,,,23,2025-11-08T00:00:00Z
r06-032,2024,令和,6,不動産鑑定士 短答,不動産に関する行政法規,農地法,32,"農地法に関する次の記述のうち、正しいものはどれか。","会社法第２条第５号に規定する公開会社は、農地の所有権を取得することができ\nる。","都府県において、農地の所有権を取得するに当たり、取得後の農地の面積が 50 ア\nールに達しない場合には、農業委員会の許可を受けることはできない。","農地を農地以外のものにするため、農地の所有権を取得しようとする場合は、いか\nなる場合であっても、都道府県知事の許可を要する。","農地の賃貸借について、引渡があった場合でも、これを登記しなければ、その後そ\nの農地について物権を取得した第三者に対抗することができない。","農業委員会は、毎年１回以上、その区域内にある農地の利用の状況についての調査\nを行い、当該調査の結果、現に耕作の目的に供されておらず、かつ、引き続き耕作の\n目的に供されないと見込まれる農地に該当する農地がある場合には、当該農地の所有\n者等に対し、当該農地の農業上の利用の意向についての調査を行う。",5,,,,,,23,2025-11-08T00:00:00Z
r06-033,2024,令和,6,不動産鑑定士 短答,不動産に関する行政法規,"河川法、海岸法及び公有水面埋立法",33,"河川法、海岸法及び公有水面埋立法に関する次のイからホまでの記述のう\nち、正しいものの組合せはどれか。\nイ 地上に設けられた河川管理施設の敷地である土地の区域は当然に河川区域となる\nが、地下に設けられた河川管理施設の敷地である土地の区域は、河川管理者による\n指定を受けなければ、河川区域とはならない。\nロ 河川区域内の土地において土地の掘削を行おうとする者は河川管理者の許可を受\nける必要があるが、竹木の栽植を行おうとする者は河川管理者の許可を受ける必要\nはない。\nハ 河川管理者が河川予定地内の土地について権原を取得した場合、当該土地の区域\nが河川区域となる前においても、河川法の適用においては、河川区域内の土地とみ\nなされる。\nニ 海岸保全区域内において盛土を行おうとする者は海岸管理者の許可を受ける必要\nがあるが、土石の採取を行おうとする者は海岸管理者の許可を受ける必要はない。\nホ 公有水面の埋立ての免許を受けた者は、埋立てに関する工事を都道府県知事の指\n定する期間内に竣功させなければならず、工事期間を延長しようとするときは、都\n道府県知事の許可を受ける必要がある。","イとハ","イとニ","ロとニ","ロとホ","ハとホ",5,,,,,,24,2025-11-08T00:00:00Z
r06-034,2024,令和,6,不動産鑑定士 短答,不動産に関する行政法規,国有財産法,34,"国有財産法に関する次の記述のうち、正しいものはどれか。","地上権、賃借権、地役権及び鉱業権は、国有財産法が対象とする国有財産の範囲に\n含まれる。","普通財産の売払い又は譲与をする場合は、あらかじめ一定の用途に供させる目的で\n売払い又は譲与を行う場合に限り、その買受人又は譲与を受けた者に対して用途並び\nにその用途に供しなければならない期日及び期間を指定しなければならない。","各省各庁の長は、行政財産を貸し付けた場合において、その貸付期間中に公益事業\nの用に供するため必要を生じたときは、貸付契約を解除することができるが、その際、\n当該財産の借受人は、当該各省各庁の長に対し、解除により生じた損失の補償を求め\nることができる。","国有財産法の規定において、行政財産を売払いの目的とすることは禁じられてお\nり、当該規定に違反する行為は取消しの対象となる。","普通財産の売払代金について、各省各庁の長は、その代金を一時に支払うことが困\n難であると認めるときは、確実な担保を徴し、利息を付し、５年以内の期間に限り延\n納の特約をすることができるが、当該財産の譲渡を受けた者が地方公共団体である場\n合には、利息を付することなく延納の特約をすることができる。",3,,,,,,25,2025-11-08T00:00:00Z
r06-035,2024,令和,6,不動産鑑定士 短答,不動産に関する行政法規,所得税法,35,"所得税法に関する次のイからホまでの記述のうち、正しいものの組合せは\nどれか。\nイ 不動産売買業を営む居住者が販売の目的で所有する棚卸資産である土地や建物を\n譲渡したことによる所得は、譲渡所得に含まれない。\nロ 居住者が、譲渡所得の基因となる資産を譲渡の時における価額の２分の１に満た\nない金額で個人に譲渡した場合には、その譲渡をした日の属する年分の譲渡所得の\n金額の計算上、その譲渡の時における価額に相当する金額により、その資産の譲渡\nがあったものとみなす。\nハ 居住者が限定承認に係る相続により取得した資産を譲渡した場合の譲渡所得の金\n額の計算については、その者がその資産を相続した時における価額に相当する金額\nにより取得したものとみなす。\nニ 居住者が同一年中に短期譲渡所得の基因となる資産の譲渡と長期譲渡所得の基因\nとなる資産の譲渡をした場合の譲渡所得の特別控除額は、まず、これらの所得に係\nる譲渡益のうち長期譲渡所得に係る部分の金額から控除する。\nホ 居住者が、資力を喪失して債務を弁済することが著しく困難であり、かつ、強制換\n価手続の執行が避けられないと認められる場合において、譲渡所得の基因となる資\n産の譲渡をして、その譲渡に係る対価をその債務の弁済に充てたときは、その譲渡\nにより生じた損失の金額については、譲渡所得の金額の計算上控除する。","イとハ","イとホ","ロとニ","ロとホ","ハとニ",1,,,,,,26,2025-11-08T00:00:00Z
r06-036,2024,令和,6,不動産鑑定士 短答,不動産に関する行政法規,法人税法,36,"交換により取得した資産の圧縮額の損金算入（法人税法第 50 条）に関する\n次のイからホまでの記述のうち、正しいものの組合せはどれか。\nイ 自社所有の事務所用の建物と相手方所有の工場用の建物との交換を行い、その交\n換により取得した建物の改造等をして事務所用として使用した場合、他の要件を満\nたしていても、この制度の適用を受けることができない。\nロ 鉱業権は、この制度の対象となる資産に含まれる。\nハ 譲渡資産の自らが所有していた期間が１年以上であれば、取得資産の相手方が所\n有していた期間にかかわらず、この制度の適用を受けることができる。\nニ 清算手続中の法人であっても、この制度の適用を受けることができる。\nホ 交換の時における取得資産の価額と譲渡資産の価額との差額がこれらの価額のう\nちいずれか多い価額の 100 分の 20 に相当する金額以下の場合、他の要件を満たして\nいれば、この制度の適用を受けることができる。","イとニ","イとホ","ロとハ","ロとホ","ハとニ",4,,,,,,27,2025-11-08T00:00:00Z
r06-037,2024,令和,6,不動産鑑定士 短答,不動産に関する行政法規,租税特別措置法,37,"令和５年中に、個人が土地を譲渡した場合の租税特別措置法の適用に関す\nる次のイからホまでの記述のうち、誤っているものの組合せはどれか。\nイ 令和５年１月１日における所有期間が５年を超える土地と同日における所有期間\nが５年以下の土地について、収用交換等の場合の 5,000 万円特別控除の適用を受け\nる場合には、合わせて 5,000 万円の範囲内で特別控除の適用を受けることができる。\nロ 令和４年に居住用財産を譲渡した場合の軽減税率の特例の適用を受けている場合\nには、特定の居住用財産の買換えの場合の長期譲渡所得の課税の特例の適用を受け\nることができない。\nハ 特定の居住用財産の買換えの場合の長期譲渡所得の課税の特例の適用を受ける場\n合においても、その適用を受ける譲渡資産の譲渡による収入金額がその買換資産の\n取得価額を超えるときは、その超える金額に相当する部分については、優良住宅地\nの造成等のために土地等を譲渡した場合の軽減税率の特例の適用を受けることがで\nきる。\nニ 土地を収用対象事業の用地として譲渡した場合において、その土地の譲渡につき、\n収用等に伴い代替資産を取得した場合の課税の特例の適用を受けるときであって\nも、その譲渡による収入金額が代替資産の取得価額を超える金額に相当する部分に\nついて、収用交換等の場合の 5,000 万円特別控除の適用を受けることができる。\nホ 令和５年１月１日における所有期間が５年を超える土地を譲渡した場合におい\nて、その譲渡先が国又は地方公共団体であるときは、一定の場合を除き、優良住宅地\nの造成等のために土地等を譲渡した場合の軽減税率の特例の適用を受けることがで\nきる。","イとロ","イとハ","ロとホ","ハとニ","ニとホ",4,,,,,,28,2025-11-08T00:00:00Z
r06-038,2024,令和,6,不動産鑑定士 短答,不動産に関する行政法規,固定資産税,38,"固定資産税に関する次の記述のうち、正しいものはどれか。","住宅用地のうち、小規模住宅用地に対して課する固定資産税の課税標準は、当該土\n地の上にある住宅が自己の居住の用に供されている場合に限り、当該小規模住宅用地\nに係る固定資産税の課税標準となるべき価格の６分の１の額とする。","市町村は、固定資産課税台帳のほか、当該市町村の条例の定めるところによって、\n地籍図、土地使用図、土壌分類図、家屋見取図、固定資産売買記録簿その他固定資産\nの評価に関して必要な資料を備えて逐次これを整えなければならない。","市町村長は、道府県知事又は総務大臣が固定資産を評価する場合を除くほか、固定\n資産評価基準によって、固定資産の価格を決定しなければならない。ただし、特別の\n事情がある場合には、固定資産評価基準によらず独自の基準に基づいて価格を決定す\nることができる。","市町村は、土地又は家屋に対して課する固定資産税を徴収しようとする場合におい\nて、納税者の請求があった場合には課税明細書を交付しなければならない。","市町村長は、登記簿に登記されるべき土地又は家屋が登記されていないため、又は\n地目その他登記されている事項が事実と相違するため課税上支障があると認める場\n合においては、当該土地又は家屋の所在地を管轄する登記所にそのすべき登記又は登\n記されている事項の修正その他の措置をとることを命じることができる。",2,,,,,,29,2025-11-08T00:00:00Z
r06-039,2024,令和,6,不動産鑑定士 短答,不動産に関する行政法規,相続税及び贈与税,39,"相続税及び贈与税に関する次の記述のうち、正しいものはどれか。","子が親からの贈与により財産を取得した場合、その贈与があった年の１月１日にお\nいて、その子が 14 歳以上であれば、当該贈与財産について相続時精算課税を選択す\nることができる。","贈与税の配偶者控除は、居住用不動産を取得するために金銭の贈与を受ける場合に\nは適用できない。","相続税は、相続税額を納期限までに金銭で納付することが可能な場合であっても、\n納税者の選択により、物納が可能である。","相続人が実子３人（うち１人は相続の放棄をしている。）である場合の相続税の遺\n産に係る基礎控除額は、4,800 万円となる。","相続時精算課税を選択して贈与税の申告をした者は、当初から相続時精算課税の選\n択をしなかったものとして贈与税の修正申告を行うことにより、相続時精算課税の選\n択を撤回することができる。",4,,,,,,29,2025-11-08T00:00:00Z
r06-040,2024,令和,6,不動産鑑定士 短答,不動産に関する行政法規,"資産の流動化に関する法律及び投資信託及び投資法人に関する法律",40,"資産の流動化に関する法律及び投資信託及び投資法人に関する法律に関す\nる次のイからホまでの記述のうち、正しいものの組合せはどれか。\nイ 特定目的会社は、業務を開始する前に、特定資産の譲受けに係る予約その他の契\n約を締結しなければならない。\nロ 機関投資家であれば、金融商品取引業者である投資運用業者でなくても、投資信\n託の委託者となることができる。\nハ 内閣総理大臣の登録を受けた投資法人は、自ら不動産を運用することができる。\nニ 資産運用会社は、資産の運用を行う投資法人について特定資産の取得又は譲渡が\n行われたときは、当該特定資産に係る不動産の鑑定評価を、利害関係人でない不動\n産鑑定士に行わせなければならない。\nホ 資産の流動化に関する法律において、流動化の対象となる資産は、特定目的会社\nが取得した資産に限られており、受託信託会社等が取得した資産を流動化すること\nはできない。","イとハ","イとニ","ロとハ","ハとニ","ニとホ",2,,,,,,30,2025-11-08T00:00:00Z
