id,year,era,era_year,exam,subject,topic,question_no,statement,choice1,choice2,choice3,choice4,choice5,answer,explanation,law_citations,difficulty,tags,source_page,updated_at
r03-026,2021,令和,3,不動産鑑定士 短答,不動産に関する行政法規,不動産特定共同事業法,26,"不動産特定共同事業法（以下この問において「法」という。）に関する次のイからホまでの記述のうち、誤っているものの組合せはどれか。\nイ　各当事者が、出資を行い、その出資による共同の事業として、そのうちの一人又は数人の者にその業務の執行を委任して不動産に係る信託の受益権を売買し、当該売買から生ずる収益の分配を行うことを約する契約は、不動産特定共同事業契約に含まれる。\nロ　当事者の一方が相手方の行う不動産取引のため自らの共有に属する不動産の賃貸をし、相手方が当該不動産により不動産取引を営み、当該不動産取引から生ずる収益の分配を行うことを約する契約は、不動産特定共同事業契約に含まれる。\nハ　不動産特定共同事業契約を締結して当該契約に基づき営まれる不動産取引から生ずる収益又は利益の分配を業として行わない場合であっても、当該契約の締結の代理又は媒介をする行為を業として行う場合は、不動産特定共同事業に該当する。\nニ　「不動産特定共同事業者」とは、法の規定に基づく許可を受けて不動産特定共同事業を営む者であり、「小規模不動産特定共同事業者」とは、法の規定に基づく届出をして小規模不動産特定共同事業を営む者である。\nホ　「適格特例投資家限定事業」の場合、特例投資家のうち、不動産に対する投資に係る専門的知識及び経験を特に有すると認められる者として主務省令に定める者のみを相手方又は事業参加者とする必要がある。","イとハ","イとニ","ロとニ","ロとホ","ハとホ",2,,,,,,19,2025-11-08T00:00:00Z
r03-027,2021,令和,3,不動産鑑定士 短答,不動産に関する行政法規,"高齢者、障害者等の移動等の円滑化の促進に関する法律",27,"高齢者、障害者等の移動等の円滑化の促進に関する法律（以下この問において「法」という。）に関する次のイからホまでの記述のうち、誤っているものの組合せはどれか。ただし、本問においては、特段の言及がない限り、条例による制限の附加及び緩和については考慮しないものとする。\nイ　建築主等は、床面積の合計が 1,500 平方メートルの劇場を新築する場合、当該劇場を建築物移動等円滑化基準に適合させなければならない。\nロ　地方公共団体は、その地方の自然的社会的条件の特殊性により、法第 14 条第 １ 項及び第 ２項の規定のみによっては、高齢者、障害者等が特定建築物を円滑に利用できるようにする目的を十分に達成することができないと認める場合においては、建築物移動等円滑化基準に条例で必要な事項を附加することができる。\nハ　所管行政庁は、特定建築物について法第 16 条第 １ 項又は第 ２ 項に規定する措置の適確な実施を確保するため必要があると認めるときは、建築主等に対し、建築物移動等円滑化基準を勘案して、特定建築物又はその建築物特定施設の設計及び施工に係る事項について必要な指導及び助言をすることができる。\nニ　建築主等は、事務所の増築をしようとするときは、当該事務所を建築物移動等円滑化基準に適合させるために必要な措置を講ずるよう努めなければならない。\nホ　建築主等は、その所有し、管理し、又は占有する法第 14 条第 １ 項の規定により建築物移動等円滑化基準に適合させた建築物について、建築物移動等円滑化基準に適合した状態に維持する必要はない。","イとハ","イとホ","ロとハ","ロとニ","ニとホ",2,,,,,,20,2025-11-08T00:00:00Z
r03-028,2021,令和,3,不動産鑑定士 短答,不動産に関する行政法規,土地収用法,28,"土地収用法（以下この問において「法」という。）に関する次のイからホまでの記述のうち、正しいものの組合せはどれか。\nイ　起業者は、法第 26 条第 １ 項の規定による事業の認定の告示があったときは、直ちに、国土交通省令で定めるところにより、土地所有者及び関係人が受けることができる補償その他国土交通省令で定める事項につき、土地所有者及び関係人に周知させるため必要な措置を講じなければならない。\nロ　起業者が、法第 26 条第 １ 項の規定による事業の認定の告示があった日から １ 年以内に法第39 条第 １ 項の規定による収用又は使用の裁決の申請をしないときは、事業の認定は、その告示があった日に遡って効力が消滅する。\nハ　権利取得裁決又は明渡裁決があった後に、収用し、若しくは使用すべき土地又は収用すべき物件が土地所有者又は関係人の責に帰することができない事由によって滅失し、又は毀損（きそん）したときは、その滅失又は毀損による損失は、起業者の負担とする。\nニ　起業者は、土地を使用する場合において、その期間が満了したとき、又は事業の廃止、変更その他の事由によって使用の必要がなくなったときは、いかなる場合も、遅滞なくその土地を原状に復した上で、土地所有者又はその承継人に返還しなければならない。\nホ　起業者、土地所有者及び関係人は、法第 36 条から第 37 条の ２ までの規定によって作成された土地調書及び物件調書に記載されている事項については、真実に合致しているとの推定力が与えられるため、その真否について、いかなる場合も異議を述べることができない。","イとハ","イとニ","ロとハ","ロとホ","ニとホ",1,,,,,,21,2025-11-08T00:00:00Z
r03-029,2021,令和,3,不動産鑑定士 短答,不動産に関する行政法規,土壌汚染対策法,29,"土壌汚染対策法に関する次の記述のうち、正しいものはどれか。ただし、以下の記述のうち、「都道府県知事」は土壌汚染対策法施行令で定める市の長を含むものとする。","使用が廃止された有害物質使用特定施設に係る工場又は事業場の敷地であった土地の所有者等は、当該土地の土壌の特定有害物質による汚染の状況について、必ず指定調査機関に調査させて、その結果を都道府県知事に報告しなければならない。","900 平方メートル以上の土地の形質の変更を行う場合、当該土地の形質の変更に着手する日の 30 日前までに必ず都道府県知事への届出が必要である。","要措置区域は、その土地が特定有害物質によって汚染されており、当該汚染による人の健康に係る被害を防止するため当該汚染の除去、当該汚染の拡散の防止その他の措置を講ずることが必要な区域である。","都道府県知事は、要措置区域の指定をしたときは、要措置区域内の土地の所有者等以外の者の行為によって汚染が生じたことが明らかな場合であっても、当該土地の所有者等に対し、汚染除去等計画を作成し、都道府県知事に提出すべきことを指示しなければならない。","要措置区域内において非常災害のために必要な応急措置として土地の形質の変更をした者は、当該土地の形質の変更をした日から起算して 14 日以内に、都道府県知事にその旨を届け出なければならない。",3,,,,,,22,2025-11-08T00:00:00Z
r03-030,2021,令和,3,不動産鑑定士 短答,不動産に関する行政法規,文化財保護法,30,"文化財保護法に関する次のイからホまでの記述のうち、正しいものの組合せはどれか。\nイ　重要文化財の所有者は、特別の事情があるときに限り、文化財保存活用支援団体その他の適当な者を当該重要文化財の管理責任者に選任することができる。\nロ　重要文化財又は登録有形文化財を有償で譲り渡そうとする者は、譲渡の相手方等を記載した書面をもって、まず文部科学大臣に国に対する売り渡しの申出をしなければならない。\nハ　土地の所有者又は占有者（国の機関等を除く。）が出土品の出土等により貝づか、住居跡、古墳その他遺跡と認められるものを発見したときは、調査のための発掘に当たって発見した場合を除き、原則として、その現状を変更することなく、遅滞なく、文化庁長官に届け出なければならない。\nニ　文部科学大臣又は都道府県の教育委員会等は、史跡名勝天然記念物の指定・仮指定又は特別史跡名勝天然記念物の指定に当たっては、特に、関係者の所有権、鉱業権その他の財産権を尊重するとともに、国土の開発その他の公益との調整に留意しなければならない。\nホ　文化庁長官は、必要であるときはいずれも特別史跡名勝天然記念物につき自ら復旧を行い、又は滅失、き損、衰亡若しくは盗難の防止の措置をすることができる。","イとロ","イとニ","ロとハ","ハとニ","ニとホ",4,,,,,,23,2025-11-08T00:00:00Z
r03-031,2021,令和,3,不動産鑑定士 短答,不動産に関する行政法規,自然公園法,31,"自然公園法に関する次のイからホまでの記述のうち、正しいものの組合せはどれか。\nイ　特別地域（特別保護地区を除く。）内においては、鉱物を掘採し、又は土石を採取することは、非常災害のために必要な応急措置として行う場合等を除き、国定公園にあっては都道府県知事の許可を受けなければ、してはならない。\nロ　国立公園事業者は、公園施設の管理又は経営の方法を変更しようとするときは、国及び公共団体以外の者にあっては環境大臣に協議をしなければならない。\nハ　公園管理団体が行う業務として、風景地保護協定に基づく自然の風景地の管理その他の自然の保護地の保護に資する活動が含まれるが、国立公園又は国定公園内の施設の補修その他の維持管理は含まれない。\nニ　環境大臣は国立公園について、当該公園の風景を保護するために必要があると認めるときは、普通地区内に利用調整地区を指定することができる。\nホ　国立公園事業者が死亡した場合において、相続人がその国立公園事業を引き続き行おうとするときは、その相続人は、被相続人の死亡後 60 日以内に環境大臣に申請して、その承認を受けなければならない。","イとロ","イとホ","ロとハ","ロとニ","ニとホ",2,,,,,,24,2025-11-08T00:00:00Z
r03-032,2021,令和,3,不動産鑑定士 短答,不動産に関する行政法規,農地法,32,"農地法（以下この問において「法」という。）に関する次のイからホまでの記述のうち、正しいものの組合せはどれか。\nイ　株式会社であって公開会社である法人でも、一定の条件を満たせば、農地又は採草放牧地について使用貸借による権利又は賃借権の設定に係る許可を受けることができる。\nロ　農地又は採草放牧地の賃貸借は、その登記がなくても、農地又は採草放牧地の引渡しがあったときは、引渡しが行われた後にその農地又は採草放牧地について物権を取得した第三者に対抗することができる。\nハ　都市計画法に定められた市街化区域外にある農地を採草放牧地にするために使用及び収益を目的とする権利を取得する場合は、都道府県知事の許可を受ける必要は無い。\nニ　農地又は採草放牧地について、所有権、地上権、永小作権、質権、使用貸借による権利、賃借権若しくはその他の使用及び収益を目的とする権利を譲渡又は設定した者は、農業委員会への届出を行う必要がある。\nホ　都道府県知事は、農用地区域内にある農地を農地以外のものにしようとする者が農地所有適格法人以外である場合に限り、その行為に係る許可をすることができる。","イとロ","イとニ","ロとハ","ハとホ","ニとホ",1,,,,,,25,2025-11-08T00:00:00Z
r03-033,2021,令和,3,不動産鑑定士 短答,不動産に関する行政法規,道路法,33,"道路法に関する次のイからホまでの記述のうち、正しいものの組合せはどれか。\nイ　道路管理者以外の者は、道路の維持で政令で定める軽易なものに限り、道路管理者の承認を受けずに行うことができる。\nロ　道路管理者は、道路に関する工事のためやむを得ないと認められる場合に限り、区間を定めて、道路の通行を禁止し、又は制限することができる。\nハ　道路を構成する敷地、支壁その他の物件については、私権を行使することができないが、所有権を移転し、又は抵当権を設定し、若しくは移転することはできる。\nニ　道路管理者は、指定した沿道区域の区域内にある土地、竹木又は工作物が道路の構造に損害を及ぼし、又は交通に危険を及ぼすおそれがあると認められる場合においては、その損害又は危険を防止するための施設の設置その他その損害又は危険を防止するため必要な措置を講じなければならない。\nホ　道路管理者は、他の工事又は他の行為により必要を生じた道路に関する工事又は道路の維持の費用について、他の工事又は他の行為につき費用を負担する者にその半分を限度として、負担させるものとする。","イとハ","イとニ","ロとニ","ロとホ","ハとホ",3,,,,,,26,2025-11-08T00:00:00Z
r03-034,2021,令和,3,不動産鑑定士 短答,不動産に関する行政法規,国有財産法,34,"国有財産法に関する次の記述のうち、正しいものはどれか。","国有財産とは、国の負担において国有となった財産又は寄附により国有となった財産であり、相続税法により物納された不動産は、国有財産には含まれない。","普通財産とは、公用財産以外の一切の国有財産をいう。","普通財産は、貸し付け、管理を委託し、交換し、売り払い、譲与し、信託することができる。ただし、私権を設定することはできない。","普通財産は、地方公共団体において、公園の用に供するときは、その経営が営利を目的とし、又は利益をあげる場合を除き、無償で貸し付けることができる。","普通財産は、土地（その土地の定着物を含む。）に限り、一定の場合を除き、政令で定めるところにより、信託することができる。なお、信託期間は、自由に定めることができる。",4,,,,,,26,2025-11-08T00:00:00Z
r03-035,2021,令和,3,不動産鑑定士 短答,不動産に関する行政法規,所得税法,35,"所得税法に関する次のイからホまでの記述のうち、正しいものの組合せはどれか。\nイ　居住者が譲渡所得の基因となる資産を法人に対して贈与した場合には、その贈与の時における価額に相当する金額により、その資産の譲渡があったものとみなされる。\nロ　不動産売買業を営む居住者がその者の居住の用に供している家屋及びその敷地の用に供している土地を譲渡した場合には、その譲渡金額は、棚卸資産である家屋及び土地を譲渡した場合と同様に、事業所得に係る収入金額とされる。\nハ　居住者が譲渡所得の基因となる資産をその譲渡の時における価額の ２ 分の １ に満たない金額で個人に譲渡した場合において、その譲渡により生じた損失の金額については、その譲渡した日の属する年分の譲渡所得の金額の計算上控除することができる。\nニ　不動産売買業を営む居住者が、災害により、主として自らの保養の用に供する目的で所有している別荘について受けた損失の金額（保険金、損害賠償金その他これらに類するものにより補塡される部分の金額を除く。）は、その者のその損失を受けた日の属する年分の不動産所得の金額の計算上控除すべき金額とみなされる。\nホ　居住者が、１ 年以上所有していた建物を他の者が １ 年以上所有していた建物と交換し、その交換により取得した建物をその交換により譲渡した建物の譲渡の直前の用途と同一の用途に供した場合において、その交換の時におけるこれらの建物の価額の差額がこれらの価額のうちいずれか多い価額の 100 分の 20 に相当する金額以下であるときは、その交換をした日の属する年分の譲渡所得の金額の計算上、その交換による建物の譲渡はなかったものとみなされる。","イとロ","イとホ","ロとハ","ハとニ","ニとホ",2,,,,,,27,2025-11-08T00:00:00Z
r03-036,2021,令和,3,不動産鑑定士 短答,不動産に関する行政法規,法人税法,36,"交換により取得した資産の圧縮額の損金算入（法人税法第 50 条）に関する次のイからホまでの記述のうち、正しいものの組合せはどれか。\nイ　交換の相手方が内国法人である場合に限り、この制度の適用を受けることができる。\nロ　この制度の対象となる資産には、機械及び装置は含まれない。\nハ　交換の時における取得資産の価額と譲渡資産の帳簿価額との差額がこれらの価額のうちいずれか多い価額の 100 分の 20 に相当する金額を超える場合には、この制度の適用を受けることができない。\nニ　自社所有の店舗用の建物と相手方所有の居住用の建物の交換を行い、その取得した居住用の建物の改造等をして店舗用として使用する場合、他の要件を満たしていれば、この制度の適用を受けることができる。\nホ　譲渡資産は自らが １ 年以上所有し、取得資産についても相手方が １ 年以上所有していなければ、この制度の適用を受けることができない。","イとロ","イとホ","ロとハ","ハとニ","ニとホ",5,,,,,,28,2025-11-08T00:00:00Z
r03-037,2021,令和,3,不動産鑑定士 短答,不動産に関する行政法規,租税特別措置法,37,"特定の資産の買換えの場合の課税の特例（租税特別措置法第 65 条の ７ ）に関する次のイからホまでの記述のうち、正しいものの組合せはどれか。\nイ　この制度の経理方式については、圧縮限度額以下の金額を、制度の適用を受ける事業年度の確定した決算において積立金として積み立てる方法が認められる。\nロ　この制度は、買換資産を取得し、その取得の日から １ 年以内に適用対象となる地域内にある法人の事業の用に供したときにのみ認められ、事業の用に供する見込みであるときには認められない。\nハ　圧縮限度額を計算する際の圧縮基礎取得価額とは、原則として買換資産の取得価額と譲渡資産の対価の額のいずれか少ない金額である。\nニ　買換資産として取得した土地等の面積が、譲渡資産である土地等の面積に一定割合を乗じて計算した面積以下であるときは、当該取得した土地等について、この制度の適用が認められない。\nホ　この制度の対象となる買換資産には、自ら建設又は製作をした資産を含まない。","イとハ","イとニ","ロとニ","ロとホ","ハとホ",1,,,,,,29,2025-11-08T00:00:00Z
r03-038,2021,令和,3,不動産鑑定士 短答,不動産に関する行政法規,固定資産税,38,"固定資産税に関する次の記述のうち、正しいものはどれか。","固定資産税の賦課期日は、市町村の条例で定めることとされている。","市町村長は、災害その他特別の事情がある場合を除き、評価調書を受理した場合においては、これに基づいて固定資産の価格等を毎年 １ 月 １ 日までに決定しなければならない。","固定資産税の標準税率は、100 分の ３ である。","固定資産課税台帳に登録された価格に関する不服を審査決定するために、総務省に、固定資産評価審査委員会が設置されている。","市町村は、固定資産の所有者の所在が震災、風水害、火災その他の事由により不明である場合には、その使用者を所有者とみなして、固定資産課税台帳に登録し、その者に固定資産税を課することができる。",5,,,,,,29,2025-11-08T00:00:00Z
r03-039,2021,令和,3,不動産鑑定士 短答,不動産に関する行政法規,相続税及び贈与税,39,"相続税及び贈与税に関する次の記述のうち、正しいものはどれか。","相続時精算課税に係る特定贈与者が死亡した場合の相続税の課税価格には、その相続時精算課税の適用を受けた財産の贈与時における価額と相続開始時における価額とのいずれか低い価額が算入される。","相続時精算課税の選択をした者は、当初から相続時精算課税の選択をしなかったものとして贈与税の修正申告を行うことにより、相続時精算課税の選択を撤回することができる。","婚姻期間が 20 年以上の配偶者から居住用不動産の贈与を受けた者が贈与税の配偶者控除の適用を受けるためには、贈与の年の翌年 ３ 月 15 日までにその居住用不動産を居住の用に供し、かつ、その後引き続き居住の用に供する見込みであることを要する。","相続人が実子 １ 人及び養子 ３ 人である場合には、相続税の遺産に係る基礎控除額は 3,000 万円と 600 万円に被相続人の相続人の数である ４ を乗じて算出した金額との合計額である 5,400万円となる。","相続時精算課税の適用を受けた者は、特定贈与者が死亡した場合には、その特定贈与者から相続又は遺贈により財産を取得しなかった場合でも、必ず相続税の申告をしなければならない。",3,,,,,,30,2025-11-08T00:00:00Z
r03-040,2021,令和,3,不動産鑑定士 短答,不動産に関する行政法規,"投資信託及び投資法人に関する法律及び資産の流動化に関する法律",40,"投資信託及び投資法人に関する法律及び資産の流動化に関する法律に関する次のイからホまでの記述のうち、正しいものの組合せはどれか。\nイ　投資法人とは、資産を全て特定資産に対する投資として運用することを目的として、投資信託及び投資法人に関する法律に基づき設立された社団をいう。\nロ　登録投資法人は、規約に定める資産運用の対象及び方針に従い、特定資産について不動産の取得又は譲渡を行うことができるが、不動産の貸借を行うことはできない。\nハ　資産運用会社は、その資産の運用を行う投資法人に対し、１ 年に １ 回以上、当該資産運用会社が自己の計算で行った不動産の売買等の有無等を明らかにする書面を交付しなければならない。\nニ　投資信託委託会社は、運用の指図を行う投資信託財産について、特定資産である土地の取得又は譲渡に先立って、当該土地に係る不動産の鑑定評価を不動産鑑定士であって利害関係人等でないものに行わせていた場合には、当該土地の取得又は譲渡が行われたときに、 当該土地に係る不動産の鑑定評価を不動産鑑定士であって利害関係人等でないものに行わせる必要はない。\nホ　資産流動化計画には、特定資産の内容や取得時期のほか、特定資産の管理及び処分の方法を記載又は記録する必要がある。","イとハ","イとニ","ロとハ","ロとホ","ニとホ",5,,,,,,31,2025-11-08T00:00:00Z
