id,year,era,era_year,exam,subject,topic,question_no,statement,choice1,choice2,choice3,choice4,choice5,answer,explanation,law_citations,difficulty,tags,source_page,updated_at
r06-067,2024,令和,6,不動産鑑定士 短答,不動産の鑑定評価に関する理論,貸家及びその敷地,27,"対象不動産が貸家及びその敷地である場合の鑑定評価について、次の記述のう\nち、誤っているものはどれか。","物的確認に当たっては、エレベーターの状況、建物の耐震性、外壁等に関する破損・老\n朽化等の状況、建築資材としてのアスベストの使用の有無等の建物の各用途に共通する個\n別的要因にも留意する必要がある。","権利の態様の確認に当たっては、賃貸借契約等に係る契約の目的、契約当事者、契約期\n間、契約数量、月額支払賃料、一時金の有無とその内容及び賃貸条件等に係る特約を確認\nしなければならない。","鑑定評価額の決定に当たっては、賃借人の状況及び賃貸借契約の内容、貸室の稼働状況\n等を確認し、将来における賃料の改定の実現性とその程度等について総合的に勘案する必\n要がある。","鑑定評価額は、収益価格を標準とし、積算価格及び比準価格を比較考量して決定するも\nのとする。","収益価格の試算に当たっては、直接還元法とＤＣＦ法を併用する必要がある。",5,,,,,,20,2025-11-08T00:00:00Z
r06-068,2024,令和,6,不動産鑑定士 短答,不動産の鑑定評価に関する理論,区分所有建物及びその敷地,28,"賃貸に供されている分譲マンション（一棟の建物に存する１戸の居住用区画で\nあり、類型は区分所有建物及びその敷地である。）の鑑定評価に関する次の記述のうち、正\nしいものはどれか。","区分所有建物及びその敷地は、建物の区分所有等に関する法律に規定する専有部分及び\n敷地利用権から構成される。","収益価格は、実際実質賃料（売主が既に受領した一時金のうち売買等に当たって買主に\n承継されない部分がある場合には、当該部分の運用益及び償却額を含まないものとする。）\nに基づく純収益等の現在価値の総和により求める。","積算価格を求める場合、対象不動産の価格を直接的に求める直接法と、一棟の建物及び\nその敷地の価格から対象不動産の価格を間接的に求める間接法がある。収集した建設事例\n等の資料としての信頼度に応じていずれかを適用するものとし、また、必要に応じて併用\nするものとする。","比準価格を求める場合、同一建物内の他の住戸の取引事例が入手できた場合には、事情\n補正及び時点修正の検討を行うことで比準価格を求めることができる。","区分所有建物及びその敷地は、専有部分が賃貸に供されている場合であっても、不動産\nの類型は「区分所有建物及びその敷地」であり、鑑定評価額も自用の場合と同様に決定す\nる。",2,,,,,,21,2025-11-08T00:00:00Z
r06-069,2024,令和,6,不動産鑑定士 短答,不動産の鑑定評価に関する理論,建物の鑑定評価,29,"建物の鑑定評価に関する次のイからホまでの記述のうち、正しいものをすべて\n掲げた組合せはどれか。\nイ 建物は、通常その敷地と結合して有機的に効用を発揮するため、建物及びその敷地一\n体として評価対象とすることが通例であるが、対象不動産の個別性又はその利用形態等\nに応じ、不動産鑑定士の判断によりその建物のみを鑑定評価の対象とする場合がある。\nロ 建物及びその敷地が一体として市場性を有する場合における建物のみの鑑定評価は、\nその敷地と一体化している状態を前提として、その全体の鑑定評価額の内訳として建物\nについて部分鑑定評価を行うものである。\nハ 建物及びその敷地が一体として市場性を有する場合における建物のみの鑑定評価は、\n複合不動産価格をもとに建物に帰属する額を配分して求めた価格を標準として決定する\nこともできる。\nニ 建物及びその敷地が一体として市場性を有しない場合における建物のみの鑑定評価\nは、一般に特殊価格を求める場合に該当するものである。\nホ 一体として市場性を有しない文化財の指定を受けた建造物及びその敷地について、そ\nの保存の必要性から当該建物のみの鑑定評価を行う場合、保存に係る管理・維持費用が\n発生するため、入館料や参拝料などに基づく収益価格を標準として鑑定評価額を決定す\nる。","イとロとハ","イとハとホ","イとニとホ","ロとハとニ","ロとニとホ",4,,,,,,22,2025-11-08T00:00:00Z
r06-070,2024,令和,6,不動産鑑定士 短答,不動産の鑑定評価に関する理論,特定価格,30,"特定価格を求める場合に適用する鑑定評価手法等に関する次の記述のうち、誤\nっているものはどれか。","各論第３章第１節に規定する証券化対象不動産に係る鑑定評価目的の下で、投資家に示\nすための投資採算価値を表す価格を求める場合、基本的に収益還元法のうちＤＣＦ法によ\nり求めた試算価格を標準とし、直接還元法による検証を行って求めた収益価格に基づき、\n比準価格及び積算価格による検証を行う。","各論第３章第１節に規定する証券化対象不動産に係る鑑定評価目的の下で、投資家に示\nすための投資採算価値を表す価格を求める場合において、投資法人等が計画している資産\n運用方法が必ずしも対象不動産の最有効使用と一致しない場合には、投資家保護の観点か\nら、対象不動産の最有効使用を前提に鑑定評価の各手法を適用する。","民事再生法に基づく鑑定評価目的の下で、早期売却を前提とした価格を求める場合、原\n則として比準価格と収益価格を関連づけ、積算価格による検証を行う。","民事再生法に基づく鑑定評価目的の下で、早期売却を前提とした価格を求める場合にお\nいて、比較可能な事例資料が少ない場合には、通常の方法で正常価格を求めた上で、早期\n売却に伴う減価を行って鑑定評価額を求めることができる。","会社更生法又は民事再生法に基づく鑑定評価目的の下で、事業の継続を前提とした価格\nを求める場合、原則として事業経営に基づく純収益のうち不動産に帰属する純収益に基づ\nく収益価格を標準とし、比準価格を比較考量の上、積算価格による検証を行う。",2,,,,,,23,2025-11-08T00:00:00Z
r06-071,2024,令和,6,不動産鑑定士 短答,不動産の鑑定評価に関する理論,賃料の鑑定評価,31,"賃料の鑑定評価に関する次のイからホまでの記述のうち、正しいものをすべて\n掲げた組合せはどれか。\nイ 隣接宅地を併合使用する場合の限定賃料の鑑定評価額は、隣接宅地の併合使用をする\n当該宅地の限定価格を基礎価格として求めた積算賃料及び隣接宅地の併合使用を前提と\nする賃貸借等の事例に基づく比準賃料を関連づけて決定する。\nロ 配分法に準ずる方法に基づく比準賃料を求める場合の事例資料の選択に当たっては、\n賃貸借等の契約内容の類似性に留意すべきであるが、敷地の最有効使用の程度は留意す\nべき事項には含まれない。\nハ 宅地の新規賃料を求める際の比準賃料は、価格時点に近い時点に新規に締結された賃\n貸借等の事例から比準する必要があり、立地条件その他の賃料の価格形成要因が類似す\nるものでなければならない。\nニ 建物及びその敷地の正常賃料の鑑定評価額は、積算賃料及び比準賃料を関連づけて決\n定するが、建物及びその敷地に係る賃貸事業に基づく純収益を適切に求めることができ\nるときには、賃貸事業分析法で得た試算賃料も比較考量して決定する。\nホ 宅地の新規賃料を求める場合、前提となる契約内容が判明しない場合は、当該地域の\n標準的な賃貸借等の契約慣行に基づいて鑑定評価を行う。","イとハ","イとニ","ロとハ","ロとホ","ニとホ",1,,,,,,24,2025-11-08T00:00:00Z
r06-072,2024,令和,6,不動産鑑定士 短答,不動産の鑑定評価に関する理論,継続賃料,32,"次の記述は、契約上の条件又は使用目的が変更されることに伴い宅地の賃料を\n改定する場合の鑑定評価において総合的に勘案する事項として、不動産鑑定評価基準各論第\n２章第１節に記載された内容の一部である。次のイからホまでの記述のうち、誤っているも\nのをすべて掲げた組合せはどれか。\nイ 賃料に占める純賃料の推移\nロ 契約上の条件又は使用目的の変更内容\nハ 直近合意時点及び価格時点における新規賃料と現行賃料の乖離の程度\nニ 借地期間満了時の建物等に関する契約内容\nホ 条件変更承諾料又は譲渡承諾料が支払われるときはこれらの額","イとロ","イとニ","ロとハ","ハとホ","ニとホ",5,,,,,,25,2025-11-08T00:00:00Z
r06-073,2024,令和,6,不動産鑑定士 短答,不動産の鑑定評価に関する理論,比較考量,33,"不動産鑑定評価における「比較考量」に関する次の記述のうち、誤っているも\nのはどれか。","取引事例比較法を適用して対象不動産の試算価格を求める場合、まず多数の取引事例を\n収集して適切な事例の選択を行い、これらに係る取引価格に必要に応じて事情補正及び時\n点修正を行い、かつ、地域要因の比較及び個別的要因の比較を行って求められた価格を比\n較考量するものとする。","一時金の運用利回りは、賃貸借等の契約に当たって授受される一時金の性格、賃貸借等\nの契約内容並びに対象不動産の種類及び性格等の相違に応じて、当該不動産の期待利回\nり、不動産の取引利回り、長期預金の金利、国債及び公社債利回り、金融機関の貸出金利\n等を比較考量して決定するものとする。","鑑定評価の条件は、その実現性・合法性と、鑑定評価の妥当する範囲及び鑑定評価を行\nった不動産鑑定士の責任の範囲等を比較考量して設定するものとする。","熟成度の低い宅地見込地を鑑定評価する場合には、比準価格を標準とし、転換前の土地\nの種別に基づく価格に宅地となる期待性を加味して得た価格を比較考量して決定するも\nのとする。","建物及びその敷地の一部を対象とする場合の正常賃料の鑑定評価額は、当該建物及びそ\nの敷地の全体と当該部分との関連について総合的に比較考量して求めるものとする。",3,,,,,,25,2025-11-08T00:00:00Z
r06-074,2024,令和,6,不動産鑑定士 短答,不動産の鑑定評価に関する理論,証券化対象不動産,34,"証券化対象不動産の鑑定評価に関する次のイからホまでの記述のうち、誤って\nいるものをすべて掲げた組合せはどれか。\nイ 証券化対象不動産の鑑定評価は、不動産鑑定評価基準各論第３章の定めるところに従\nって行わなければならず、従前に鑑定評価が行われたものを再評価する場合でも同様で\nある。\nロ 「投資信託及び投資法人に関する法律に規定する投資信託に係る不動産取引並びに同\n法に規定する投資法人が行う不動産取引」の目的である不動産は、証券化対象不動産に\n該当する。\nハ 証券化対象不動産の鑑定評価における処理計画の策定に当たっての確認は、鑑定評価\nを行う不動産鑑定士が、鑑定評価の一環として直接行う必要がある。\nニ 証券化対象不動産の鑑定評価に当たっては、対象不動産の保有期間（売却を想定しな\nい場合には分析期間）の純収益のみから収益価格を求める手法であるＤＣＦ法を適用し\nなければならない。\nホ 証券化対象不動産については、依頼目的及び背景が明確であるため、依頼者が証券化\n対象不動産の証券化に係る利害関係者のいずれであるかの別まで鑑定評価報告書に記載\nすることは求められていない。","イとロ","ロとハ","ニとホ","イとロとハ","ハとニとホ",5,,,,,,26,2025-11-08T00:00:00Z
r06-075,2024,令和,6,不動産鑑定士 短答,不動産の鑑定評価に関する理論,証券化対象不動産,35,"証券化対象不動産の鑑定評価に関する次のイからホまでの記述のうち、正しい\nものをすべて掲げた組合せはどれか。\nイ 処理計画の策定に当たっての確認において、依頼者から証券化対象不動産の鑑定評価\nを適切に行うための資料の提出等について依頼者と交渉を行った場合には、その経緯を\n確認事項として記録しなければならない。\nロ 鑑定評価主体の責任の所在が不明確となるため、証券化対象不動産の鑑定評価を複数\nの不動産鑑定士が共同して行うことは認められない。\nハ 証券化対象不動産には、証券化に関連する不動産取引の目的である不動産のみならず、\nこれから証券化される見込みのある不動産も含まれる。\nニ 証券化対象不動産の証券化に係る利害関係者には、オリジネーター、アレンジャー、\nアセットマネジャー、エクイティ投資家は含まれるが、レンダーは含まれない。\nホ 証券化対象不動産の未竣工建物等鑑定評価では、工事の中止や遅延等がやむを得ない\n事由による場合には、損害を回避する措置は求められない。","イとロ","イとハ","ロとニ","ハとホ","ニとホ",2,,,,,,27,2025-11-08T00:00:00Z
r06-076,2024,令和,6,不動産鑑定士 短答,不動産の鑑定評価に関する理論,証券化対象不動産,36,"証券化対象不動産の鑑定評価におけるエンジニアリング・レポート（以下「Ｅ\nＲ」という。）に関する次の記述のうち、誤っているものはどれか。","ＥＲの入手が複数回行われる場合にあっては、各段階ごとの確認及び記録が必要である\nことに留意しなければならない。","ＥＲが形式的に項目を満たしていても、記載された内容が鑑定評価に活用する資料とし\nて不十分であると認められる場合には、ＥＲに代わるものとして不動産鑑定士が調査を行\nうなど鑑定評価を適切に行うため対応するものとする。","ＥＲの内容の適切さや正確さ等を判断するため、できる限り作成者からの説明を直接受\nける機会を求めることが必要である。","鑑定評価報告書には、ＥＲの入手先を記載しなければならないが、入手先として、氏名\n又は職業のいずれかを記載する。","依頼者からＥＲの提出がない場合でも、不動産鑑定士が対応した内容とそれが適切であ\nると判断した理由を鑑定評価報告書に記載し、当該鑑定評価を行うことができる。",4,,,,,,27,2025-11-08T00:00:00Z
r06-077,2024,令和,6,不動産鑑定士 短答,不動産の鑑定評価に関する理論,証券化対象不動産,37,"証券化対象不動産の鑑定評価におけるＤＣＦ法の収益費用項目に関する次のイ\nからホまでの記述のうち、誤っているものをすべて掲げた組合せはどれか。\nイ 維持管理費は、建物・設備管理、保安警備、清掃等対象不動産の維持・管理のために\n経常的に要する費用を計上する。\nロ 共益費収入は、対象不動産の維持管理・運営において経常的に要する費用（電気・水\n道・ガス・地域冷暖房熱源等に要する費用を含む）のうち、共用部分に係るものとして\n賃借人との契約により徴収する収入を計上する。\nハ 貸倒れ損失は、原状回復費用や未払い賃料を敷金等により補填できない場合に、貸倒\nれの発生予測にかかわらず計上することが一般的である。\nニ 駐車場収入は、テナント等に賃貸中の月極駐車場収入のみを計上し、時間貸し駐車場\n収入は金額が流動的であるため、計上する必要はない。\nホ 公租公課は、土地・建物・償却資産に係る固定資産税、土地・建物に係る都市計画税\nを計上し、賃借人負担の事業所税は計上する必要はない。","イとロ","イとホ","ロとハ","ハとニ","ニとホ",4,,,,,,28,2025-11-08T00:00:00Z
r06-078,2024,令和,6,不動産鑑定士 短答,不動産の鑑定評価に関する理論,一時金,38,"不動産鑑定評価における一時金に関する次のイからホまでの記述のうち、誤っ\nているものをすべて掲げた組合せはどれか。\nイ 建物の賃貸借の際に支払われる一時金として、権利金、敷金、礼金、保証金等が挙げ\nられるが、地域や慣行等に応じてその内容や性格は異なる場合があるため、実質賃料を\n構成するか否かはその名称の如何にかかわらず、個別に判定すべきである。\nロ 定期借地権に係る賃貸借契約等においては、前払地代として一時金が払われることが\nある。\nハ 純収益の算定に際し、一時金のうち預り金的性格を有する保証金の授受がある場合は、\n全額を返還準備金として預託することを想定しその運用益を発生時に計上する方法と毎\n期一定の償却額を計上する方法とがある。\nニ 将来において一時金の授受が見込まれる借地契約の場合、当該一時金の経済的利益も\n借地権設定者に帰属する経済的利益を構成する場合があるため、その金額や授受の確実\n性等に留意したうえで、底地価格を慎重に判断しなければならない。\nホ 証券化対象不動産の鑑定評価においてＤＣＦ法を適用する場合、礼金・更新料等の返\n還を要しない一時金の収入は、一時金の運用益の項目で計上する。","イとハ","イとニ","ロとニ","ロとホ","ハとホ",5,,,,,,29,2025-11-08T00:00:00Z
r06-079,2024,令和,6,不動産鑑定士 短答,不動産の鑑定評価に関する理論,取引事例比較法,39,"下記の【前提条件】及び【指示事項】に基づき、取引事例比較法を適用した場\n合の比準価格（単価）として正しいものはどれか。\n【前提条件】\n事例 取引価格\n（単価）\n事情補正 時点修正\n（※１）\n地域要因\nに係る評\n点\n（※２）\n個別的要\n因に係る\n評点\n（※３）\nA 450,000 円/㎡ 100\n（正常）\n105\n（上昇）\n100 105\n（優る）\nB 480,000 円/㎡ 120\n（買い進み）\n100\n（変動なし）\n80\n（劣る）\n100\nC 360,000 円/㎡ 100\n（正常）\n110\n（上昇）\n90\n（劣る）\n100\n（※１）時点修正は、各事例の取引時点から価格時点までの変動を示したものである。\n（※２）地域要因に係る評点は、近隣地域の評点を 100 とし、他の地域は近隣地域と比較し\nてそれぞれの評点を付したものである。\n（※３）個別的要因に係る評点は、各事例が存するそれぞれの地域において標準的と認めら\nれる画地の評点を 100 とし、これと各事例とを比較し、それぞれの評点を付したもので\nある。\n【指示事項】\n① 対象地の個別的要因の評点は 100（近隣地域において標準的）とする。\n② 手法の適用においては、A、B、C すべての取引事例を採用する。\n③ 各事例の規範性の程度は同等とし、各事例の査定価格の平均値を採用して比準価格（単\n価）を求める。\n④ 計算途中では端数処理は行わず、最終試算結果である比準価格（単価）に千円未満の端\n数が生じた場合は、千円未満を四捨五入する。","375,000 円/㎡","424,000 円/㎡","463,000 円/㎡","479,000 円/㎡","537,000 円/㎡",3,,,,,,30,2025-11-08T00:00:00Z
r06-080,2024,令和,6,不動産鑑定士 短答,不動産の鑑定評価に関する理論,直接還元法,40,"下記の【前提条件】及び【数値】に従って、直接還元法を適用した場合の収益\n価格として正しいものはどれか。（収益価格の最終数値について、百万円未満の端数が発生\nした場合は、百万円未満を四捨五入した金額とすること。）\n【前提条件】\n 用途：賃貸事務所ビル\n 賃貸面積：2,000 ㎡\n 建物の再調達原価：400,000,000 円\n【数値】\n・ 満室想定の年額賃料収入：30,000,000 円（共益費含む）\n・ 空室率 10％として、満室想定の年額賃料収入から空室等損失を控除\n・ 敷金、礼金等の一時金：なし\n・ プロパティマネジメントフィー（ＰＭ費）\n：満室想定の賃料収入から空室等損失を控除した額の年 3％\n・ 維持管理費・水道光熱費・修繕費・公租公課その他の諸経費\n：年額 3,190,000 円（ＰＭ費、資本的支出を除いた額）\n・ 資本的支出：建物の再調達原価の年 0.5％\n・ 還元利回り：10％（償却前純収益に対応）","209,000,000 円","210,000,000 円","230,000,000 円","239,000,000 円","259,000,000 円",2,,,,,,31,2025-11-08T00:00:00Z
