id,year,era,era_year,exam,subject,topic,question_no,statement,choice1,choice2,choice3,choice4,choice5,answer,explanation,law_citations,difficulty,tags,source_page,updated_at
r07-025,2025,令和,7,不動産鑑定士 短答,不動産に関する行政法規,宅地建物取引業法,25,"宅地建物取引業法（以下この問において「法」という。）に関する次の記述のうち、正しいものはどれか。ただし、この問において「専任媒介契約」とは、専属専任媒介契約ではない専任媒介契約をいう。","宅地建物取引業者は、宅地又は建物の売買又は交換の媒介の契約を締結したとき\nは、契約の相手方の求めに応じて、法第 34 条の２第１項に基づく書面を依頼者に交\n付しなければならない。","宅地建物取引業者が、有効期間が３月を超える専任媒介契約を締結した場合、当\n該専任媒介契約は無効となる。","宅地建物取引業者は、専任媒介契約を締結したときは、当該専任媒介契約の締結\nの日から 14 日以内に、所定の事項を指定流通機構に登録しなければならない。","専任媒介契約を締結した宅地建物取引業者は、依頼者に対し、当該専任媒介契約\nに係る業務の処理状況を 10 日に１回以上報告しなければならない。","宅地建物取引業者は、媒介契約を締結し、依頼者に対して当該宅地又は建物を売\n買すべき価額又は評価額について意見を述べる場合、その根拠を明らかにしなけれ\nばならない。",5,,,,,,18,
r07-026,2025,令和,7,不動産鑑定士 短答,不動産に関する行政法規,不動産特定共同事業法,26,"不動産特定共同事業法（以下この問において「法」という。）に関する次のイからホまでの記述のうち、正しいものの組合せはどれか。\nイ 当事者の一方が相手方の行う不動産取引のため自らの共有に属する不動産の賃貸\nをし、相手方が当該不動産により不動産取引を営み、当該不動産取引から生ずる収\n益の分配を行うことを約する契約は、外国の法令に基づく場合であっても、法にお\nける「不動産特定共同事業契約」に含まれる場合がある。\nロ 不動産特定事業契約を締結して当該不動産特定共同事業契約に基づき営まれる不\n動産取引から生ずる収益又は収益の分配を行う行為をする場合、それを業として行\nわない場合であっても、法における許可が必要な場合がある。\nハ 「特例事業」の相手方又は事業参加者は、銀行又は信託会社でなければならず、\n銀行又は信託会社以外の者が「特例事業」の相手方又は事業参加者となることはで\nきない。\nニ 「不動産特定共同事業者」とは、法の規定に基づく許可を受けて不動産特定共同\n事業を営む者であるが、「特例事業者」とは、法の規定に基づく届出をして特例事\n業を営む者であり、法の規定に基づく許可を受ける必要はない。\nホ 「小規模不動産特定共同事業」は、不動産特定共同事業契約に基づき収益又は利\n益の分配を行う行為であって、宅地の造成又は建物の建築に関する工事その他主務\n省令で定める工事の工事床面積が一定の面積を超えないものを業として行うもので\nある。","イとロ","イとニ","ロとホ","ハとニ","ハとホ",2,,,,,,19,
r07-027,2025,令和,7,不動産鑑定士 短答,不動産に関する行政法規,"高齢者、障害者等の移動等の円滑化の促進に関する法律",27,"高齢者、障害者等の移動等の円滑化の促進に関する法律（以下この問において「法」という。）に関する次のイからホまでの記述のうち、正しいものの組合せはどれか。\nイ 床面積の合計が 2,000 平方メートル以上の特別特定建築物を新築する場合にあっ\nては、不特定かつ多数の者が利用し、又は主として高齢者、障害者等が利用する階\n段は、踊場を除き、手すりを設けなければならない。\nロ 地方公共団体は、その地方の自然的社会的条件の特殊性により、高齢者、障害者\n等が特別特定建築物を円滑に利用できるようにする目的を十分に達成することがで\nきると認める場合においては、条例で建築物移動等円滑化基準を緩和することがで\nきる。\nハ 床面積の合計が 2,000 平方メートル以上の特別特定建築物を新築する場合には、\n当該建築物に案内所を設ける場合を除き、当該建築物の移動等円滑化の措置がとら\nれた便所の配置を点字等により視覚障害者に示すための設備を設けなければならな\nい。\nニ 特定建築物の建築等及び維持保全の計画について、法第 17 条第３項に基づき所\n管行政庁による認定を受けた場合において、当該建築物の建築主等は、当該建築物、\nその敷地又はその利用に関する広告に当該認定を受けている旨の表示をしなければ\nならない。\nホ 床面積の合計が 4,000 平方メートル、客室数が 80 のホテルを新築する場合には、\n車椅子使用者が円滑に利用できる客室を設ける必要はない。","イとロ","イとハ","ロとニ","ハとホ","ニとホ",2,,,,,,20,
r07-028,2025,令和,7,不動産鑑定士 短答,不動産に関する行政法規,土地収用法,28,"土地収用法に関する次のイからホまでの記述のうち、正しいものの組合せはどれか。\nイ 起業者は、事業の認定の告示があった日から１年以内に限り、収用又は使用しよ\nうとする土地が所在する都道府県の収用委員会に収用又は使用の裁決を申請するこ\nとができる。\nロ 起業者が起業地の全部又は一部について収用又は使用の手続を保留しようとする\nときは、手続の保留の申立書を提出しなければならないが、当該申立書の提出時期\nについては、事業の認定の申請後でも構わない。\nハ 事業の準備のために他人の占有する土地に立ち入って測量又は調査をする必要が\nある場合において、起業者が市町村であるときは、事業の種類並びに立ち入ろうと\nする土地の区域及び期間を記載した申請書を、当該区域を管轄する都道府県知事に\n提出して立入の許可を受けなければならない。\nニ 収用委員会は、鑑定人に鑑定を命ずる旨の申立書が相当であると認めるとき、又\nは審理若しくは調査のために必要があると認めるときは、鑑定人に出頭を命じて鑑\n定させることができる。この場合において、起業者や土地所有者も鑑定人となるこ\nとが可能である。\nホ 収用委員会は、審理の途中であっても、何時でも起業者、土地所有者及び関係人\nに和解を勧めることができる。","イとロ","イとホ","ロとニ","ハとニ","ハとホ",2,,,,,,21,
r07-029,2025,令和,7,不動産鑑定士 短答,不動産に関する行政法規,土壌汚染対策法,29,"土壌汚染対策法に関する次の記述のうち、誤っているものはどれか。ただし、以下の記述のうち、「都道府県知事」は土壌汚染対策法施行令で定める市の長を含むものとする。","都道府県知事は、要措置区域や形質変更時要届出区域の指定をするときは、環境\n省令で定めるところにより、その旨を公示しなければならない。","要措置区域等内の汚染土壌を要措置区域等外において運搬する者は、環境省令で\n定める汚染土壌の運搬に関する基準に従い、当該汚染土壌を運搬しなければならな\nい。ただし、非常災害のために必要な応急措置として当該運搬を行う場合は、この\n限りでない。","要措置区域に指定された土地の汚染土壌を当該区域外へ搬出しようとするときは、\n一定の場合を除き、30 日前までに都道府県知事に汚染土壌の搬出に係る届出をしな\nければならない。","土地の形質の変更であって、その対象となる土地の面積が環境省令で定める規模\n以上のものをしようとする者は、一定の場合を除き、当該土地の形質の変更に着手\nする日の 30 日前までに、当該土地の形質の変更の場所及び着手予定日その他環境\n省令で定める事項を都道府県知事に届け出なければならない。","指定調査機関は、土壌汚染状況調査等を行うときは、技術管理者に当該土壌汚染\n状況調査等に従事する他の者の監督をさせなければならない。ただし、技術管理者\n以外の者が当該土壌汚染状況調査等に従事しない場合は、この限りでない。",3,,,,,,22,
r07-030,2025,令和,7,不動産鑑定士 短答,不動産に関する行政法規,文化財保護法,30,"文化財保護法に関する次の記述のうち、誤っているものはどれか。","重要文化財の全部又は一部がき損したときは、所有者は、その事実を知った日か\nら 10 日以内に文化庁長官に書面をもって届け出なければならない。","重要文化財を有償で譲り渡そうとする者は、譲渡の相手方や予定対価の額等を記\n載した書面をもって、まず文化庁長官に国に対する売渡しの申出をしなければなら\nない。","重要文化財の所有者が変更したときは、新所有者は旧所有者の権利義務を承継し、\n旧所有者は、当該重要文化財の引渡と同時にその指定書を新所有者に引き渡さなけ\nればならない。","登録有形文化財に関しその現状を変更しようとする者は、現状を変更する前に文\n化庁長官の許可を受けなければならない。","市町村は、都市計画区域又は準都市計画区域内においては、都市計画に伝統的建\n造物群保存地区を定めることができる。この場合においては、市町村は、条例で、\n当該地区の保存のため、必要な現状変更の規制等を定めるものとする。",4,,,,,,22,
r07-031,2025,令和,7,不動産鑑定士 短答,不動産に関する行政法規,自然環境保全法,31,"自然環境保全法に関する次のイからホまでの記述のうち、正しいものの組合せはどれか。\nイ 非常災害のために必要な応急措置を行う場合以外は、何人も原生自然環境保全地\n域の立入制限地区に立ち入ってはならない。\nロ 自然環境保全地域に関する保全事業の執行に当たって、実地調査を行う職員は、\n日出前及び日没後においては、宅地又はかき、さく等で囲まれた土地に立ち入って\nはならない。\nハ 森林法により指定された保安林の区域は、原生自然環境保全地域の区域に含まれ\nることがある。\nニ 原生自然環境保全地域が指定された際、当該区域内において家畜の放牧をしてい\nる者は、直ちに当該行為を中止しなければならない。\nホ 環境大臣は、自然環境保全地域内の特別地区の区域を拡張するときは、その区域\n内において環境大臣の許可を受けないで行うことができる木材の伐採の限度を都道\n府県知事と協議して指定する。","イとロ","イとホ","ロとハ","ハとニ","ニとホ",3,,,,,,23,
r07-032,2025,令和,7,不動産鑑定士 短答,不動産に関する行政法規,農地法,32,"農地法（以下この問において「法」という。）に関する次のイからホまでの記述のうち、正しいものの組合せはどれか。\nイ 農事組合法人、会社法第２条第５号に規定する公開会社でない株式会社及び同法\n第 575 条第１項に規定する持分会社は、法の定める要件を満たせば農地の所有権を\n取得することができる。\nロ 農地又は採草放牧地について所有権を移転する場合には、当該権利を取得する者\nが国又は都道府県であっても、法に基づく許可を受けなければならない。\nハ 遺産の分割により農地について所有権を取得した者は、遅滞なく、その農地の存\nする市町村の農業委員会へ届出を行う必要がある。\nニ 市街化区域内にある農地につき、農地以外のものにするため所有権を取得する場\n合、都道府県知事等の許可を受けることも、農業委員会への届出も不要である。\nホ 農地の賃貸借の当事者は、市町村長の許可を受けなければ、賃貸借の解除や合意\nによる解約をしてはならない。","イとハ","イとニ","ロとハ","ロとホ","ニとホ",1,,,,,,23,
r07-033,2025,令和,7,不動産鑑定士 短答,不動産に関する行政法規,"河川法、海岸法及び公有水面埋立法",33,"河川法、海岸法及び公有水面埋立法に関する次のイからホまでの記述のうち、正しいものの組合せはどれか。\nイ 都道府県知事は、当該都道府県の区域内に存する一級河川について河川区域内の\n土地の占用の許可を受けた者から、土地占用料を徴収することができる。\nロ 高規格堤防特別区域内において盛土を行おうとする者は、河川管理者の許可を受\nけなければならない。\nハ 河川管理者は、河岸又は河川管理施設を保全するため必要があると認めるときは、\n河川区域内の土地を河川保全区域として指定することができる。\nニ 地方公共団体が海岸保全区域内において、土地の掘削を行おうとするときは、あ\nらかじめ海岸管理者に協議することをもって足りる。\nホ 公有水面の埋立の免許を受けた者が、埋立に関する工事の竣功認可の告示日前に\nおいて、埋立地に埋立に関する工事用の工作物を設置しようとするときには、都道\n府県知事の許可を受けなければならない。","イとハ","イとニ","ロとニ","ロとホ","ハとホ",2,,,,,,24,
r07-034,2025,令和,7,不動産鑑定士 短答,不動産に関する行政法規,国有財産法,34,"国有財産法に関する次の記述のうち、正しいものはどれか。","建物の所有を目的として土地及び土地の定着物（建物を除く。）を貸し付ける場\n合の貸付期間は 30 年以内とされているが、この場合において、借地借家法第 22 条第\n１項の規定に基づく借地権の存続期間を設定するときであっても、その貸付期間は\n30 年を超えることができない。","普通財産の貸付料は、毎年定期に納付させなければならず、数年分を前納させる\nことは認められない。","国において公用に供するために必要があるときに、財産の価額が 8,000 万円の土\n地と 5,000 万円の普通財産の土地とを交換しようとする場合には、両財産の価額の\n差である 3,000 万円を金銭で補足すれば、交換が可能である。","普通財産の売払いをする場合には、原則として用途並びにその用途に供しなけれ\nばならない期日及び期間を指定しなければならないが、普通財産を譲与する場合に\nはこの限りではない。","普通財産である土地を地方公共団体が公園の用に供する場合には、当該土地を無\n償で貸し付けることができるが、譲与することはできない。",5,,,,,,24,
r07-035,2025,令和,7,不動産鑑定士 短答,不動産に関する行政法規,所得税法,35,"所得税法に関する次のイからホまでの記述のうち、正しいものの組合せはどれか。\nイ 居住者が他の居住者からの贈与により取得した譲渡所得の基因となる資産の譲渡\nをした場合における譲渡所得の金額の計算については、その譲渡をした居住者が引\nき続きその資産を所有していたものとみなされる。\nロ 居住者が譲渡所得の基因となる資産をその譲渡の時における価額の２分の１に満\nたない金額で法人に譲渡した場合には、その譲渡をした日の属する年分の譲渡所得\nの金額の計算上、その譲渡の時における価額の２分の１に相当する金額により、そ\nの資産の譲渡があったものとみなされる。\nハ 居住者が、保証債務を履行するために譲渡所得の基因となる資産の譲渡をした場\n合において、その履行に伴う求償権の全部又は一部を行使することができないこと\nとなったときは、その行使することができないこととなった金額に対応する部分の\n金額は、その譲渡をした日の属する年分の翌年分の譲渡所得の金額から控除するこ\nとができる。\nニ 不動産貸付業を営む居住者が、災害により、主として自らの保養の用に供する目\n的で所有している別荘について受けた損失の金額（保険金、損害賠償金その他これ\nらに類するものにより補塡される部分の金額を除く。）は、その者のその損失を受\nけた日の属する年分の不動産所得の金額の計算上控除すべき金額とみなされる。\nホ 居住者が、１年以上有していた土地を、他の居住者が１年以上有していた土地と\n交換し、その交換により取得した土地をその交換により譲渡した土地の譲渡の直前\nの用途と同一の用途に供した場合は、その交換の時におけるこれらの土地の価額の\n差額がこれらの価額のうちいずれか多い価額の 100 分の 20 に相当する金額以下で\nあるときは、その交換をした日の属する年分の譲渡所得の金額の計算上、その土地\nの譲渡はなかったものとみなされる。","イとロ","イとホ","ロとニ","ハとニ","ハとホ",2,,,,,,25,
r07-036,2025,令和,7,不動産鑑定士 短答,不動産に関する行政法規,法人税法,36,"交換により取得した資産の圧縮額の損金算入（法人税法第 50 条）に関する次のイからホまでの記述のうち、正しいものの組合せはどれか。\nイ 譲渡資産については自己の所有期間についての定めはないが、取得資産について\nは交換の相手方が１年以上所有していたものでなければならない。\nロ この制度の経理方式については、圧縮限度額の範囲内で、その帳簿価額を損金経\n理により減額する方法と、帳簿価額を減額することに代えて積立金として積み立て\nる方法が認められている。\nハ 交換時における取得資産の価額が 400 万円、譲渡資産の価額が 200 万円の場合、\n他の要件を満たしていても、この制度の対象とならない。\nニ この制度の対象となる資産には、船舶は含まれない。\nホ 交換の相手方が内国法人であるか外国法人であるかを問わず、他の要件を満たし\nていれば、この制度の対象となる。","イとロ","イとホ","ロとニ","ハとニ","ハとホ",5,,,,,,26,
r07-037,2025,令和,7,不動産鑑定士 短答,不動産に関する行政法規,租税特別措置法,37,"令和６年中に、個人が土地を譲渡した場合の租税特別措置法の適用に関する次のイからホまでの記述のうち、正しいものの組合せはどれか。\nイ 令和６年１月１日における所有期間が 10 年を超える居住用財産を収用により譲\n渡した場合において、その居住用財産につき、収用交換等の場合の 5,000 万円特別\n控除の適用を受けるときであっても、その特別控除後の金額について居住用財産を\n譲渡した場合の軽減税率の特例の適用を受けることができる。\nロ 個人が、土地を収用により譲渡した場合において、その収用された土地につき、\n最初に買取り等の申出を受けた日から３か月を経過した日に譲渡をしたときは、収\n用交換等の場合の 5,000 万円特別控除の適用を受けることができない。\nハ その譲渡が、令和６年１月１日における所有期間が５年を超える土地の譲渡であ\nる場合において、収用等に伴い代替資産を取得した場合の課税の特例の適用を受け\nるときは、その譲渡があったものとされる部分の譲渡益の金額については、優良住\n宅地の造成等のために土地等を譲渡した場合の軽減税率の特例は併せて適用できな\nい。\nニ 同一年中に、Ａ土地の譲渡について収用交換等の場合の 5,000 万円特別控除を、\nＢ土地の譲渡について特定土地区画整理事業等のために土地等を譲渡した場合の\n2,000 万円特別控除を適用できる場合には、Ａ土地の譲渡益については最高 5,000\n万円、Ｂ土地の譲渡益については最高 2,000 万円を控除し、合わせて最高 7,000 万\n円を控除することができる。\nホ 不動産売買業を営む個人が、その所有する棚卸資産である土地を収用により譲渡\nした場合において、その土地の譲渡については、収用等に伴い代替資産を取得した\n場合の課税の特例の適用を受けることができる。","イとハ","イとホ","ロとニ","ロとホ","ハとニ",1,,,,,,27,
r07-038,2025,令和,7,不動産鑑定士 短答,不動産に関する行政法規,固定資産税,38,"固定資産税に関する次の記述のうち、正しいものはどれか。","市町村長は、固定資産の評価の基準並びに評価の実施の方法及び手続（固定資産\n評価基準）を定め、これを告示しなければならない。","道府県知事は、市町村における固定資産の価格の決定が固定資産評価基準によっ\nて行なわれていないと認める場合においては、当該市町村の長に対し、固定資産課\n税台帳に登録された価格を修正して登録するように勧告するものとする。","市町村長は、固定資産の評価に関する知識及び経験を有するもののうちから、当\n該市町村の議会の同意を得て、固定資産評価員を選定し、固定資産評価員は、固定\n資産の価格等を毎年３月 31 日までに決定しなければならない。","居住用超高層建築物（いわゆるタワーマンション）に対して課する固定資産税は、\n当該居住用超高層建築物に係る固定資産税額を、各専有部分の価格の当該居住用超\n高層建築物の全ての専有部分の価格の合計額に対する割合により按分した額を、各\n専유部分の所有者に対して課する。","固定資産税の納税義務を負う市町村内に住所等を有しない納税義務者は、当該市\n町村の条例で定める地域内に住所等を有する者又は当該地域外に住所等を有する者\nのうち当該事項の処理につき便宜を有するものから必ず納税管理人を定めなければ\nならない。",2,,,,,,28,
r07-039,2025,令和,7,不動産鑑定士 短答,不動産に関する行政法規,相続税及び贈与税,39,"相続税及び贈与税に関する次の記述のうち、正しいものはどれか。","相続時精算課税に係る特定贈与者に相続が開始した場合の相続税の課税価格には、\nその相続時精算課税の適用を受けた財産の相続開始時における価額から相続時精算\n課税制度に係る基礎控除を控除した残額が算入される。","贈与税の配偶者控除の適用を受けるためには、贈与者である配偶者との婚姻期間\nが 20 年以上であることを要する。","相続人が実子１人及び養子３人（うち１人は、民法に規定する特別養子縁組によ\nる養子である。）である場合には、相続税の遺産に係る基礎控除額は、5,400 万円\nとなる。","父から財産の贈与を受けた者が、当該贈与についてその年から相続時精算課税を\n選択する場合、相続時精算課税に係る特別控除額は、3,000 万円となる。","相続税において、納付すべき相続税額にかかわらず、当該相続税額を金銭で一時\nに納付することが困難である場合には、納税者の選択により、延納が可能である。",2,,,,,,28,
r07-040,2025,令和,7,不動産鑑定士 短答,不動産に関する行政法規,"金融商品取引法、投資信託及び投資法人に関する法律及び資産の流動化に関する法律",40,"金融商品取引法、投資信託及び投資法人に関する法律及び資産の流動化に関する法律に関する次のイからホまでの記述のうち、正しいものの組合せはどれか。\nイ 信託法に規定する受益証券発行信託の受益証券は、金融商品取引法における「有\n価証券」に該当しない。\nロ 金融商品取引業者は、委託者指図型投資信託契約を締結しようとするときは、あ\nらかじめ、当該委託者指図型投資信託契約に係る委託者指図型投資信託約款の内容\nを国土交通大臣に届け出なければならない。\nハ 投資信託委託会社は、自己の計算により特定資産である不動産の売買が行われた\nときは、当該売買に係る事項を記載した書面を、資産運用会社に対して交付しなけ\nればならない。\nニ 特定目的会社が業務開始届出を行うときは、資産流動化計画について、あらかじ\nめすべての特定社員の承認を受けなければならない。\nホ 特定目的会社は、資産流動化計画に従って、優先出資の消却、残余財産の分配並\nびに特定社債、特定約束手形及び特定借入れに係る債務の履行を完了したときは、\nその日から 30 日以内に、その旨を内閣総理大臣に届け出なければならない。","イとハ","イとニ","ロとハ","ロとホ","ニとホ",5,,,,,,29,
