id,year,era,era_year,exam,subject,topic,question_no,statement,choice1,choice2,choice3,choice4,choice5,answer,explanation,law_citations,difficulty,tags,source_page,updated_at
r08-024,2026,令和,8,single_select,不動産に関する行政法規,宅地造成及び特定盛土等規制法,24,宅地造成及び特定盛土等規制法（以下この問において「法」という。）に関する次の記述のうち、誤っているものはどれか。ただし、以下の記述のうち、「都道府県知事」は指定都市又は中核市の長を含むものとする。,「特定盛土等」とは、宅地又は農地等において行う盛土その他の土地の形質の変更で、当該宅地又は農地等に隣接し、又は近接する宅地において災害を発生させるおそれが大きいものとして政令で定めるものをいう。,都道府県知事は、基礎調査のために他人の占有する土地に立ち入って測量又は調査を行う必要があるときは、その必要の限度において、他人の占有する土地に、自ら立ち入り、又はその命じた者若しくは委任した者に立ち入らせることができる。,宅地造成又は特定盛土等に関する工事について法第 12 条第 １ 項の許可を受けた者は、当該許可に係る工事を完了したときは、主務省令で定める期間内に、主務省令で定めるところにより、その工事が法第 13 条第 １ 項の規定に適合しているかどうかについて、都道府県知事の検査を申請しなければならない。,法第 12 条第１項の許可（政令で定める規模の宅地造成等に関する工事に係るものに限る。）を受けた者は、主務省令で定めるところにより、主務省令で定める期間ごとに、当該許可に係る宅地造成等に関する工事の実施の状況その他主務省令で定める事項を都道府県知事に報告しなければならない。,宅地造成等工事規制区域内の土地（公共施設用地を除く。）において、擁壁等に関する工事その他の工事で政令で定めるものを行う者（法第 12 条第１項若しくは法第 16 条第 １項の許可を受け、又は同条第２ 項の規定による届出をした者を除く。）は、その工事に着手した日から 14 日以内に、主務省令で定めるところにより、その旨を都道府県知事に届け出なければならない。,5,,,,,,2026-05-23T00:00:00Z
r08-025,2026,令和,8,single_select,不動産に関する行政法規,宅地建物取引業法,25,宅地建物取引業法（以下この問において「法」という。）に関する次の記述のうち、正しいものはどれか。ただし、この問において「法第 37 条に規定する書面」とは法第 37 条の規定により交付すべき書面をいう。,宅地建物取引業者は、自ら売主となる建物の売買を行う場合において、宅地建物取引業者ではない買主から保全措置を講ずる必要のある金額の手付金を受領する場合、手付金の保全措置の概要を、重要事項説明書に記載して説明する必要があるが、法第 37 条に規定する書面には記載しなくてもよい。,宅地建物取引業者は、法第 37 条に規定する書面を交付するに当たり、宅地建物取引士をして、その書面に記名の上、その内容を説明させなければならない。,宅地建物取引業者は、建物の売買の媒介を行う場合において、私道に関する負担に関する事項について、重要事項説明書に記載して説明するとともに、法第 37 条に規定する書面にも記載しなければならない。,宅地建物取引業者は、自ら買主として宅地の売買契約を締結する場合において、当該宅地に係る租税その他の公課に関する定めがあるときは、その内容を法第 37 条に規定する書面に記載しなければならないが、売主も宅地建物取引業者である場合は、当該書面を交付しなくてもよい。,宅地建物取引業者がその媒介により、事業用宅地の定期賃貸借契約を公正証書によって成立させた場合、当該公正証書とは別に法第 37 条に規定する書面を作成するに当たって、宅地建物取引士をして記名させる必要はない。,1,,,,,,2026-05-23T00:00:00Z
r08-026,2026,令和,8,combo_iroha,不動産に関する行政法規,不動産特定共同事業法,26,不動産特定共同事業法（以下この問において「法」という。）に関する次のイからホまでの記述のうち、正しいものの組合せはどれか。\n</border>イ 不動産特定共同事業契約の締結の代理又は媒介をする行為は、適格特例投資家限定事業者と適格特例投資家との間の不動産特定共同事業契約に係るものを除き、不動産特定共同事業に該当しない。\n</border>ロ 「小規模不動産特定共同事業者」は法の規定に基づく許可を受けて小規模不動産特定共同事業を営む者をいう。\n</border>ハ 特例事業を行う場合、不動産特定共同事業契約の締結の勧誘の業務については、不動産特定共同事業者に委託しなければならないが、不動産特定共同事業契約に基づき営まれる不動産取引に係る業務については、不動産特定共同事業者又は小規模不動産特定共同事業者のいずれにも委託しなくともよい。\n</border>ニ 各当事者が、出資を行い、その出資による共同の事業として、そのうちの一人又は数人の者にその業務の執行を委任して不動産取引を営み、当該不動産取引から生ずる収益の分配を行うことを約する契約は、「不動産特定共同事業契約」に該当する。\n</border>ホ 法は、事業参加者が受けることのある損害を防止するため必要な措置を講ずることにより、その業務の適正な運営を確保し、もって事業参加者の利益の保護を図るとともに、不動産特定共同事業の健全な発達に寄与することを目的としている。,イとハ,イとニ,ロとハ,ロとホ,ニとホ,5,,,,,,2026-05-23T00:00:00Z
r08-027,2026,令和,8,single_select,不動産に関する行政法規,高齢者、障害者等の移動等の円滑化の促進に関する法律,27,高齢者、障害者等の移動等の円滑化の促進に関する法律に関する次の記述のうち、誤っているものはどれか。ただし、本問においては、条例による制限の附加及び緩和については考慮しないものとする。,"建築主等は、床面積の合計が 2,500 平方メートルのホテルを新築するときには、移動等円滑化の措置が取られた駐車施設の付近には、当該駐車施設があることを表示する標識を設けなければならない。","建築主等は、床面積の合計が 3,000 平方メートルのマーケットを新築するときには、当該建築物又はその敷地内の移動等円滑化の措置がとられた昇降機の配置について、その昇降機が容易に視認できる場合を除き、その配置を表示した案内板その他の設備を設けなければならない。","床面積の合計が 3,000 平方メートルの建築物（特別特定建築物を除く。）の用途を変更して劇場の用途としたとき、その所有者、管理者若しくは占有者は、当該建築物を建築物移動等円滑化基準に適合させなければならない。","建築主等は、300 席の客席を有する床面積の合計が 1,500 平方メートルの劇場を新築するときには、二以上の車椅子使用者用部分（車椅子の転回に支障がないことその他の車椅子使用者が円滑に利用することができるものとして国土交通大臣が定める基準に適合する場所をいう。）を設けなければならない。","建築主等は、床面積の合計が 1,000 平方メートルの映画館について、2,000 平方メートルの増築をしようとするときは、当該映画館を建築物移動等円滑化基準に適合させる必要がある。",4,,,,,,2026-05-23T00:00:00Z
r08-028,2026,令和,8,combo_iroha,不動産に関する行政法規,土地収用法,28,土地収用法（以下この問において「法」という。）に関する次のイからホまでの記述のうち、正しいものの組合せはどれか。\n</border>イ 土地所有者又は土地に関して権利を有する関係人（先取特権を有する者、質権者、抵当権者、差押債権者又は仮差押債権者である関係人を除く。）は、事業の認定の告示があった後は、収用委員会による権利取得裁決の前であっても、起業者に対して補償金の支払いを請求することができる。\n</border>ロ 収用委員会の裁決のうち損失の補償に関する訴えは、収用委員会を被告としなければならない。\n</border>ハ 国土交通大臣又は都道府県知事は、事業の認定の申請に係る事業が法第 20 条各号に定める要件のいずれかに該当するときは、事業の認定をすることができる。\n</border>ニ 事業の認定の告示があった後、事業の認定が失効したことによって土地所有者又は関係人が損失を受けた場合であっても、起業者はこれを補償することを要しない。\n</border>ホ 起業者は、事業の認定を受けようとするときは、あらかじめ、説明会の開催その他の措置を講じて、事業の目的及び内容について、当該事業の認定について利害関係を有する者に説明しなければならない。,イとロ,イとホ,ロとニ,ハとニ,ハとホ,2,,,,,,2026-05-23T00:00:00Z
r08-029,2026,令和,8,single_select,不動産に関する行政法規,土壌汚染対策法,29,土壌汚染対策法に関する次の記述のうち、誤っているものはどれか。ただし、以下の記述のうち、「都道府県知事」は土壌汚染対策法施行令で定める市の長を含むものとする。,都道府県知事は、環境省令で定める規模以上の土地の形質の変更の届出を受けた場合において、当該土地が特定有害物質によって汚染されているおそれがあると認めるときは、当該土地の所有者等に対し、指定調査機関に環境省令で定める方法により調査させて、その結果を報告すべきことを命ずることができる。,要措置区域は、その土地が特定有害物質によって汚染されており、当該汚染による人の健康に係る被害を防止するため当該汚染の除去、当該汚染の拡散の防止その他の措置を講ずることが必要な区域である。,要措置区域内においては、都道府県知事から指示を受けた者が汚染除去等計画に基づく実施措置として行う行為、通常の管理行為、軽易な行為その他の行為であって環境省令で定めるもの及び非常災害のために必要な応急措置として行う行為を除き、何人も、土地の形質の変更をしてはならない。,汚染土壌を要措置区域等外へ搬出する者（その委託を受けて当該汚染土壌の運搬のみを行う者を除く。）は、環境省令で定める量未満の汚染土壌を搬出する場合、当該汚染土壌の処理を汚染土壌処理業者に委託する必要はない。,環境大臣又は都道府県知事は、この法律の施行に必要な限度において、土壌汚染状況調査に係る土地若しくは要措置区域等内の土地の所有者等又は要措置区域等内の土地において汚染の除去等の措置若しくは土地の形質の変更を行い、若しくは行った者に対し、当該土地の状況等について報告を求め、又はその職員に、当該土地に立ち入り、当該土地の状況等を検査させることができる。,4,,,,,,2026-05-23T00:00:00Z
r08-030,2026,令和,8,single_select,不動産に関する行政法規,文化財保護法,30,文化財保護法に関する次の記述のうち、誤っているものはどれか。,重要文化財を修理する場合は、所有者又は管理団体は、修理に着手した日から 30日以内に、文化庁長官にその旨を届け出なければならない。,文部科学大臣は、登録有形文化財についてその保存及び活用のための措置を講ずる必要がなくなった場合その他特殊の事由があるときは、その登録を抹消することができる。,土地の所有者又は占有者が出土品の出土等により貝づか等を発見したときは、一定の場合を除き、その現状を変更することなく、遅滞なくその旨を文化庁長官に届け出なければならず、文化庁長官は一定の場合により、その土地の所有者又は占有者に対してその現状を変更することとなるような行為の停止又は禁止を命ずることができる。,史跡名勝天然記念物に関しその現状を変更し、又はその保存に影響を及ぼす行為をしようとするときは、一定の場合を除き、文化庁長官の許可を受けなければならない。,重要文化的景観に関しその現状を変更し、又はその保存に影響を及ぼす行為をしようとする者は、一定の場合を除き、現状を変更し、又は保存に影響を及ぼす行為をしようとする日の 30 日前までに、文化庁長官にその旨を届け出なければならない。,1,,,,,,2026-05-23T00:00:00Z
r08-031,2026,令和,8,combo_iroha,不動産に関する行政法規,自然公園法,31,自然公園法に関する次のイからホまでの記述のうち、正しいものの組合せはどれか。\n</border>イ 環境大臣は、国立公園に関する公園事業を決定する際に、審議会の意見を聴く。\n</border>ロ 環境大臣は、国立公園に関する事業の一部を執行することができる者として認可を受けた者がその国立公園に関する事業を廃止した場合、国立公園の保護のために必要があると認めるときは、当該廃止した者に対して、相当の期限を定めて、その保護のために必要な限度において、原状回復を命じることができる。\n</border>ハ 国立公園の特別地域（特別保護地区を除く。）内において、工作物を新築し、改築し、又は増築するときは、環境大臣の許可を必ず受けなければならない。\n</border>ニ 都道府県知事は、国定公園事業の執行の認可を受けた者に対し、国定公園に関する事業の執行状況その他必要な事項に関し報告を求めることはできるが、その職員に、国定公園に関する事業に係る施設に立ち入らせることはできない。\n</border>ホ 原生自然環境保全地域の区域は、国立公園の特別地域に含まれている。,イとロ,イとホ,ロとハ,ハとニ,ニとホ,1,,,,,,2026-05-23T00:00:00Z
r08-032,2026,令和,8,combo_iroha,不動産に関する行政法規,農地法,32,農地法に関する次のイからホまでの記述のうち、正しいものの組合せはどれか。\n</border>イ 市町村長は、現に耕作の目的に供されておらず、かつ、引き続き耕作の目的に供されないと見込まれる農地における病害虫の発生により、当該農地の周辺の地域における営農条件に著しい支障が生じると認める場合には、必要な限度において、当該農地の所有者に対し、期限を定めて、その支障の除去のために必要な措置を講ずべきことを命ずることができる。\n</border>ロ 農業振興地域の整備に関する法律の農用地区域内にある自らが所有する農地を農地以外のものにする場合には、あらかじめ農業委員会に届け出れば、都道府県知事等の許可を受ける必要はない。\n</border>ハ 採草放牧地を農地にするため、当該採草放牧地の所有権を取得しようとする場合は、原則として、農業委員会の許可を受ける必要がある。\n</border>ニ 農地の賃貸借について期間の定めがある場合において、その当事者が、その期間の満了の一定期間前までに、相手方に対して特段の通知をしないときは、一定の場合を除き、賃貸借の更新をしなかったものとみなされる。\n</border>ホ 会社法第２ 条第 ５ 号に規定する公開会社である株式会社であっても、一定の条件を満たせば農地の所有権を取得することができる。,イとロ,イとハ,ロとニ,ハとホ,ニとホ,2,,,,,,2026-05-23T00:00:00Z
r08-033,2026,令和,8,combo_iroha,不動産に関する行政法規,河川法、海岸法及び公有水面埋立法,33,河川法、海岸法及び公有水面埋立法に関する次のイからホまでの記述のうち、正しいものの組合せはどれか。\n</border>イ 河川区域内の土地の占用の許可に基づく権利を譲渡する者は、あらかじめ河川管理者にその旨を届け出なければならない。\n</border>ロ 海岸保全区域内において土石の採取を行おうとする者は、海岸管理者の許可を受ける必要はないが、土地の掘削を行おうとする者は、海岸管理者の許可を受けなければならない。\n</border>ハ 公有水面埋立ての免許を受けた者は、都道府県知事が埋立てに関する工事の竣功認可を告示する日より前であっても、一定の場合を除き、埋立地を使用することができる。\n</border>ニ 河川予定地において、工作物を新築しようとする者は、河川管理者の許可を受けなければならないが、工作物を除却しようとする者は、河川管理者の許可を受ける必要はない。\n</border>ホ 国土交通大臣は、河川区域内の土地の占用の許可を受けた者から、土地占用料を徴収することができる。,イとロ,イとハ,ロとホ,ハとニ,ニとホ,4,,,,,,2026-05-23T00:00:00Z
r08-034,2026,令和,8,single_select,不動産に関する行政法規,国有財産法,34,国有財産法に関する次の記述のうち、正しいものはどれか。,普通財産は、貸し付け、管理を委託し、交換し、売り払い、譲与し、信託し、又は私権を設定することができ、特別の法律の定めがなくとも出資の目的とすることができる。,普通財産を貸し付けた場合において、その貸付期間中に国又は公共団体において公共用、公用又は公益事業の用に供する必要が生じても、当該財産を所管する各省各庁の長は、その契約を解除することはできない。,植樹を目的として土地及び土地の定着物（建物を除く。）を貸し付ける場合の貸付期間は 60 年以内とされており、期間を更新することはできない。,公共用財産とは、国において国の事務、事業又はその職員の住居の用に供し、又は供するものと決定したものである。,普通財産は、土地（その土地の定着物を含む。）に限り、一定の場合を除き、政令で定めるところにより、信託することができる。,5,,,,,,2026-05-23T00:00:00Z
r08-035,2026,令和,8,combo_iroha,不動産に関する行政法規,所得税法,35,所得税法に関する次のイからホまでの記述のうち、正しいものの組合せはどれか。\n</border>イ 不動産販売業を営む居住者が、建物の全部の所有を目的とする賃借権を設定した場合において、その設定の対価として支払を受ける金額が、その賃借権に係る土地の価額の 10 分の ５ に相当する金額を超えるときは、その支払を受ける金額は譲渡所得に係る収入金額とされる。\n</border>ロ 居住者が、１年以上有していた建物を、他の者が １ 年以上有していた建物と交換し、その交換により取得した建物をその交換により譲渡した建物の譲渡の直前の用途と異なる用途に供した場合であっても、譲渡所得の金額の計算上、その建物の譲渡はなかったものとみなされる。\n</border>ハ 不動産販売業を営む居住者がその者の居住の用に供している家屋及びその敷地の用に供している土地を譲渡した場合には、その譲渡金額は、棚卸資産である家屋及び土地を譲渡した場合と同様に、事業所得に係る収入金額とされる。\n</border>ニ 居住者が包括遺贈のうち限定承認に係る遺贈により取得した資産を譲渡した場合の譲渡所得の金額の計算については、その者がその資産を限定承認に係る遺贈の時における価額に相当する金額により取得したものとみなされる。\n</border>ホ 居住者がその取得の日以後 ５ 年以内に固定資産を譲渡した場合には、譲渡益から譲渡所得の特別控除額を控除した後の譲渡所得の金額の ２分の１ に相当する金額が課税標準とされる。,イとロ,イとニ,ロとハ,ハとホ,ニとホ,2,,,,,,2026-05-23T00:00:00Z
r08-036,2026,令和,8,combo_iroha,不動産に関する行政法規,法人税法,36,交換により取得した資産の圧縮額の損金算入（法人税法第 50 条）に関する次のイからホまでの記述のうち、正しいものの組合せはどれか。\n</border>イ この制度の対象となる資産には、土地、建物、機械及び装置、船舶並びに鉱業権が含まれるが、建物又は構築物の所有を目的とする地上権や賃借権は含まれない。\n</border>ロ 自社所有の事務所用建物と相手方所有の店舗用建物との交換を行い、その交換により取得した建物を店舗用として使用した場合、他の要件を満たしていれば、この制度の適用を受けることができる。\n</border>ハ 交換の相手方が外国法人の場合でも、他の要件を満たしていれば、この制度の対象となる。\n</border>ニ 交換の時における取得資産の価額と譲渡資産の価額との差額がこれらの価額のうちいずれか多い価額の 100 分の 20 に相当する金額以下の場合、他の要件を満たしていれば、この制度の適用を受けることができる。\n</border>ホ 譲渡資産は自己が １年以上所有していたものでなければならないが、取得資産については交換の相手方の所有期間についての定めはない。,イとロ,イとハ,ロとホ,ハとニ,ニとホ,4,,,,,,2026-05-23T00:00:00Z
r08-037,2026,令和,8,combo_iroha,不動産に関する行政法規,租税特別措置法,37,"特定の資産の買換えの場合の課税の特例（租税特別措置法第 65 条の ７）に関する次のイからホまでの記述のうち、正しいものの組合せはどれか。\n</border>イ この制度の適用対象となる法人は、内国法人のうち清算中のものを除いた法人に限られる。\n</border>ロ 譲渡資産である建物の譲渡対価の額が 800 万円、当該建物の譲渡直前の帳簿価額が 600 万円、買換資産である土地の取得価額が 1,000 万円の場合、この制度による圧縮基礎取得価額は 600 万円である。\n</border>ハ この制度の経理方式については、圧縮限度額以下の金額を、制度の適用を受ける事業年度の確定した決算において積立金として積み立てる方法が認められる。\n</border>ニ 譲渡に先行して取得した資産は、買換資産とならないため、この制度の適用を受けることはできない。\n</border>ホ 譲渡資産の譲渡の日を含む事業年度において、買換資産を事業の用に供しなくなった場合、この制度の適用を受けることはできない。",イとロ,イとニ,ロとハ,ハとホ,ニとホ,4,,,,,,2026-05-23T00:00:00Z
r08-038,2026,令和,8,single_select,不動産に関する行政法規,固定資産税,38,固定資産税に関する次の記述のうち、正しいものはどれか。,市町村は、国に対しては、固定資産税を課することができないが、都道府県に対しては、固定資産税を課することができる。,固定資産評価員は、固定資産評価審査委員会の委員を兼ねることはできないが、国会議員及び地方団体の議会の議員を兼ねることはできる。,市町村は、土地、家屋又は償却資産に対して課する固定資産税の課税標準となるべき額が、土地にあっては 30 万円、家屋にあっては 20 万円、償却資産にあっては150 万円に満たない場合においては、原則として固定資産税を課することができない。,市町村長は、土地及び家屋の基準年度の価格又は比準価格を決定した場合においては、その基準年度の価格又は比準価格を、遅滞なく、当該決定に係る土地又は家屋の所在地を管轄する登記所に通知しなければならないが、土地及び家屋の基準年度の価格又は比準価格を修正した場合においては、この限りでない。,市町村長は、固定資産評価審査委員会の委員を選任するときには、市町村の議会の同意を得る必要があるが、委員が心身の故障のため職務の執行ができないと認められる場合においては、市町村の議会の同意を得ることなく直ちに罷免することができる。,3,,,,,,2026-05-23T00:00:00Z
r08-039,2026,令和,8,single_select,不動産に関する行政法規,相続税及び贈与税,39,相続税及び贈与税に関する次の記述のうち、正しいものはどれか。,"相続人が、実子 ２人（うち １人は相続の放棄をしている。） 及び養子２ 人である場合には、相続税の遺産に係る基礎控除額は 5,400 万円となる。",被相続人から相続により財産を取得したその被相続人の配偶者が、相続開始の日の２年前にその被相続人から贈与により居住用不動産を取得し、贈与税の配偶者控除の適用を受けた場合、その居住用不動産の価額のうち贈与税の配偶者控除により控除された金額に相当する部分についても、相続税の課税価格に加算する。,父からの贈与について既に相続時精算課税制度を選択した者であっても、母からの贈与について相続時精算課税制度を選択する場合には、新たに相続時精算課税選択届出書を提出しなければならない。,納付すべき贈与税額を金銭で納付することが困難である場合、その納付を困難とする金額を限度として、贈与により取得した財産をもって物納に充てることができる。,相続により取得した財産に係る相続税について申告書を提出する場合において、その相続により取得した財産の全部又は一部が共同相続人によってまだ分割されていないときは、その分割されていない財産の価額については、相続税の課税価格に算入されない。,3,,,,,,2026-05-23T00:00:00Z
r08-040,2026,令和,8,combo_iroha,不動産に関する行政法規,投資信託及び投資法人に関する法律及び資産の流動化に関する法律,40,投資信託及び投資法人に関する法律及び資産の流動化に関する法律に関する次のイからホまでの記述のうち、正しいものの組合せはどれか。\n</border>イ 投資信託委託会社は、委託者指図型投資信託の併合（受託者を同一とする二以上の委託者指図型投資信託の信託財産を一の新たな委託者指図型投資信託の信託財産とすることをいう。）をしたときは、遅滞なく、その旨及びその内容を内閣総理大臣に届け出なければならない。\n</border>ロ 登録投資法人は、規約に定める資産運用の対象及び方針に従い、特定資産について不動産の取得又は譲渡を行うことができるが、不動産の貸借を行うことはできない。\n</border>ハ 資産運用会社は、登録投資法人が投資の対象とする資産に建物が含まれる場合にあっては、宅地建物取引業法第 ３ 条第 １項の免許を受けている金融商品取引業者でなければならない。\n</border>ニ 登録投資法人は、資産運用会社が職務上の義務に違反し、又は職務を怠ったときは、役員会の決議により資産運用会社と締結した資産の運用に係る委託契約を解約することができる。\n</border>ホ 資産の流動化に関する法律において「優先出資」とは、均等の割合的単位に細分化された特定目的会社の社員の地位であって、特定目的会社の設立に際して発行されたものをいう。,イとロ,イとニ,ロとホ,ハとニ,ハとホ,4,,,,,,2026-05-23T00:00:00Z
