id,year,era,era_year,exam,subject,topic,question_no,statement,choice1,choice2,choice3,choice4,choice5,answer,explanation,law_citations,difficulty,tags,source_page,updated_at
r04-026,2022,令和,4,不動産鑑定士 短答,不動産に関する行政法規,不動産特定共同事業法,26,"不動産特定共同事業法（以下この問において「法」という。）に関する次の記述のうち、正しいものはどれか。","法は、事業参加者の利益の保護を図るとともに、不動産特定共同事業の健全な発達に寄与することを目的とするが、法において「事業参加者」とは、不動産特定共同事業契約の当事者をいい、当該契約に基づき不動産特定共同事業を営む者を含む。","当事者の一方が相手方の行う不動産取引のため出資を行い、相手方がその出資された財産により不動産取引を営み、当該不動産取引から生ずる利益の分配を行うことを約する契約は、「不動産特定共同事業契約」に該当する。","外国の法令に基づく契約は「不動産特定共同事業契約」に該当することなく、また、不動産特定共同事業契約の予約は「不動産特定共同事業契約」に該当しないため、それぞれ法の適用を受けることはない。","特例事業者の委託を受けて、当該特例事業者が当事者である不動産特定共同事業契約の締結の代理又は媒介をする行為のみを業として行うことは、「不動産特定共同事業」に該当しない。","特例事業においては、不動産特定共同事業契約に基づき営まれる不動産取引に係る業務を、法の規定に基づく登録を受けた「小規模不動産特定共同事業者」に委託することはできない。",2,,,,,,20,2025-11-08T00:00:00Z
r04-027,2022,令和,4,不動産鑑定士 短答,不動産に関する行政法規,"高齢者、障害者等の移動等の円滑化の促進に関する法律",27,"高齢者、障害者等の移動等の円滑化の促進に関する法律に関する次のイからホまでの記述のうち、誤っているものの組合せはどれか。ただし、本問においては、特段の言及がない限り、条例による制限の附加及び緩和については考慮しないものとする。\nイ　建築主等は、床面積の合計が 2,000 平方メートル以上の特別特定建築物を新築するときで、当該特別特定建築物に不特定多数の者が利用し、又は主として高齢者、障害者等が利用する駐車場を設ける場合には、車椅子使用者が円滑に利用することができる駐車施設を ３ 以上設けなければならない。\nロ　床面積の合計が 2,000 平方メートル以上の特別特定建築物に案内所を設ける場合には、当該特別特定建築物内の移動等円滑化の措置がとられたエレベーターの配置を点字等により視覚障害者に示すための設備を設ける必要はない。\nハ　建築主等が特定建築物の建築をしようとするときは、床面積の合計が 2,000 平方メートル以上の場合のみ当該特定建築物を建築物移動等円滑化基準に適合させるために必要な措置を講ずるよう努めなければならない。\nニ　床面積の合計が 2,000 平方メートル以上の特別特定建築物の不特定多数の者が利用し、又は主として高齢者、障害者等が利用する階段は、踊場を除き、手すりを設けなければならない。\nホ　建築主等は、床面積の合計が 2,000 平方メートル以上の特別特定建築物について、500 平方メートルの増築をしようとするときは、条例で定められる場合を除き、当該特別特定建築物を建築物移動等円滑化基準に適合させる必要はない。","イとロ","イとハ","ロとホ","ハとニ","ニとホ",2,,,,,,21,2025-11-08T00:00:00Z
r04-028,2022,令和,4,不動産鑑定士 短答,不動産に関する行政法規,土地収用法,28,"土地収用法（以下この問において「法」という。）に関する次のイからホまでの記述のうち、正しいものの組合せはどれか。\nイ　起業者は、収用又は使用の手続を保留した土地について、その手続を開始しようとするときは、法第 26 条第 １ 項の規定による事業の認定の告示があった日から ３ 年以内に、都道府県知事に、収用又は使用の手続を開始する旨を申し立てなければならない。\nロ　法第 26 条第 １ 項の規定による事業の認定の告示があった後、起業者が土地調書及び物件調書を作成する場合において、土地所有者及び関係人のうち、その記載事項が真実でない旨の異議を有する者は、署名押印をしてはいけない。\nハ　起業者、土地所有者及び関係人は、委員として収用委員会の会議若しくは審理に加わり、又は議決することができないが、これらの者の配偶者及び親族は、委員として収用委員会の会議若しくは審理に加わり、又は議決することができる。\nニ　土地所有者又は関係人が、起業者の所有する特定の土地を指定して法第 82 条第 １ 項の規定による替地による補償の要求をした場合において、収用委員会は、その要求が相当であり、かつ、替地の譲渡が起業者の事業又は業務の執行に支障を及ぼさないと認めるときは、権利取得裁決において替地による損失の補償の裁決をすることができる。\nホ　起業者は、補償金等を受けるべき者がその受領を拒んだときのみ、補償金等を供託することができる。","イとロ","イとニ","ロとハ","ハとホ","ニとホ",2,,,,,,22,2025-11-08T00:00:00Z
r04-029,2022,令和,4,不動産鑑定士 短答,不動産に関する行政法規,土壌汚染対策法,29,"土壌汚染対策法に関する次の記述のうち、誤っているものはどれか。ただし、以下の記述のうち、「都道府県知事」は土壌汚染対策法施行令で定める市の長を含むものとする。","土壌汚染対策法において「特定有害物質」とは、鉛、砒素、トリクロロエチレンその他の物質（放射性物質を除く。）であって、それが土壌に含まれることに起因して人の健康に係る被害を生ずるおそれがあるものとして政令で定めるものをいう。","使用が廃止された有害物質使用特定施設に係る工場又は事業場の敷地であった土地の所有者等は、一定の場合を除き、当該土地の土壌の特定有害物質による汚染の状況について、指定調査機関に調査させて、その結果を都道府県知事に報告しなければならない。","3,000 平方メートル以上の土地の売買をしようとする者は、当該土地が特定有害物質によって汚染されているおそれがあるものとして一定の基準に該当する場合は、当該土地の売買契約を締結する日の 30 日前までに、当該土地の場所及び売買予定日その他環境省令で定める事項を都道府県知事に届け出なければならない。","形質変更時要届出区域は、土壌汚染状況調査の結果、その土地の土壌の特定有害物質による汚染状態が一定の基準に適合しないものの、当該汚染による人の健康に係る被害が生ずるおそれがないと認められるため、当該汚染の除去等の措置を講ずることが不要な区域である。","土地の所有者等は、土地の土壌の特定有害物質による汚染の状況について自主的に調査した結果、汚染状態が一定の基準に適合しないと思料するときは、都道府県知事に対し、当該土地の区域について要措置区域又は形質変更時要届出区域の指定をすることを申請することができる。",3,,,,,,23,2025-11-08T00:00:00Z
r04-030,2022,令和,4,不動産鑑定士 短答,不動産に関する行政法規,文化財保護法,30,"文化財保護法に関する次のイからホまでの記述のうち、正しいものの組合せはどれか。\nイ　埋蔵文化財について、その調査のため土地を発掘しようとする者は、一定の場合を除き、文部科学省令の定める事項を記載した書面をもって、あらかじめ、文部科学大臣の許可を受けなければならない。\nロ　土木工事その他埋蔵文化財の調査以外の目的で、周知の埋蔵文化財包蔵地を発掘しようとする場合において、埋蔵文化財の保護上特に必要があると認めるときは、文化庁長官は、当該発掘に関し、当該発掘前における埋蔵文化財の記録の作成のための発掘調査の実施その他の必要な事項を指示することができる。\nハ　文化庁長官は、土地の所有者又は占有者から遺跡の発見に関する届出があった場合において、当該届出に係る遺跡が重要なものであり、かつ、その保護のため調査を行う必要があると認めるときは、その土地の所有者又は占有者に対し、期間及び区域を定めて、その現状を変更することとなるような行為の停止又は禁止を命ずることができる。ただし、その期間は、３ 月を超えることができない。\nニ　地方公共団体は、文化庁長官が発掘を施行するものを除き、埋蔵文化財について調査する必要があると認めるときは、文化庁長官の許可を受けて、埋蔵文化財を包蔵すると認められる土地の発掘を施行することができる。\nホ　史跡名勝天然記念物の指定前において緊急の必要があると認めるときは、文部科学大臣は、史跡名勝天然記念物の仮指定を行うことができる。","イとロ","イとニ","ロとハ","ハとニ","ニとホ",3,,,,,,24,2025-11-08T00:00:00Z
r04-031,2022,令和,4,不動産鑑定士 短答,不動産に関する行政法規,自然公園法,31,"自然公園法に関する次のイからホまでの記述のうち、正しいものの組合せはどれか。\nイ　国定公園は、都道府県知事が、中央環境審議会の意見を聴き、区域を定めて指定する。\nロ　国立公園の特別地域（特別保護地区を除く。）内においては、屋根の色彩を変更することは、環境大臣の許可を受けなければ、してはならない。\nハ　都道府県立自然公園の区域は国立公園又は国定公園の区域に含まれることがある。\nニ　環境大臣は国立公園について、当該公園の風景を保護するために必要があると認めるときは、普通地域内において届出を要する行為をしようとする者又はした者に対して、その風景を保護するために必要な限度において、当該行為を禁止し、若しくは制限し、又は必要な措置を執るべき旨を命ずることができる。\nホ　自然公園法の目的は優れた自然の風景地を保護するとともに、その利用の増進を図ることであり、生物の多様性の確保に寄与することを目的にしていない。","イとロ","イとハ","ロとニ","ロとホ","ニとホ",3,,,,,,25,2025-11-08T00:00:00Z
r04-032,2022,令和,4,不動産鑑定士 短答,不動産に関する行政法規,農地法,32,"農地法（以下この問において「法」という。）に関する次のイからホまでの記述のうち、正しいものの組合せはどれか。\nイ　農地又は採草放牧地の権利移動に係る法第 ３ 条の許可権者は、いかなる場合でも市町村長である。\nロ　遺産の分割により農地の所有権を取得する場合には、法第 ３ 条の許可を受ける必要はない。\nハ　農地の転用に係る法第 ４ 条の許可権者は、いかなる場合でも都道府県知事である。\nニ　採草放牧地を農地にするために、当該採草放牧地の所有権を取得する場合、法第 ５ 条の許可を受ける必要がある。\nホ　農地又は採草放牧地の賃貸借の当事者は、原則として、都道府県知事の許可を受けなければ、賃貸借の解除をし、解約の申入れをし、合意による解約をし、又は賃貸借の更新をしない旨の通知をしてはならない。","イとロ","イとハ","ロとホ","ハとニ","ニとホ",3,,,,,,25,2025-11-08T00:00:00Z
r04-033,2022,令和,4,不動産鑑定士 短答,不動産に関する行政法規,道路法,33,"道路法に関する次のイからホまでの記述のうち、正しいものの組合せはどれか。\nイ　道路管理者以外の者は、道路の維持で政令で定める軽易なものに限り、道路管理者の承認を受けずに行うことができる。\nロ　道路管理者は、道路に関する工事のためやむを得ないと認められる場合に限り、区間を定めて、道路の通行を禁止し、又は制限することができる。\nハ　道路を構成する敷地、支壁その他の物件については、私権を行使することができないが、所有権を移転し、又は抵当権を設定し、若しくは移転することはできる。\nニ　道路管理者は、指定した沿道区域の区域内にある土地、竹木又は工作物が道路の構造に損害を及ぼし、又は交通に危険を及ぼすおそれがあると認められる場合においては、その損害又は危険を防止するための施設の設置その他その損害又は危険を防止するため必要な措置を講じなければならない。\nホ　道路管理者は、他の工事又は他の行為により必要を生じた道路に関する工事又は道路の維持の費用について、他の工事又は他の行為につき費用を負担する者にその半分を限度として、負担させるものとする。","イとハ","イとニ","ロとニ","ロとホ","ハとホ",1,,,,,,26,2025-11-08T00:00:00Z
r04-034,2022,令和,4,不動産鑑定士 短答,不動産に関する行政法規,国有財産法,34,"国有財産法に関する次の記述のうち、正しいものはどれか。","不動産及びその従物は国有財産に含まれるが、地上権、地役権、特許権は国有財産に含まれない。","行政財産は、その用途又は目的を妨げない限度において、相手方及びその相手方の使用用途に制限なく、貸し付け、又は私権を設定することができる。","普通財産は、貸し付け、管理を委託し、交換し、売り払い、譲与し、信託し、又は私権を設定することができ、特別の法律の定めがなくとも出資の目的とすることができる。","普通財産は、土地又は土地の定着物若しくは堅固な建物に限り、それぞれ土地又は土地の定着物若しくは堅固な建物と交換することができる。ただし、価額の差額が、その高価なものの価額の ４ 分の １ を超えるときは、国又は公共団体において公共用、公用又は公益事業の用に供するため必要があるときでなければ交換することができない。","普通財産の売払い又は譲与をする場合、原則として、当該財産を所管する各省各庁の長は、その買受人又は譲与を受けた者に対して用途並びにその用途に供しなければならない期日及び期間を指定しなければならない。",5,,,,,,26,2025-11-08T00:00:00Z
r04-035,2022,令和,4,不動産鑑定士 短答,不動産に関する行政法規,所得税法,35,"所得税法に関する次のイからホまでの記述のうち、正しいものの組合せはどれか。\nイ　居住者が、等価交換により固定資産の交換の場合の譲渡所得の特例の適用を受けて取得した固定資産を譲渡した場合における譲渡所得の金額の計算については、その者がその取得した固定資産をその交換をした時における価額に相当する金額により取得したものとみなされる。\nロ　居住者が、資力を喪失して債務を弁済することが著しく困難であり、かつ、強制換価手続の執行が避けられないと認められる場合において、譲渡所得の基因となる資産の譲渡をして、その譲渡に係る対価をその債務の弁済に充てたときは、その譲渡により生じた損失の金額については、譲渡所得の金額の計算上、ないものとみなされる。\nハ　居住者が包括遺贈のうち限定承認に係る遺贈により取得した譲渡所得の基因となる資産を譲渡した場合の譲渡所得の金額の計算については、その者が引き続きその資産を所有していたものとみなされる。\nニ　不動産賃貸業を営む居住者が、その者の主として保養の用に供している家屋を譲渡した場合場合には、その譲渡による所得は、不動産所得に係る収入金額とされる。\nホ　不動産販売業を営む居住者が、建物の全部の所有を目的とする賃借権を設定した場合において、その設定の対価として支払を受ける金額が、その賃借権に係る土地の価額の 10 分の ５に相当する金額を超えるときは、その支払を受ける金額は譲渡所得に係る収入金額とされる。","イとロ","イとハ","ロとホ","ハとニ","ニとホ",3,,,,,,27,2025-11-08T00:00:00Z
r04-036,2022,令和,4,不動産鑑定士 短答,不動産に関する行政法規,法人税法,36,"交換により取得した資産の圧縮額の損金算入（法人税法第 50 条）に関する次のイからホまでの記述のうち、正しいものの組合せはどれか。\nイ　譲渡資産は自己が １ 年以上所有していたものでなければならないが、取得資産については交換の相手方の所有期間についての定めはない。\nロ　交換の相手方が外国法人であっても、他の要件を満たしていれば、この制度の対象となる。\nハ　自社所有の工場用建物と相手方所有の事務所用建物との交換を行い、その交換により取得した建物を事務所用として使用した場合、他の要件を満たしていれば、この制度の対象となる。\nニ　譲渡資産又は取得資産である建物に附属する設備は、この制度の対象となる資産に含まれない。\nホ　交換時における取得資産の価額が 200 万円、譲渡資産の価額が 150 万円の場合、他の要件を満たしていても、この制度の対象とならない。","イとニ","イとホ","ロとハ","ロとホ","ハとニ",4,,,,,,28,2025-11-08T00:00:00Z
r04-037,2022,令和,4,不動産鑑定士 短答,不動産に関する行政法規,租税特別措置法,37,"特定の資産の買換えの場合の課税の特例（租税特別措置法第 65 条の ７ ）に関する次のイからホまでの記述のうち、正しいものの組合せはどれか。\nイ　この制度の適用対象となる法人は、内国法人のうち清算中のものを除いた法人に限られる。\nロ　譲渡資産である土地の譲渡の日を含む事業年度において、買換資産である土地の取得をし、かつ、その取得の日から １ 年以内に、その買換資産である土地を対象地域内にある事業の用に供した場合又は供する見込みである場合に限り、この制度の適用を受けることができる。\nハ　譲渡資産である建物の譲渡対価の額が 400 万円、当該建物の譲渡直前の帳簿価額が 300 万円、買換資産である土地の取得価額が 500 万円の場合、この制度による圧縮基礎取得価額は400 万円である。\nニ　この制度の適用対象となる譲渡資産には、棚卸資産である建物が含まれる。\nホ　贈与又は出資による資産の譲渡は、この制度の適用対象とならない。","イとロ","イとホ","ロとニ","ハとニ","ハとホ",5,,,,,,28,2025-11-08T00:00:00Z
r04-038,2022,令和,4,不動産鑑定士 短答,不動産に関する行政法規,固定資産税,38,"固定資産税に関する次の記述のうち、正しいものはどれか。","固定資産税の賦課期日は、市町村の条例で定めることとされている。","市町村長は、災害その他特別の事情がある場合を除き、評価調書を受理した場合においては、これに基づいて固定資産の価格等を毎年 １ 月 １ 日までに決定しなければならない。","固定資産税の標準税率は、100 分の ３ である。","固定資産課税台帳に登録された価格に関する不服を審査決定するために、総務省に、固定資産評価審査委員会が設置されている。","市町村は、固定資産の所有者の所在が震災、風水害、火災その他の事由により不明である場合には、その使用者を所有者とみなして、固定資産課税台帳に登録し、その者に固定資産税を課することができる。",5,,,,,,29,2025-11-08T00:00:00Z
r04-039,2022,令和,4,不動産鑑定士 短答,不動産に関する行政法規,相続税及び贈与税,39,"相続税及び贈与税に関する次の記述のうち、正しいものはどれか。","贈与税の配偶者控除の適用を受けることができる居住用不動産は、日本国内（相続税法の施行地をいう。）に所在するものに限られる。","相続時精算課税に係る特定贈与者に相続が開始した場合の相続税の課税価格には、その相続時精算課税の適用を受けた財産の相続開始時における価額が算入される。","配偶者からの贈与により財産を取得した場合、当該贈与財産について相続時精算課税の選択をすることができる。","納付すべき贈与税額を金銭で納付することが困難である場合、その納付を困難とする金額を限度として、贈与により取得した財産をもって物納に充てることができる。","相続人が実子 ３ 人（うち １ 人は相続の放棄をしている。）である場合の相続税の遺産に係る基礎控除額は、4,200 万円となる。",1,,,,,,29,2025-11-08T00:00:00Z
r04-040,2022,令和,4,不動産鑑定士 短答,不動産に関する行政法規,投資信託及び投資法人に関する法律,40,"投資信託及び投資法人に関する法律に関する次のイからホまでの記述のうち、正しいものの組合せはどれか。\nイ　委託者指図型投資信託の受益者は、投資信託委託会社に対し、当該受益者に係る投資信託財産に関する帳簿書類の閲覧又は謄写を請求することができない。\nロ　投資信託委託会社は、投資信託約款を変更する前に、内閣総理大臣に届け出る必要はないが、変更後には届け出なければならない。\nハ　登録投資法人が投資の対象とする資産に不動産が含まれる場合、資産運用会社は、宅地建物取引業の免許を受けている金融商品取引業者でなければならない。\nニ　資産運用会社は、投資法人の委託を受けてその資産の運用を行う場合において、当該投資法人から委託された資産の運用に係る権限の全部を他の者に対し、再委託してはならない。\nホ　資産運用会社が、登録投資法人と締結した資産の運用に係る委託契約を解約する場合、当該登録投資法人の同意を得る必要はない。","イとロ","イとニ","ロとホ","ハとニ","ハとホ",4,,,,,,30,2025-11-08T00:00:00Z
