id,year,era,era_year,exam,subject,topic,question_no,statement,choice1,choice2,choice3,choice4,choice5,answer,explanation,law_citations,difficulty,tags,source_page,updated_at
r04-067,2022,令和,4,不動産鑑定士 短答,不動産の鑑定評価に関する理論,借地権・底地,27,"借地権及び底地の鑑定評価に関する次のイからホまでの記述のうち、正しいものをすべて掲げた組合せはどれか。\nイ　借地権者から借地権設定者へ支払われる一時金のうち、保証金・権利金・譲渡承諾料・前払地代と呼ばれている一時金についても、それらの性格や社会的慣行等を考察し、借地権価格を構成するか否か個別に判定することが必要である。\nロ　借地権取引の態様は地域によって異なることから、対象不動産が属する地域に係る借地権市場の特性を十分に把握する必要がある。\nハ　借地権の取引慣行の成熟の程度の低い地域における借地権の鑑定評価額は、比準価格、収益価格、当該借地権の設定契約に基づく賃料差額を還元して得た価格及び当該地域の借地権割合により求めた価格を関連づけて決定するものとする。\nニ　借地上の非堅固建物を堅固建物に建替えるための借地条件の変更に伴い一時金の授受が見込まれる場合は、借地権の価格には反映させるが、底地の価格には反映させない。\nホ　借地権者に帰属する経済的利益は、土地を長期間占有し独占的に使用収益し得る借地権者の安定的利益のほか、借地権の付着している宅地の経済価値に即応した適正な賃料と実際支払賃料との乖離及びその乖離の持続する期間を基礎にして成り立つ全ての経済的利益である。","イとロ","イとホ","ロとハ","ハとニ","ニとホ",1,,,,,,22,2025-11-08T00:00:00Z
r04-068,2022,令和,4,不動産鑑定士 短答,不動産の鑑定評価に関する理論,底地,28,"底地の鑑定評価に関する次のイからホまでの記述のうち、誤っているものをすべて掲げた組合せはどれか。\nイ　底地の鑑定評価に当たっては、前提となる借地権の取引慣行と成熟の程度の違いにより、適用する手法が異なる。\nロ　借地権設定者に帰属する経済的利益は、当該宅地の賃貸借等の期間に応じて異なるものである。\nハ　将来において一時金の授受が見込まれる場合には、当該一時金の経済的利益も借地権設定者に帰属する経済的利益を構成する場合があることに留意すべきである。\nニ　底地の価格は、借地権の付着している宅地について、借地権の価格との相互関連において借地権設定者に帰属する経済的利益を貨幣額で表示したものである。\nホ　底地を当該借地権者が買い取る場合と第三者が買い取る場合では、底地の鑑定評価額が異なることはない。","イとロ","イとホ","ロとニ","ハとニ","ニとホ",2,,,,,,23,2025-11-08T00:00:00Z
r04-069,2022,令和,4,不動産鑑定士 短答,不動産の鑑定評価に関する理論,定期借地権・区分地上権,29,"定期借地権の付着した底地及び区分地上権に関する次の記述のうち、誤っているものはどれか。","定期借地権が付着した底地の鑑定評価においては、前払地代に相当する一時金については各期の前払地代及び運用益をそれぞれ考慮する。","定期借地権が付着した底地の鑑定評価においては、借地期間満了時の建物等に関する契約内容を勘案する必要がある。","区分地上権の価格は、区分地上権設定地全体の経済価値のうち、平面的・立体的空間の分割による当該権利の設定部分の経済価値をもって貨幣額で表示したものである。","区分地上権設定地の経済価値は、当該設定地の最有効使用に係る階層等に基づいて生ずる上下空間の効用の集積である。","区分地上権は、他人の土地の地下又は空間の一部に工作物を設置することを目的として設定する権利であり、その工作物の構造、用途、使用目的、権利の設定期間等により、その経済価値が特定される。",3,,,,,,23,2025-11-08T00:00:00Z
r04-070,2022,令和,4,不動産鑑定士 短答,不動産の鑑定評価に関する理論,建物及びその敷地,30,"建物及びその敷地に関する次のイからホまでの記述のうち、誤っているものをすべて掲げた組合せはどれか。\nイ　借地権付建物の鑑定評価では、積算価格、比準価格及び収益価格を試算するが、これは、自用の建物及びその敷地、貸家及びその敷地のいずれにあっても同様である。\nロ　貸家及びその敷地の鑑定評価に当たっては、契約締結の経緯、経過した借家期間及び残存期間並びに建物の残存耐用年数を勘案する必要がある。\nハ　区分所有建物及びその敷地の確認に当たっては、一部の区分所有者のみに属する共用部分までは確認する必要はない。\nニ　建物の用途を変更し、又は建物の構造等を改造して使用することが最有効使用と認められる場合における自用の建物及びその敷地の鑑定評価額は、用途変更等を行った後の経済価値の上昇の程度、必要とされる改造費等を考慮して決定するものとする。\nホ　自用の建物及びその敷地と貸家及びその敷地の典型的市場参加者は異なる場合もあるが、いずれの鑑定評価額も積算価格、比準価格及び収益価格を関連付けて決定するものとする。","イとニ","イとホ","ロとハ","ロとニ","ハとホ",5,,,,,,24,2025-11-08T00:00:00Z
r04-071,2022,令和,4,不動産鑑定士 短答,不動産の鑑定評価に関する理論,区分所有建物,31,"区分所有建物が存する一棟の建物及びその敷地に係る個別的要因に関する次の記述のうち、不動産鑑定評価基準に記載されている建物に係る要因の例示項目として誤っているものはどれか。","建築（新築、増改築等又は移転）の年次","階層及び位置","施工の質と量","維持管理の状態","耐震性、耐火性等建物の性能",2,,,,,,24,2025-11-08T00:00:00Z
r04-072,2022,令和,4,不動産鑑定士 短答,不動産の鑑定評価に関する理論,継続賃料,32,"次の記述は、継続中の宅地の賃貸借等の契約に基づく実際支払賃料を改定する場合の鑑定評価において総合的に勘案すべき事項として、不動産鑑定評価基準各論第 ２ 章に記載された事項の一部である。次のイからニまでの空欄に入る語句として正しいものの組合せはどれか。\n　・賃料に占める（イ）の推移\n　・（ロ）に対する利回りの推移\n　・近隣地域若しくは同一需給圏内の類似地域等における宅地の賃料又は同一需給圏内の（ハ）の賃料、その改定の程度及びそれらの推移\n　・契約上の経過期間及び（ニ）から価格時点までの経過期間","イ　付加使用料　　ロ　底地　　ハ　代替競争不動産　　ニ　最終合意時点","イ　純賃料　　　　ロ　更地　　ハ　底地　　　　　　　ニ　最終合意時点","イ　純賃料　　　　ロ　底地　　ハ　代替競争不動産　　ニ　直近合意時点","イ　純賃料　　　　ロ　底地　　ハ　底地　　　　　　　ニ　契約締結時点","イ　付加使用料　　ロ　更地　　ハ　代替競争不動産　　ニ　直近合意時点",3,,,,,,25,2025-11-08T00:00:00Z
r04-073,2022,令和,4,不動産鑑定士 短答,不動産の鑑定評価に関する理論,賃料の鑑定評価,33,"賃料に関する鑑定評価に関する次のイからホまでの記述のうち、誤っているものをすべて掲げた組合せはどれか。\nイ　契約上の条件が変更されることに伴い宅地の賃料を改定する場合の鑑定評価に当たっては、契約上の条件の変更に伴う宅地及び地上建物の経済価値の増分のうち適切な部分に即応する賃料を、継続中の宅地の賃貸借等の契約に基づく実際支払賃料の改定を想定した場合における賃料に加算して決定する。\nロ　宅地の正常賃料を求める場合の鑑定評価に当たっては、最有効使用に基づく宅地の経済価値に即応する適正な賃料を求める。\nハ　建物及びその敷地の正常賃料を求める場合の鑑定評価に当たっては、賃貸借の契約内容と建物価値及びその更地価値に即応する賃料を求める。\nニ　宅地の限定賃料の鑑定評価においては、隣接宅地の権利の態様及び賃貸借等の事例に係る契約の内容を総合的に勘案する。\nホ　建物及びその敷地の継続賃料を求める場合の鑑定評価額は、差額配分法による賃料、利回り法による賃料、スライド法による賃料及び比準賃料を関連づけて決定するが、いずれかの手法の適用ができない場合にはその合理的な理由を鑑定評価報告書に記載する。","イとロ","イとニ","ロとハ","ロとホ","ハとニ",3,,,,,,26,2025-11-08T00:00:00Z
r04-074,2022,令和,4,不動産鑑定士 短答,不動産の鑑定評価に関する理論,証券化対象不動産,34,"証券化対象不動産の鑑定評価に関する次の記述のうち、誤っているものはどれか。","資産の流動化に関する法律に規定する資産の流動化に係る不動産取引の目的となる不動産は、証券化対象不動産に該当する。","エンジニアリング・レポートについては、不動産証券化市場の環境の変化に対応してその内容の改善・充実が図られていくことにかんがみ、エンジニアリング・レポートを作成する者との密接な連携を図りつつ、常に自らのエンジニアリング・レポートに関する知識・理解を深めるための研鑽に努めなければならない。","エンジニアリング・レポートについて、調査会社が行った内容と不動産鑑定士が独自に行った調査内容を照合し、最終的には担当した不動産鑑定士が鑑定評価の一環として責任を有するものであることに留意しなければならない。","再評価の場合であっても、管理者から建物管理報告書などにより内覧の必要性の有無を確認するとともに、前回の鑑定評価時から変更になった部分を含めた対象不動産全体を内覧しなければならない。","ＤＣＦ法による収益価格を求める場合に当たっては、最終還元利回り、割引率、収益及び費用の将来予測等査定した個々の項目等に関する説明に加え、それらを採用して収益価格を求める過程及びその理由について、経済事情の変動の可能性、具体的に検証した事例及び論理的な整合性等を明確にしつつ、鑑定評価報告書に記載しなければならない。",4,,,,,,27,2025-11-08T00:00:00Z
r04-075,2022,令和,4,不動産鑑定士 短答,不動産の鑑定評価に関する理論,証券化対象不動産,35,"証券化対象不動産の鑑定評価に関する次のイからホまでの記述のうち、誤っているものをすべて掲げた組合せはどれか。\nイ　証券化対象不動産の鑑定評価では、求める価格の種類は必ず特定価格となる。\nロ　鑑定評価報告書には、依頼者が証券化関係者（オリジネーター、アレンジャー、アセットマネジャー、レンダー、エクイティ投資家又は特別目的会社・投資法人・ファンド等）のいずれであるかの別を記載しなければならない。\nハ　証券化対象不動産に該当する不動産の鑑定評価依頼があった場合には、依頼者の属性を問わず、証券化対象不動産として鑑定評価を行う。\nニ　証券化対象不動産の鑑定評価では、広範な投資家等に重大な影響を及ぼすことを考慮し、価格時点において、未だ新築工事の完了していない建物について建築工事が完了したものとした鑑定評価を行うことはできない。\nホ　証券化対象不動産の鑑定評価では、原則として、地域要因又は個別的要因についての想定上の条件及び調査範囲等条件の設定をしてはならない。","イとロ","イとニ","ロとハ","ハとホ","ニとホ",2,,,,,,28,2025-11-08T00:00:00Z
r04-076,2022,令和,4,不動産鑑定士 短答,不動産の鑑定評価に関する理論,証券化対象不動産,36,"証券化対象不動産の鑑定評価に関する次のイからホまでの記述のうち、誤っているものをすべて掲げた組合せはどれか。なお、下記において不動産鑑定評価基準各論第 ３ 章については、「各論第 ３ 章」という。\nイ　不動産鑑定士が共同し、複数の不動産の鑑定評価を行う場合には、鑑定評価の手法の適用において採用する各査定値について、対象不動産相互間の論理的な整合性を図る必要がある。\nロ　証券化対象不動産の収益価格を求めるに当たっては、ＤＣＦ法と直接還元法の両方を適用することが適切であり、得られた各価格を関連づけて求めることとされている。\nハ　証券化対象不動産は、収益性を重視した価格形成がなされていると考えられるため、鑑定評価の手法の適用において、原価法、取引事例比較法の適用は原則として不要である。\nニ　ＤＣＦ法の復帰価格の算定において使用する還元利回りと、直接還元法で使用する還元利回りは、原則として同率を用いることとされている。\nホ　ＤＣＦ法と直接還元法はともに収益還元法の手法であり、いずれの手法によって求めた価格も理論的には同一水準となるべきものである。","イとロとニ","ロとハとニ","ハとニとホ","イとハとニとホ","ロとハとニとホ",2,,,,,,29,2025-11-08T00:00:00Z
r04-077,2022,令和,4,不動産鑑定士 短答,不動産の鑑定評価に関する理論,証券化対象不動産,37,"不動産鑑定評価基準各論第 ３ 章におけるＤＣＦ法の収益費用項目に係る次のイからホまでの記述のうち、誤っているものをすべて掲げた組合せはどれか。\nイ　収益費用項目においては、信託報酬、特別目的会社・投資法人・ファンド等に係る事務費用、アセットマネジメントフィー（個別の不動産に関する費用は除く）等の証券化関連費用は含まない。\nロ　収益費用項目においては、その査定根拠となる積算内訳等を示さなくてはならない。\nハ　収益費用項目は、ＤＣＦ法の適用にあたり統一が求められているものであり、直接還元法の適用においては、変更することができる。\nニ　運営純収益と証券化対象不動産に係る一般の開示書類等で見られるいわゆる「ＮＯＩ（ネット・オペレーティング・インカム）」はその内訳が異なる場合があることに留意する必要がある。\nホ　純収益は償却後のものとして求めることから、運営費用に減価償却費を計上する。","イとロ","ロとハ","ハとニ","ハとホ","ニとホ",4,,,,,,30,2025-11-08T00:00:00Z
r04-078,2022,令和,4,不動産鑑定士 短答,不動産の鑑定評価に関する理論,証券化対象不動産,38,"証券化対象不動産の鑑定評価におけるＤＣＦ法の収益費用項目に関する次の記述のうち、誤っているものはどれか。","不動産鑑定評価基準には、ＤＣＦ法を適用する際の鑑定評価報告書の様式の例が示されているが、証券化対象不動産の用途、類型等に応じて、実務面での適合を工夫する場合は、当該書式に必要な修正を加えるものとする。","プロパティマネジメントフィーは、対象不動産の管理業務にかかる経費であり、収益費用項目として計上する。","駐車場収入は、対象不動産に附属する駐車場をテナント等に賃貸することによって得られる収入及び駐車場を時間貸しすることによって得られる収入を計上する。","貸室賃料収入は、依頼者から入手した賃貸借契約書やレントロール、管理運営報告書等に基づき、原則として現契約に基づく賃料収入を計上するが、空室がある場合には、新規賃料で契約されることを想定し、満室想定での総収入を計上する。","資本的支出とは、「対象不動産に係る建物、設備等の修理、改良等のために支出した金額のうち当該建物、設備等の通常の維持管理のため、又は一部がき損した建物、設備等につきその原状を回復するために経常的に要する費用」である。",5,,,,,,30,2025-11-08T00:00:00Z
r04-079,2022,令和,4,不動産鑑定士 短答,不動産の鑑定評価に関する理論,還元利回り,39,"下記の【前提条件】及び【数値】に従って還元利回りを求める場合の計算結果として正しいものはどれか。\n【前提条件】\n・次の①～③の方法を採用する。\n　①　類似の不動産の取引事例との比較から求める方法\n　②　借入金と自己資金に係る還元利回りから求める方法\n　③　土地と建物に係る還元利回りから求める方法\n・上記のうち②及び③については、不動産鑑定評価基準運用上の留意事項に記載の基本的な式に従って計算するものとする。\n・上記①～③を単純平均した値をもって、求める還元利回りとする。\n【数値】\n①の方法による還元利回り 4.0 ％\n借入金還元利回り 3.0 ％\n借入金割合 30 ％\n自己資金還元利回り 5.0 ％\n自己資金割合 70 ％\n土地の還元利回り 3.5 ％\n土地の価格割合 50 ％\n建物等の還元利回り 4.9 ％\n建物等の価格割合 50 ％\n　※計算の途中では四捨五入は行わず、最終計算結果に 0.1 ％未満の端数が出る場合は、0.1 ％未満を四捨五入して、0.1 ％の位まで求めること。","3.9 ％","4.0 ％","4.1 ％","4.2 ％","4.3 ％",4,,,,,,31,2025-11-08T00:00:00Z
r04-080,2022,令和,4,不動産鑑定士 短答,不動産の鑑定評価に関する理論,実質賃料,40,"下記の【前提条件】に基づき、対象不動産について、実際に支払われている月額実質賃料を求める場合の計算結果として正しいものはどれか。\n【前提条件】\n用途 7 階建オフィスビル内の一室（事務所）\n契約面積 250 m2\n月額支払賃料 750,000 円（ 3,000 円／m2 ）\n月額支払共益費 375,000 円（ 1,500 円／m2 ）\n※うち 125,000 円（ 500 円／m2 ）は実質的に賃料に相当する\n保証金 月額支払賃料の １ヵ月分\n（退去時に全額返還され、利息は付かない）\n権利金 月額支払賃料の 2ヵ月分\n（退去時に返還されない）\n運用利回り 年 2 ％\n平均入居期間 5 年（近隣地域の事務所の平均入居期間）\n権利金の運用益\n及び償却額\n※年賦償還率を使用して求めるものとし、年 2 ％の年賦償還率は以下の通りとする。\n期間　 5 年　 0.2122","3,500 円／m2","3,505 円／m2","3,611 円／m2","4,111 円／m2","4,833 円／m2",3,,,,,,32,2025-11-08T00:00:00Z
