id,year,era,era_year,exam,subject,topic,question_no,statement,choice1,choice2,choice3,choice4,choice5,answer,explanation,law_citations,difficulty,tags,source_page,updated_at
r07-066,2025,令和,7,不動産鑑定士 短答,不動産の鑑定評価に関する理論,区分地上権,26,"次の記述は、区分地上権に関する鑑定評価について、不動産鑑定評価基準及び\n同運用上の留意事項に記載されている事項の一部である。次のイからハまでの空欄に入る語\n句として正しいものの組合せはどれか。\n区分地上権の価格は、一般に区分地上権の設定に係る土地（以下「区分地上権設定地」と\nいう。）の経済価値を基礎として、権利の設定範囲における権利利益の内容により定まり、\n区分地上権設定地全体の経済価値のうち、（ イ ）の分割による当該権利の設定部分の経\n済価値及び設定部分の効用を保持するため、他の空間部分の利用を制限することに相応する\n経済価値を貨幣額で表示したものである。\nこの場合の区分地上権の鑑定評価額は、（ ロ ）等に基づく比準価格、土地残余法に準\nじて求めた収益価格及び区分地上権の立体利用率により求めた価格を関連づけて得た価格を\n標準とし、区分地上権の設定事例等に基づく区分地上権割合により求めた価格を比較考量し\nて決定するものとする。\n区分地上権は、他人の土地の地下又は空間の一部に工作物を設置することを目的として設\n定する権利であり、その工作物の構造、用途、使用目的、（ ハ ）等により、その経済価\n値が特定される。","イ 平面的・立体的空間 ロ 取引事例 ハ 権利の設定期間","イ 平面的・立体的空間 ロ 設定事例 ハ 権利の設定期間","イ 平面的・立体的空間 ロ 設定事例 ハ 耐用年数","イ 時間的・空間的範囲 ロ 取引事例 ハ 権利の設定期間","イ 時価的・空間的範囲 ロ 設定事例 ハ 耐用年数",2,,,,,,21,2025-11-08T00:00:00Z
r07-067,2025,令和,7,不動産鑑定士 短答,不動産の鑑定評価に関する理論,宅地見込地,27,"宅地見込地の鑑定評価に関する次のイからホまでの記述のうち、誤っているも\nのをすべて掲げた組合せはどれか。\nイ 宅地見込地の鑑定評価に当たっては、付近における公共施設及び公益的施設の整備の\n動向を勘案するものとする。\nロ 宅地見込地の鑑定評価に当たっては、造成の難易及びその必要の程度を勘案するもの\nとする。\nハ 熟成度の低い宅地見込地を鑑定評価する場合には、比準価格を標準とし、転換後の土\n地の種別に基づく価格を当該宅地見込地の熟成度に応じて適切に修正して得た価格を比\n較考量して決定するものとする。\nニ 林地地域から住宅地域へと転換しつつある地域のうちにある土地の地域分析に当たっ\nて、転換の程度が低い場合においては、一般に「都心との距離及び交通施設の状態」よ\nりも「林道等の整備の状態」を重視すべきである。\nホ 農地地域から宅地地域へと転換しつつある地域のうちにある土地の鑑定評価に当たっ\nては、主として農地としての有効利用度を勘案するものとする。","イとニ","イとホ","ロとハ","ロとニ","ハとホ",5,,,,,,22,2025-11-08T00:00:00Z
r07-068,2025,令和,7,不動産鑑定士 短答,不動産の鑑定評価に関する理論,借地権付建物,28,"借地権付建物の鑑定評価に関する次の記述のうち、誤っているものはどれか。","借地権の態様が定期借地権である場合、契約期間の満了に伴う更新がなく、借地契約\nが必ず終了するため、収益還元法を適用するに当たっては、収益期間が有期であること\nを前提とした有期還元法等を適用することが適切である。","借地権の態様が定期借地権である場合、契約期間の満了に伴う更新がなく、借地契約\nが必ず終了するため、一般に借地契約の残存期間が短くなるに従い、借地権付建物の経\n済価値は低下すると考えられる。","将来の売却を想定してＤＣＦ法を適用するに当たって、売却に当たり譲渡承諾料、名\n義書換料等の一時金の授受が見込まれる場合には、当該一時金の額が借地権付建物の経\n済価値を高める要因になると考えられる。","原価法を適用するに当たって、建物の開発期間中においても地代を支払う場合には、\n発注者が直接負担すべき通常の付帯費用として当該期間中の地代相当額を適切に考慮す\nる。","収益還元法を適用するに当たって、総費用の査定においては、土地の公租公課（固定\n資産税、都市計画税）ではなく支払地代を計上すべきである。",3,,,,,,22,2025-11-08T00:00:00Z
r07-069,2025,令和,7,不動産鑑定士 短答,不動産の鑑定評価に関する理論,建物及びその敷地,29,"建物及びその敷地の鑑定評価に関する次のイからホまでの記述のうち、正しい\nものをすべて掲げた組合せはどれか。\nイ 借地権付建物で、当該建物を借地権者が使用しているものについての鑑定評価額は、\n積算価格、比準価格及び収益価格を関連づけて決定するものとするが、この場合におい\nては、借地権設定契約に当たって授受された一時金のうち、預り金的性格を有する一時\n金の額を考慮する必要はない。\nロ 区分所有建物及びその敷地の確認に当たっては、管理規約を確認する必要があるが、\n個人情報保護の観点から区分所有者の管理費等の滞納の有無は確認する必要はない。\nハ 貸家及びその敷地を当該借家人が買い取る場合における貸家及びその敷地の鑑定評価\nに当たっては、当該貸家及びその敷地が自用の建物及びその敷地となることによる市場\n性の回復等に即応する経済価値の増分が生ずる場合があるが、当該増分価値を考慮して\n鑑定評価を行う場合、求める価格の種類は限定価格である。\nニ 貸家及びその敷地は、建物所有者とその敷地の所有者が同一人であるから、貸家及び\nその敷地の鑑定評価に当たっては、借地権の取引慣行及び底地の取引利回りを勘案する\n必要はない。\nホ 建物を取り壊すことが最有効使用と認められる場合における自用の建物及びその敷地\nの鑑定評価額は、当該敷地の最有効使用に基づく価格よりも必ず低くなる。","イとニ","イとホ","ロとハ","ロとホ","ハとニ",5,,,,,,23,2025-11-08T00:00:00Z
r07-070,2025,令和,7,不動産鑑定士 短答,不動産の鑑定評価に関する理論,建物及びその敷地,30,"「建物及びその敷地」並びに「建物」の鑑定評価に関する次のイからホまでの\n記述のうち、誤っているものをすべて掲げた組合せはどれか。\nイ 区分所有建物及びその敷地の積算価格は、区分所有建物の対象となっている一棟の建\n物及びその敷地の積算価格を求め、当該積算価格に当該一棟の建物の各階層別及び同一\n階層内の位置別の効用比により求めた配分率を乗ずることにより求めるものとする。\nロ 建物及びその敷地が一体として市場性を有する場合における建物のみの鑑定評価は、\n建物がその敷地と一体化している状態を前提として、その全体の鑑定評価額の内訳とし\nて建物について部分鑑定評価を行うものである。この場合においては、複合不動産価格\nから更地価格を控除して求めた価格を標準として鑑定評価額を決定するものとする。\nハ 建物及びその敷地が一体として市場性を有しない場合における建物のみの鑑定評価は、\n文化財の指定を受けた建造物又は宗教建築物等について、その保存等に主眼をおいて行\nうものである。この場合における建物の鑑定評価額は、一般に対象不動産と同等の有用\n性を持つものに置き換えて求めた原価（置換原価）を再調達原価として得た積算価格を\n標準として決定するものとする。\nニ 借家権の取引慣行がある場合における借家権の鑑定評価額は、当事者間の個別的事情\nを考慮して求めた比準価格を標準とし、自用の建物及びその敷地の価格から貸家及びそ\nの敷地の価格を控除し、所要の調整を行って得た価格を比較考量して決定するものとす\nる。\nホ 借家権の価格といわれているものには、賃貸人から建物の明渡しの要求を受け、借家\n人が不随意の立退きに伴い事実上喪失することとなる経済的利益等、賃貸人との関係に\nおいて個別的な形をとって具体に現れるものがある。","イとニ","イとホ","ロとハ","ロとホ","ハとニ",3,,,,,,24,2025-11-08T00:00:00Z
r07-071,2025,令和,7,不動産鑑定士 短答,不動産の鑑定評価に関する理論,自用の建物及びその敷地,31,"自用の建物及びその敷地に関する次のイからホまでの記述のうち、誤っている\nものをすべて掲げた組合せはどれか。\nイ 取引事例の類型が自用の建物及びその敷地の場合、当該事例の取引価格をもとに敷地\nに帰属する額を配分する方法には、主として割合法と控除法がある。\nロ 建物の再調達原価を求めるに当たって、築年数が古く、実際の建設工事費等の明細が\n不明であったため、間接法のみを適用した。\nハ 再調達原価について減価修正を行うに当たっては、物理的要因及び機能的要因に照ら\nした市場競争力の程度並びに経済的要因に照らした劣化の程度を考慮して経済的残存耐\n用年数を判定した。\nニ 取引事例比較法の適用において、取引価格に立退料が含まれて取引が行われた事例を\n採用することはできない。\nホ 現実の建物の用途等を継続する場合の経済価値と、建物の取壊しや用途変更等を行う\n場合のそれらに要する費用等を適切に勘案した経済価値とを比較考量して、建物を取り\n壊すことが最有効使用と判定した。","イとロ","イとハ","ロとホ","ハとニ","ニとホ",4,,,,,,25,2025-11-08T00:00:00Z
r07-072,2025,令和,7,不動産鑑定士 短答,不動産の鑑定評価に関する理論,新規賃料,32,"宅地の新規賃料の鑑定評価に関する次の記述のうち、不動産鑑定評価基準及び\n同運用上の留意事項に照らし、誤っているものはどれか。","賃貸借等の契約を確認したところ、賃貸人の事情によって使用方法が制約され最有効\n使用の状態を確保できていないため、最有効使用が制約されている程度に応じた経済価\n値の減分を考慮して積算賃料の基礎価格を求めた。","地価水準の変動は基礎価格に反映されるため、期待利回りの判定に当たっては、地価\n水準の変動を考慮する必要はない。","配分法に準ずる方法に基づく比準賃料を求めるに当たっては、敷地の最有効使用の程\n度及び契約内容に留意して類似する事例を選択した。","賃貸事業分析法の適用に当たっては、新たに締結される土地の賃貸借等の契約内容に\n基づく予定建物を前提として土地に帰属する純収益を求めた。","試算賃料として、積算賃料、配分法に準ずる方法に基づく比準賃料及び賃貸事業分析\n法による宅地の試算賃料を求めることができたため、宅地の正常賃料の鑑定評価額を、\n試算できた積算賃料及び配分法に準ずる方法に基づく比準賃料を関連づけ、賃貸事業分\n析法で得た宅地の試算賃料も比較考量して決定した。",2,,,,,,25,2025-11-08T00:00:00Z
r07-073,2025,令和,7,不動産鑑定士 短答,不動産の鑑定評価に関する理論,継続賃料,33,"宅地の継続賃料の鑑定評価に関する次の記述のうち、誤っているものはどれか。","継続賃料固有の価格形成要因は、直近合意時点から価格時点までの期間における要因\nが中心となるが、主なものの例示として土地価格の推移、公租公課の推移、契約の内容\n及びそれに関する経緯などが挙げられる。","継続中の宅地の賃貸借等の契約に基づく実際支払賃料を改定する場合の鑑定評価額は、\n差額配分法による賃料、利回り法による賃料、スライド法による賃料及び比準賃料を関\n連づけて決定する。","継続中の宅地の賃貸借等の契約に基づく実際支払賃料を改定する場合において総合的\nに勘案する事項として、賃料に占める純賃料の推移、直近合意時点及び価格時点におけ\nる新規賃料と現行賃料の乖離の程度、賃料改定の経緯などが挙げられる。","賃料の改定が契約期間の満了に伴う更新を契機とする場合において、更新料が支払わ\nれるときは、この額を総合的に勘案する。","契約上の条件又は使用目的が変更されることに伴い賃料を改定する場合の鑑定評価に\n当たって総合的に勘案する事項として、当該地域の賃貸借等の契約慣行、賃貸借等の態\n様、契約上の条件又は使用目的の変更内容などが挙げられる。",5,,,,,,26,2025-11-08T00:00:00Z
r07-074,2025,令和,7,不動産鑑定士 短答,不動産の鑑定評価に関する理論,証券化対象不動産,34,"次の記述のうち、不動産鑑定評価基準各論第３章の適用対象となる鑑定評価と\nして誤っているものはどれか。","現在、建物は竣工していないが、証券化を予定し、かつ一定の条件を充足している未\n竣工賃貸オフィスビルの取得を目的とした特定価格を求める鑑定評価","資産の流動化に関する法律に規定する資産の流動化に係る不動産取引であって、賃貸\nマンションの建築を予定しているが、現状は更地である不動産の取得を目的とした特定\n価格を求める鑑定評価","不動産特定共同事業法に規定する不動産特定共同事業契約に係る不動産取引であって、\n賃貸マンション（信託受益権に係るもの）の取得を目的とした特定価格を求める鑑定評\n価","投資信託及び投資法人に関する法律に規定する投資法人が行う不動産取引であって、\n一棟の賃貸オフィスビルの一部（区分所有建物及びその敷地）について、既に保有して\nいる対象不動産以外の部分との併合を目的として限定価格を求める鑑定評価","現在、証券化対象不動産として運用されている賃貸オフィスビルの一部のテナント区\n画を対象とした正常賃料を求める鑑定評価",5,,,,,,26,2025-11-08T00:00:00Z
r07-075,2025,令和,7,不動産鑑定士 短答,不動産の鑑定評価に関する理論,証券化対象不動産,35,"証券化対象不動産の鑑定評価におけるエンジニアリング・レポート（以下「Ｅ\nＲ」という。）に関する次の記述のうち、正しいものはどれか。","対象不動産が証券化対象不動産以外の不動産の鑑定評価においては、ＥＲは活用しな\nい。","鑑定評価を行うに際して、複数のＥＲを入手した場合には、不動産証券化市場の環境\nの変化に対応してその内容の改善・充実が図られていくことにかんがみ、価格時点に最\nも近い時点のＥＲのみを活用すれば足りる。","鑑定評価報告書を作成するまでに、依頼者に対し、ＥＲの主な項目及びその入手時期、\nＥＲを作成した者からの説明の有無等を確認する必要がある。","鑑定評価報告書には、ＥＲの調査が行われた日及び作成された日を記載しなければな\nらないが、入手した日までは記載する必要はない。","建物を取り壊す予定の証券化対象不動産の鑑定評価においても、依頼者に対し、当該\n鑑定評価に際し必要なＥＲの提出を求める。",5,,,,,,27,2025-11-08T00:00:00Z
r07-076,2025,令和,7,不動産鑑定士 短答,不動産の鑑定評価に関する理論,証券化対象不動産,36,"証券化対象不動産の鑑定評価に関する次の記述のうち、誤っているものはどれ\nか。なお、下記において不動産鑑定評価基準各論第３章については、「各論第３章」という。","証券化対象不動産の鑑定評価は、各論第３章の定めるところに従って行わなければな\nらない。この場合において、鑑定評価報告書にその旨を記載しなければならない。","証券化対象不動産の鑑定評価書については、依頼者及び証券化対象不動産に係る利害\n関係者その他の者がその内容を容易に把握・比較することができるようにするため、鑑\n定評価報告書の記載方法等を工夫し、及び鑑定評価に活用した資料等を明示することが\nできるようにするなど説明責任が十分に果たされるものとしなければならない。","証券化対象不動産以外の不動産の鑑定評価を行う場合にあっても、投資用不動産の鑑\n定評価を行う場合は、各論第３章の定めるところに従って鑑定評価を行わなければなら\nない。","不動産鑑定士は、証券化対象不動産の鑑定評価の依頼者のみならず広範な投資家等に\n重大な影響を及ぼすことを考慮するとともに、不動産鑑定評価制度に対する社会的信頼\n性の確保等について重要な責任を有していることを認識し、証券化対象不動産の鑑定評\n価の手順について常に最大限の配慮を行いつつ、鑑定評価を行わなければならない。","各論第３章には、依頼者の証券化関係者との関係について記載する旨が定められてい\nるが、不動産鑑定士の対象不動産に関する利害関係又は対象不動産に関し利害関係を有\nする者との縁故若しくは特別の利害関係の有無及び内容についても、鑑定評価報告書に\n記載する必要があることに留意しなければならない。",3,,,,,,27,2025-11-08T00:00:00Z
r07-077,2025,令和,7,不動産鑑定士 短答,不動産の鑑定評価に関する理論,証券化対象不動産,37,"不動産鑑定評価基準各論第３章に関する次の記述のうち、誤っているものはど\nれか。","処理計画の策定に当たっては、対象不動産の内覧の実施の有無を含めた実地調査の範\n囲を依頼者に確認する必要がある。","処理計画の策定に当たって、依頼者に対し必要な事項を確認した場合には、それぞれ\n次の事項に関する記録を作成しなければならない。\n・ 確認を行った年月日\n・ 確認を行った不動産鑑定士の氏名\n・ 確認の相手方の氏名及び職業\n・ 確認の内容及び当該内容の処理計画への反映状況\n・ 確認の内容の変更により鑑定評価の作業、内容等の変更をする場合にあっては、そ\nの内容","証券化対象不動産の収益価格を求めるために必要とされるＤＣＦ法の運営収益の項目\nとして、下記の項目はいずれも該当する。\n・ 貸室賃料収入 ・ 共益費収入\n・ 水道光熱費収入 ・ 駐車場収入\n・ その他収入 ・ 一時金の運用益\n・ 空室等損失 ・ 貸倒れ損失","証券化対象不動産の収益価格を求めるために必要とされるＤＣＦ法の運営費用の項目\nとして、下記の項目はいずれも該当する。\n・ 維持管理費 ・ 水道光熱費\n・ 修繕費 ・ プロパティマネジメントフィー\n・ テナント募集費用等 ・ 公租公課\n・ 損害保険料 ・ その他費用","実地調査に関し、鑑定評価報告書に記載しなければならない事項として、下記の項目\nはいずれも該当する。\n・ 実地調査を行った年月日\n・ 実地調査を行った不動産鑑定土の氏名\n・ 立会人及び対象不動産の管理者の氏名及び職業\n・ 実地調査の一部を実施することができなかった場合にあっては、その理由",3,,,,,,28,2025-11-08T00:00:00Z
r07-078,2025,令和,7,不動産鑑定士 短答,不動産の鑑定評価に関する理論,証券化対象不動産,38,"証券化対象不動産の鑑定評価に関する次の記述のうち、正しいものはどれか。","処理計画の策定に当たって、依頼者に対し必要な確認を行った場合には、確認事項に\n関する記録を作成し、鑑定評価書に添付しなければならない。","不動産鑑定士が、証券化対象不動産の鑑定評価を行う場合にあっては、証券化対象不\n動産の証券化等が円滑に行なわれるよう配慮しつつ、鑑定評価に係る資料及び手順等を\n依頼者に説明し、理解を深め、かつ、協力を得るものとする。","ＤＣＦ法の適用に当たっては、収益費用項目を依頼者に提示した上で必要な資料を入\n手する。入手した資料の収益費用項目が提示した収益費用項目と異なる場合には、恣意\n性を排除するため、依頼者の定める収益費用項目を採用する。","同一の証券化対象不動産の再評価を行う場合には、一定の要件を満たせば内覧の一部\nの実施を省略することができるが、内覧の全部の実施を省略することはできない。","証券化対象不動産が底地で、かつ、収益費用項目のいずれにも変動がないと予測でき\nる場合には、ＤＣＦ法の適用を省略することができる。",2,,,,,,29,2025-11-08T00:00:00Z
r07-079,2025,令和,7,不動産鑑定士 短答,不動産の鑑定評価に関する理論,積算価格,39,"下記の【前提条件】及び【数値】に従って、区分所有建物及びその敷地の積算\n価格を求める場合の計算結果として正しいものはどれか。なお、一棟の建物及びその敷地の\n積算価格から区分所有建物及びその敷地の積算価格を求めるための配分率は、階層別効用比\n率に位置別効用比率を乗じて求めること。また、計算の過程で小数点以下が生じた場合は、\n小数点以下第４位を四捨入する。積算価格は上４桁目を四捨五入して表示する。\n【前提条件】\n・ 対象不動産は、市街地に立地する３階建鉄筋コンクリート造建物の一室（区分所有建物\n及びその敷地）である。\n・ 対象不動産が存する一棟の建物は全戸が住宅用途である。\n・ 一部の区分所有者のみに属する共用部分はない。\n・ 対象不動産について特筆すべき個別的要因はない。\n・ 対象不動産は 201 号室である。\n【数値】\n一棟の建物及びその敷地の積算価格：310,000,000 円\n階層 用途 専有面積 階層別効用比（※１）\n１階 住宅 105 ㎡ 100\n２階 住宅 160 ㎡ 105\n３階 住宅 180 ㎡ 105\n位置 用途 専有面積 位置別効用比（※２）\n201 号室 住宅 55 ㎡ 110\n202 号室 住宅 55 ㎡ 100\n203 号室 住宅 50 ㎡ 110\n（※１）階層別効用比とは、一棟の建物の基準階（鑑定主体が判定した基準となる階層）の\n専有部分の単位面積当たりの効用に対する各階層の専有部分の単位面積当たりの効用の\n比をいう。階層別効用比率とは、階層別効用比に各階層の専有面積を乗じて得た階層別\n効用積数の、一棟の建物及びその敷地全体の階層別効用積数の合計値に対する割合をいう。\n（※２）位置別効用比とは、同一階層内において基準となる専有部分の単位面積当たりの効\n用に対する他の各専有部分の単位面積当たりの効用の比をいう。位置別効用比率とは、\n位置別効用比に各戸別の専有面積を乗じて得た位置別効用積数の同一階層全体の位置別\n効用積数の合計値に対する割合をいう。","36,300,000 円","38,400,000 円","38,800,000 円","39,700,000 円","40,000,000 円",5,,,,,,30,2025-11-08T00:00:00Z
r07-080,2025,令和,7,不動産鑑定士 短答,不動産の鑑定評価に関する理論,継続賃料,40,"下記の【前提条件】及び【数値】に従って、宅地の継続賃料を求める場合にお\nける利回り法による試算賃料として正しいものはどれか。\n【前提条件】\n・ 年額実質賃料を求める鑑定評価とする。\n・ 一時金の授受はない。\n・ 継続賃料利回りは、直近合意時点における基礎価格に対する純賃料の割合とする。\n・ 直近合意時点及び価格時点の基礎価格は、最有効使用が可能なので、各時点の更地価格\nとする。\n【数値】\n時点\n項目 直近合意時点 価格時点\n賃貸借契約の種類 普通借地権（定期借地権ではない）\n更地価格 80,000,000 円 100,000,000 円\n年額支払賃料 1,000,000 円 －\n公租公課（年額） 200,000 円 330,000 円\n支払条件 毎年末日一括払い","1,000,000 円","1,250,000 円","1,330,000 円","1,580,000 円","1,830,000 円",3,,,,,,31,2025-11-08T00:00:00Z
